view,rank,source,name,installs,is_official,installs_yesterday,change,weekly_installs
all-time,1,vercel-labs/skills,find-skills,3198517,true,,,109085|115475|107969|101120|96861|93130|100221|103058
all-time,2,mattpocock/skills,grill-me,1022899,false,,,70968|69550|67971|64738|75922|65802|71736|66035
all-time,3,mattpocock/skills,grill-with-docs,871862,false,,,65694|62173|58257|55615|66362|55776|62108|56619
all-time,4,anthropics/skills,frontend-design,840550,true,,,28120|26218|24780|26152|25773|24760|26482|26382
all-time,5,mattpocock/skills,improve-codebase-architecture,838052,false,,,61006|57135|53247|50835|63780|54240|59606|52645
all-time,6,mattpocock/skills,tdd,810583,false,,,61196|55148|52117|49935|63627|52249|57225|51673
all-time,7,vercel-labs/agent-browser,agent-browser,763320,true,,,24138|22802|20921|33671|33224|36656|32899|38886
all-time,8,mattpocock/skills,setup-matt-pocock-skills,747186,false,,,59451|53087|50039|48211|61714|49250|52155|48879
all-time,9,mattpocock/skills,handoff,712897,false,,,59444|55388|51795|48113|58162|48859|53593|49569
all-time,10,mattpocock/skills,triage,704275,false,,,54797|50072|47121|45268|58240|47409|51899|46422
all-time,11,mattpocock/skills,prototype,695078,false,,,57724|51902|48526|47077|60846|48412|52775|48115
all-time,12,vercel-labs/agent-skills,vercel-react-best-practices,679867,true,,,19037|17378|17502|18943|18816|17464|19842|20093
all-time,13,open.feishu.cn,lark-doc,640840,false,,,39893|43803|42324|37271|33810|31236|27535|27775
all-time,14,open.feishu.cn,lark-base,640732,false,,,39863|43796|42297|37239|33798|31249|27532|27802
all-time,15,open.feishu.cn,lark-drive,640548,false,,,39854|43770|42305|37238|33779|31172|27520|27877
all-time,16,open.feishu.cn,lark-approval,640416,false,,,39875|43769|42291|37232|33745|31090|27365|27660
all-time,17,open.feishu.cn,lark-shared,640272,false,,,39819|43772|42295|37234|33772|31157|27511|27748
all-time,18,open.feishu.cn,lark-im,640143,false,,,39833|43748|42267|37208|33753|31136|27446|27769
all-time,19,open.feishu.cn,lark-calendar,640088,false,,,39836|43746|42258|37203|33729|31126|27423|27723
all-time,20,open.feishu.cn,lark-sheets,639772,false,,,39812|43725|42248|37202|33736|31121|27391|27718
all-time,21,open.feishu.cn,lark-contact,639726,false,,,39842|43728|42247|37196|33713|31057|27362|27617
all-time,22,open.feishu.cn,lark-minutes,639669,false,,,39796|43714|42216|37154|33708|31100|27483|27754
all-time,23,open.feishu.cn,lark-wiki,639654,false,,,39803|43720|42276|37223|33717|31136|27407|27662
all-time,24,open.feishu.cn,lark-event,639427,false,,,39798|43706|42220|37168|33712|31052|27358|27602
all-time,25,open.feishu.cn,lark-task,639345,false,,,39778|43690|42222|37170|33674|31072|27376|27664
all-time,26,open.feishu.cn,lark-whiteboard,639339,false,,,39800|43723|42232|37159|33701|31069|27370|27622
all-time,27,open.feishu.cn,lark-attendance,639337,false,,,39815|43721|42218|37142|33674|31024|27321|27563
all-time,28,open.feishu.cn,lark-slides,639298,false,,,39774|43688|42218|37157|33681|31074|27421|27677
all-time,29,open.feishu.cn,lark-mail,639284,false,,,39793|43698|42213|37131|33671|31034|27322|27643
all-time,30,open.feishu.cn,lark-openapi-explorer,639258,false,,,39794|43716|42231|37180|33684|31037|27334|27573
all-time,31,open.feishu.cn,lark-vc,639070,false,,,39764|43673|42196|37145|33664|31060|27396|27607
all-time,32,open.feishu.cn,lark-skill-maker,638983,false,,,39775|43690|42200|37151|33673|31012|27309|27567
all-time,33,open.feishu.cn,lark-workflow-meeting-summary,638827,false,,,39755|43669|42216|37127|33631|30994|27299|27609
all-time,34,open.feishu.cn,lark-workflow-standup-report,638727,false,,,39754|43667|42210|37137|33648|31001|27297|27538
all-time,35,open.feishu.cn,lark-okr,619872,false,,,39773|43691|42183|37119|33627|31014|27323|27567
all-time,36,open.feishu.cn,lark-markdown,605244,false,,,39818|43726|42236|37191|33693|31059|27356|27720
all-time,37,uizze.com,anti-ui-slop,599440,false,,,0|4081|14588|86056|106826|119426|121261|124931
all-time,38,vercel-labs/agent-skills,web-design-guidelines,596150,true,,,18625|16615|16429|18456|18715|18063|21343|24063
all-time,39,mattpocock/skills,grilling,591329,false,,,61842|58599|55459|53982|69023|57496|64483|59375
all-time,40,open.feishu.cn,lark-vc-agent,583676,false,,,39749|43660|42186|37116|33626|31027|27320|27591
all-time,41,mattpocock/skills,teach,569375,false,,,54849|51641|48523|44668|53989|44680|48910|46413
all-time,42,microsoft/azure-skills,microsoft-foundry,563261,true,,,16172|16805|17545|16759|16823|16117|13880|14506
all-time,43,microsoft/azure-skills,azure-diagnostics,556450,true,,,15912|16576|17293|16428|16308|15389|13751|13741
all-time,44,microsoft/azure-skills,azure-prepare,555862,true,,,15872|16531|17273|16404|16114|15245|13731|13726
all-time,45,microsoft/azure-skills,azure-ai,555776,true,,,15888|16560|17111|16417|16165|15011|13462|13635
all-time,46,microsoft/azure-skills,azure-deploy,555747,true,,,15923|16592|17119|16395|16139|15267|13500|13651
all-time,47,microsoft/azure-skills,azure-validate,555230,true,,,15867|16527|17299|16527|16330|15239|13491|13630
all-time,48,microsoft/azure-skills,azure-storage,554680,true,,,15867|16526|17092|16350|16132|14994|13449|13617
all-time,49,microsoft/azure-skills,entra-app-registration,554417,true,,,15874|16529|17252|16403|16119|14985|13440|13622
all-time,50,microsoft/azure-skills,appinsights-instrumentation,554167,true,,,15867|16528|17111|16383|16130|14987|13426|13612
all-time,51,microsoft/azure-skills,azure-resource-visualizer,554089,true,,,15858|16512|17065|16315|16102|14980|13652|13707
all-time,52,microsoft/azure-skills,azure-resource-lookup,554086,true,,,15861|16517|17142|16362|16117|14989|13433|13615
all-time,53,microsoft/azure-skills,azure-compliance,554045,true,,,15864|16521|17071|16376|16120|14978|13444|13617
all-time,54,microsoft/azure-skills,azure-aigateway,553869,true,,,15861|16521|17064|16365|16103|14973|13419|13610
all-time,55,microsoft/azure-skills,azure-kusto,553793,true,,,15857|16512|17067|16353|16100|14974|13424|13610
all-time,56,open.feishu.cn,lark-apps,549442,false,,,39806|43726|42220|37125|33728|31176|27562|27772
all-time,57,microsoft/azure-skills,azure-messaging,543526,true,,,15851|16511|17067|16345|16100|14969|13422|13611
all-time,58,mattpocock/skills,domain-modeling,538966,false,,,57201|54357|51253|49730|60145|52076|57827|52409
all-time,59,mattpocock/skills,codebase-design,522871,false,,,55119|52647|49482|47700|60375|50766|55338|50419
all-time,60,mattpocock/skills,diagnosing-bugs,514702,false,,,54567|51571|48632|46765|59214|49914|54939|49004
all-time,61,remotion-dev/skills,remotion-best-practices,504030,true,,,12520|11899|12908|12943|11512|9965|10367|10505
all-time,62,microsoft/azure-skills,azure-compute,497554,true,,,15822|16474|17210|16370|16074|14941|13402|13584
