skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
find-skills,"""find-skills""",2,7,0,0,134,16,false,1,1841,true
self-improving-agent,"""self-improving-agent""",0,0,2,2,5,52,false,3,2514,true
grill-me,"""grill-me""",5,5,4,11,19,100,true,5,2572,true
skill-vetter,"""skill-vetter""",0,0,0,0,1,0,false,1,0,false
grill-with-docs,"""grill-with-docs""",0,0,1,3,7,25,false,2,209,true
self-improving,"""self-improving""",3,20,339,677,12,100,true,5,6052,true
improve-codebase-architecture,"""improve-codebase-architecture""",0,0,0,0,1,6,false,1,30,false
ontology,"""ontology"" skill",0,0,1,1,4,100,true,5,3641,true
tdd,"""tdd"" skill",4,5,2,3,60,100,true,5,2031,true
github,"""github"" skill",27,205,49,76,904,100,true,5,298,true
frontend-design,"""frontend-design""",0,3,2,60,60,57,false,3,1382,true
gog,"""gog"" skill",0,2,0,0,4,10,false,1,17,true
agent-browser,"""agent-browser""",0,1,8,10,29,100,true,5,1306,true
skillscan,"""skillscan"" skill",0,0,0,0,1,0,false,1,0,false
setup-matt-pocock-skills,"""setup-matt-pocock-skills""",0,0,0,0,11,4,false,1,32,false
proactive-agent,"""proactive-agent""",0,0,2,2,5,25,false,2,352,true
handoff,"""handoff"" skill",0,3,1,2,173,100,true,5,114,true
weather,"""weather"" skill",5,23,2,11,7,100,true,5,13632,true
triage,"""triage"" skill",0,3,2,4,152,100,true,5,3315,true
multi-search-engine,"""multi-search-engine""",0,0,1,1,0,0,false,1,0,true
prototype,"""prototype"" skill",0,5,0,3,43,100,true,5,3564,true
agent-browser-clawdbot,"""agent-browser-clawdbot""",0,0,0,0,0,0,false,1,0,false
vercel-react-best-practices,"""vercel-react-best-practices""",0,0,0,0,1,2,false,1,7,false
admapix,"""admapix"" skill",0,0,0,0,0,0,false,1,0,false
lark-doc,"""lark-doc""",0,0,0,0,2,0,false,1,0,false
humanizer,"""humanizer"" skill",0,2,5,6,33,82,false,5,5380,true
lark-base,"""lark-base""",0,0,0,0,1,1,false,1,5,false
nano-pdf,"""nano-pdf""",0,0,0,0,0,0,false,1,0,false
lark-drive,"""lark-drive""",0,0,0,0,0,0,false,1,0,false
obsidian,"""obsidian"" skill",0,2,1,3,24,100,true,5,1894,true
lark-shared,"""lark-shared""",0,0,0,1,0,0,false,1,0,true
nano-banana-pro,"""nano-banana-pro""",0,0,9,13,0,30,false,2,268,true
lark-approval,"""lark-approval""",0,0,0,0,0,0,false,1,0,false
openclaw-tavily-search,"""openclaw-tavily-search""",0,0,0,0,0,0,false,1,0,false
lark-im,"""lark-im""",0,0,0,0,0,0,false,1,0,false
notion,"""notion"" skill",0,21,0,1,18,100,true,5,4012,true
lark-calendar,"""lark-calendar""",0,0,0,0,0,0,false,1,0,false
pollyreach,"""pollyreach"" skill",0,0,0,0,0,0,false,1,0,false
lark-sheets,"""lark-sheets""",0,0,0,0,0,0,false,1,0,false
skill-creator,"""skill-creator""",0,1,0,0,85,53,false,3,2485,true
lark-wiki,"""lark-wiki""",0,0,0,0,0,0,false,1,0,false
auto-updater,"""auto-updater""",0,0,0,13,0,2,false,1,285,true
lark-contact,"""lark-contact""",0,0,0,0,0,0,false,1,0,false
baidu-search,"""baidu-search""",0,0,0,0,0,0,false,1,0,false
lark-minutes,"""lark-minutes""",0,0,0,0,0,0,false,1,0,false
word-docx,"""word-docx""",0,0,1,1,0,1,false,1,1,true
lark-event,"""lark-event""",0,0,0,0,0,0,false,1,0,false
sonoscli,"""sonoscli"" skill",0,0,0,0,0,0,false,1,0,false
lark-slides,"""lark-slides""",0,0,0,0,0,0,false,1,0,false
evolver,"""evolver"" skill",0,0,0,0,0,3,false,1,262,false
lark-task,"""lark-task""",0,0,0,0,0,,false,,,false
openai-whisper,"""openai-whisper""",0,0,1,2,0,,false,,,true
lark-mail,"""lark-mail""",0,0,0,0,0,,false,,,false
api-gateway,"""api-gateway""",0,3,66,69,3,,false,,,true
lark-whiteboard,"""lark-whiteboard""",0,0,0,0,0,,false,,,false
prismfy-search,"""prismfy-search""",0,0,0,0,0,,false,,,false
lark-attendance,"""lark-attendance""",0,0,0,0,0,,false,,,false
automation-workflows,"""automation-workflows""",0,1,21,26,3,,false,,,true
lark-openapi-explorer,"""lark-openapi-explorer""",0,0,0,0,0,,false,,,false
excel-xlsx,"""excel-xlsx""",0,0,1,4,0,,false,,,true
lark-vc,"""lark-vc""",0,0,0,0,0,,false,,,false
feishu-evolver-wrapper,"""feishu-evolver-wrapper""",0,0,0,0,0,,false,,,false
lark-skill-maker,"""lark-skill-maker""",0,0,0,0,0,,false,,,false
browser-use,"""browser-use""",0,3,12,21,4,,false,,,true
lark-workflow-meeting-summary,"""lark-workflow-meeting-summary""",0,0,0,0,0,,false,,,false
agent-phone-call,"""agent-phone-call""",0,0,0,0,0,,false,,,false
lark-workflow-standup-report,"""lark-workflow-standup-report""",0,0,0,0,0,,false,,,false
free-ride,"""free-ride""",0,3,0,149,0,,false,,,true
grilling,"""grilling"" skill",0,0,1,4,33,,false,,,true
mcporter,"""mcporter"" skill",0,0,0,0,2,,false,,,false
lark-okr,"""lark-okr""",0,0,0,0,0,,false,,,false
elite-longterm-memory,"""elite-longterm-memory""",0,0,0,0,0,,false,,,false
lark-markdown,"""lark-markdown""",0,0,0,0,0,,false,,,false
desktop-control,"""desktop-control""",1,1,2,4,3,,false,,,true
teach,"""teach"" skill",0,32,0,77,127,,false,,,true
brave-search,"""brave-search""",0,3,8,17,3,,false,,,true
lark-vc-agent,"""lark-vc-agent""",0,0,0,0,0,,false,,,false
find-skills-skill,"""find-skills-skill""",0,0,0,0,134,,false,,,false
web-design-guidelines,"""web-design-guidelines""",0,0,0,0,2,,false,,,false
stock-analysis,"""stock-analysis""",0,0,263,263,0,,false,,,true
domain-modeling,"""domain-modeling""",0,0,1,1,8,,false,,,true
video-frames,"""video-frames""",0,4,2,6,1,,false,,,true
codebase-design,"""codebase-design""",0,0,0,0,3,,false,,,false
powerpoint-pptx,"""powerpoint-pptx""",0,0,1,1,0,,false,,,true
lark-apps,"""lark-apps""",0,0,0,0,1,,false,,,false
youtube-watcher,"""youtube-watcher""",0,0,0,4,0,,false,,,true
diagnosing-bugs,"""diagnosing-bugs""",0,0,0,0,6,,false,,,false
slack,"""slack"" skill",0,15,1,4,23,,false,,,true
microsoft-foundry,"""microsoft-foundry""",0,0,57,62,0,,false,,,true
himalaya,"""himalaya"" skill",0,0,0,0,1,,false,,,false
azure-diagnostics,"""azure-diagnostics""",0,0,0,0,0,,false,,,false
imap-smtp-email,"""imap-smtp-email""",0,0,0,0,1,,false,,,false
azure-prepare,"""azure-prepare""",0,0,0,0,0,,false,,,false
news-summary,"""news-summary""",0,0,56,64,0,,false,,,true
azure-ai,"""azure-ai""",0,1,34,45,3,,false,,,true
xiucheng-self-improving-agent,"""xiucheng-self-improving-agent""",0,0,0,0,0,,false,,,false
azure-deploy,"""azure-deploy""",0,0,0,0,0,,false,,,false
markdown-converter,"""markdown-converter""",0,0,11,13,1,,false,,,true
azure-validate,"""azure-validate""",0,0,0,0,0,,false,,,false
pdf,"""pdf"" skill",0,27,1,27,66,,false,,,true
