skill_key,tweet_url,created_at,lang,favorites,retweets
find-skills,https://x.com/i/status/2101761885079298142,2026-09-20T19:54:16.000Z,en,0,0
find-skills,https://x.com/i/status/2101249953138184265,2026-09-19T10:00:02.000Z,en,2,0
find-skills,https://x.com/i/status/2100833660240867721,2026-09-18T06:25:50.000Z,en,2,0
find-skills,https://x.com/i/status/2100769082920538475,2026-09-18T02:09:14.000Z,zxx,1,0
find-skills,https://x.com/i/status/2100718510565368008,2026-09-17T22:48:17.000Z,en,0,0
find-skills,https://x.com/i/status/2100478002098561087,2026-09-17T06:52:35.000Z,ja,8,1
find-skills,https://x.com/i/status/2100284169071034795,2026-09-16T18:02:21.000Z,en,20,2
find-skills,https://x.com/i/status/2100269064962588935,2026-09-16T17:02:20.000Z,en,4,0
find-skills,https://x.com/i/status/2100247411734061364,2026-09-16T15:36:18.000Z,en,0,0
find-skills,https://x.com/i/status/2100213255176081607,2026-09-16T13:20:34.000Z,en,1,0
find-skills,https://x.com/i/status/2100155712051822743,2026-09-16T09:31:55.000Z,ja,22,0
find-skills,https://x.com/i/status/2100078660133024254,2026-09-16T04:25:44.000Z,en,3,1
find-skills,https://x.com/i/status/2099979023489347939,2026-09-15T21:49:49.000Z,ja,1,0
find-skills,https://x.com/i/status/2099887813466398928,2026-09-15T15:47:23.000Z,en,5,1
find-skills,https://x.com/i/status/2099875938137739757,2026-09-15T15:00:12.000Z,en,2,0
find-skills,https://x.com/i/status/2099795358029115439,2026-09-15T09:40:00.000Z,en,0,0
find-skills,https://x.com/i/status/2099694865516744877,2026-09-15T03:00:41.000Z,en,0,0
find-skills,https://x.com/i/status/2099685634910585122,2026-09-15T02:24:00.000Z,ja,206,20
find-skills,https://x.com/i/status/2099677799426424974,2026-09-15T01:52:52.000Z,ja,0,0
find-skills,https://x.com/i/status/2099563380185202846,2026-09-14T18:18:12.000Z,ja,0,0
find-skills,https://x.com/i/status/2099410355386818656,2026-09-14T08:10:08.000Z,en,1,0
find-skills,https://x.com/i/status/2099404029281665317,2026-09-14T07:45:00.000Z,ja,7,3
find-skills,https://x.com/i/status/2099312467201630346,2026-09-14T01:41:10.000Z,ja,61,5
self-improving-agent,https://x.com/i/status/2101835306953736396,2026-09-21T00:46:02.000Z,en,9,0
self-improving-agent,https://x.com/i/status/2101748234397917259,2026-09-20T19:00:02.000Z,en,15,0
self-improving-agent,https://x.com/i/status/2101692877118083279,2026-09-20T15:20:04.000Z,en,23,1
self-improving-agent,https://x.com/i/status/2101580183857959037,2026-09-20T07:52:15.000Z,en,71,45
self-improving-agent,https://x.com/i/status/2101577350089744882,2026-09-20T07:41:00.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2101430325566222829,2026-09-19T21:56:46.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2101378455028027719,2026-09-19T18:30:40.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2101361395295997965,2026-09-19T17:22:52.000Z,en,13,1
self-improving-agent,https://x.com/i/status/2101316151426863260,2026-09-19T14:23:05.000Z,en,9,1
self-improving-agent,https://x.com/i/status/2101314762600505452,2026-09-19T14:17:34.000Z,en,11,0
self-improving-agent,https://x.com/i/status/2101306552586265020,2026-09-19T13:44:57.000Z,en,13,1
self-improving-agent,https://x.com/i/status/2101286975516954949,2026-09-19T12:27:09.000Z,en,16,1
self-improving-agent,https://x.com/i/status/2101284611850690749,2026-09-19T12:17:46.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2101237949082009824,2026-09-19T09:12:20.000Z,zh,0,0
self-improving-agent,https://x.com/i/status/2101237623566258223,2026-09-19T09:11:03.000Z,zh,0,0
self-improving-agent,https://x.com/i/status/2101112331316899962,2026-09-19T00:53:11.000Z,en,4,0
self-improving-agent,https://x.com/i/status/2101074950069055755,2026-09-18T22:24:38.000Z,en,1,0
self-improving-agent,https://x.com/i/status/2101006720868946114,2026-09-18T17:53:31.000Z,en,5,0
self-improving-agent,https://x.com/i/status/2100984970692960411,2026-09-18T16:27:06.000Z,en,19,0
self-improving-agent,https://x.com/i/status/2100952891045433854,2026-09-18T14:19:37.000Z,en,204,47
