skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
find-skills,"""find-skills""",1,1,1,1,101,23,false,2,379,true
self-improving-agent,"""self-improving-agent""",0,0,1,1,1,50,false,3,1098,true
grill-me,"""grill-me""",0,5,9,13,28,100,true,5,4790,true
skill-vetter,"""skill-vetter""",0,0,0,0,3,0,false,1,0,false
grill-with-docs,"""grill-with-docs""",0,0,1,2,4,25,false,2,3721,true
self-improving,"""self-improving""",3,10,126,262,7,100,true,5,3928,true
improve-codebase-architecture,"""improve-codebase-architecture""",0,0,0,0,0,1,false,1,0,false
ontology,"""ontology"" skill",0,2,0,0,8,100,true,5,1095,true
tdd,"""tdd"" skill",0,1,1,2,39,100,true,5,2818,true
github,"""github"" skill",13,201,51,98,606,100,true,5,241,true
frontend-design,"""frontend-design""",0,3,2,6,53,60,false,4,1570,true
gog,"""gog"" skill",0,0,0,1,5,12,false,1,308,true
agent-browser,"""agent-browser""",0,1,11,12,26,100,true,5,2299,true
skillscan,"""skillscan"" skill",0,0,0,0,2,0,false,1,0,false
setup-matt-pocock-skills,"""setup-matt-pocock-skills""",0,0,0,0,2,1,false,1,11,false
proactive-agent,"""proactive-agent""",0,0,0,0,1,39,false,2,527,false
handoff,"""handoff"" skill",0,3,0,0,204,100,true,5,223,true
weather,"""weather"" skill",1,15,0,6,15,100,true,5,380,true
triage,"""triage"" skill",0,3,1,2,142,99,true,5,2345,true
multi-search-engine,"""multi-search-engine""",0,0,0,1,2,2,false,1,20,true
prototype,"""prototype"" skill",0,10,0,2,35,100,true,5,3324,true
agent-browser-clawdbot,"""agent-browser-clawdbot""",0,0,0,0,0,0,false,1,0,false
grilling,"""grilling"" skill",0,0,0,0,26,28,false,2,268,false
admapix,"""admapix"" skill",0,0,0,0,0,0,false,1,0,false
vercel-react-best-practices,"""vercel-react-best-practices""",0,0,0,0,4,8,false,1,1031,false
humanizer,"""humanizer"" skill",1,3,2,2,30,66,false,4,3528,true
lark-doc,"""lark-doc""",0,0,0,0,0,0,false,1,0,false
nano-pdf,"""nano-pdf""",0,0,0,0,0,0,false,1,0,false
lark-base,"""lark-base""",0,0,0,0,0,0,false,1,0,false
obsidian,"""obsidian"" skill",1,6,2,2,26,100,true,5,2026,true
lark-drive,"""lark-drive""",0,0,0,0,0,0,false,1,0,false
