view,rank,source,name,installs,is_official,installs_yesterday,change,weekly_installs
all-time,1,vercel-labs/skills,find-skills,3448813,true,,,107969|101120|96861|93130|100221|103058|102072|101832
all-time,2,mattpocock/skills,grill-me,1166374,false,,,67971|64738|75922|65802|71736|66035|63238|57738
all-time,3,mattpocock/skills,grill-with-docs,995919,false,,,58257|55615|66362|55776|62108|56619|54857|49668
all-time,4,mattpocock/skills,improve-codebase-architecture,949183,false,,,53247|50835|63780|54240|59606|52645|50293|44253
all-time,5,mattpocock/skills,tdd,921595,false,,,52117|49935|63627|52249|57225|51673|49590|44259
all-time,6,anthropics/skills,frontend-design,897106,true,,,24780|26152|25773|24760|26482|26382|24200|22533
all-time,7,vercel-labs/agent-browser,agent-browser,878043,true,,,20921|33671|33224|36656|32899|38886|42640|45317
all-time,8,mattpocock/skills,setup-matt-pocock-skills,850770,false,,,50039|48211|61714|49250|52155|48879|46685|41541
all-time,9,mattpocock/skills,handoff,823613,false,,,51795|48113|58162|48859|53593|49569|48555|44434
all-time,10,mattpocock/skills,triage,802381,false,,,47121|45268|58240|47409|51899|46422|44334|39158
all-time,11,mattpocock/skills,prototype,798249,false,,,48526|47077|60846|48412|52775|48115|45883|41091
all-time,12,mattpocock/skills,grilling,723019,false,,,55459|53982|69023|57496|64483|59375|57402|53033
all-time,13,vercel-labs/agent-skills,vercel-react-best-practices,722944,true,,,17502|18943|18816|17464|19842|20093|16751|16576
all-time,14,open.feishu.cn,lark-doc,704286,false,,,42324|37271|33810|31236|27535|27775|27303|25498
all-time,15,open.feishu.cn,lark-base,704079,false,,,42297|37239|33798|31249|27532|27802|27271|25493
all-time,16,open.feishu.cn,lark-drive,703908,false,,,42305|37238|33779|31172|27520|27877|27275|25485
all-time,17,open.feishu.cn,lark-shared,703529,false,,,42295|37234|33772|31157|27511|27748|27143|25473
all-time,18,open.feishu.cn,lark-approval,703369,false,,,42291|37232|33745|31090|27365|27660|27110|25324
all-time,19,open.feishu.cn,lark-im,703358,false,,,42267|37208|33753|31136|27446|27769|27230|25421
all-time,20,open.feishu.cn,lark-calendar,703223,false,,,42258|37203|33729|31126|27423|27723|27209|25393
all-time,21,open.feishu.cn,lark-sheets,702950,false,,,42248|37202|33736|31121|27391|27718|27221|25388
all-time,22,open.feishu.cn,lark-wiki,702719,false,,,42276|37223|33717|31136|27407|27662|27081|25386
all-time,23,open.feishu.cn,lark-contact,702535,false,,,42247|37196|33713|31057|27362|27617|27017|25286
all-time,24,open.feishu.cn,lark-minutes,702376,false,,,42216|37154|33708|31100|27483|27754|27006|25258
all-time,25,open.feishu.cn,lark-slides,702259,false,,,42218|37157|33681|31074|27421|27677|27058|25352
all-time,26,open.feishu.cn,lark-mail,702222,false,,,42213|37131|33671|31034|27322|27643|27063|25338
all-time,27,open.feishu.cn,lark-task,702200,false,,,42222|37170|33674|31072|27376|27664|27045|25285
all-time,28,open.feishu.cn,lark-event,702186,false,,,42220|37168|33712|31052|27358|27602|26993|25270
all-time,29,open.feishu.cn,lark-whiteboard,702149,false,,,42232|37159|33701|31069|27370|27622|27013|25284
all-time,30,open.feishu.cn,lark-attendance,702030,false,,,42218|37142|33674|31024|27321|27563|26957|25240
all-time,31,open.feishu.cn,lark-openapi-explorer,701978,false,,,42231|37180|33684|31037|27334|27573|26976|25250
all-time,32,open.feishu.cn,lark-vc,701714,false,,,42196|37145|33664|31060|27396|27607|26987|25230
all-time,33,open.feishu.cn,lark-skill-maker,701645,false,,,42200|37151|33673|31012|27309|27567|26942|25227
all-time,34,open.feishu.cn,lark-workflow-meeting-summary,701504,false,,,42216|37127|33631|30994|27299|27609|26979|25222
all-time,35,open.feishu.cn,lark-workflow-standup-report,701336,false,,,42210|37137|33648|31001|27297|27538|26928|25207
all-time,36,open.feishu.cn,lark-okr,682777,false,,,42183|37119|33627|31014|27323|27567|27097|25279
all-time,37,mattpocock/skills,teach,670906,false,,,48523|44668|53989|44680|48910|46413|45222|40766
all-time,38,open.feishu.cn,lark-markdown,668192,false,,,42236|37191|33693|31059|27356|27720|27082|25322
all-time,39,mattpocock/skills,domain-modeling,653679,false,,,51253|49730|60145|52076|57827|52409|50343|46026
all-time,40,open.feishu.cn,lark-vc-agent,646295,false,,,42186|37116|33626|31027|27320|27591|26972|25223
all-time,41,vercel-labs/agent-skills,web-design-guidelines,644267,true,,,16429|18456|18715|18063|21343|24063|19837|18338
all-time,42,mattpocock/skills,codebase-design,633113,false,,,49482|47700|60375|50766|55338|50419|48646|44300
all-time,43,mattpocock/skills,diagnosing-bugs,621209,false,,,48632|46765|59214|49914|54939|49004|47088|42585
all-time,44,open.feishu.cn,lark-apps,612697,false,,,42220|37125|33728|31176|27562|27772|27261|25429
all-time,45,microsoft/azure-skills,microsoft-foundry,597252,true,,,17545|16759|16823|16117|13880|14506|13000|13502
all-time,46,heygen-com/hyperframes,hyperframes-cli,589703,false,,,39233|42582|28363|38236|35297|32646|36197|46253
all-time,47,microsoft/azure-skills,azure-diagnostics,588474,true,,,17293|16428|16308|15389|13751|13741|12175|12836
all-time,48,microsoft/azure-skills,azure-prepare,588035,true,,,17273|16404|16114|15245|13731|13726|12152|12960
all-time,49,microsoft/azure-skills,azure-ai,587801,true,,,17111|16417|16165|15011|13462|13635|12153|12842
all-time,50,microsoft/azure-skills,azure-deploy,587728,true,,,17119|16395|16139|15267|13500|13651|12144|12821
all-time,51,microsoft/azure-skills,azure-validate,587173,true,,,17299|16527|16330|15239|13491|13630|12124|12807
all-time,52,microsoft/azure-skills,azure-storage,586632,true,,,17092|16350|16132|14994|13449|13617|12127|12807
all-time,53,microsoft/azure-skills,entra-app-registration,586371,true,,,17252|16403|16119|14985|13440|13622|12123|12813
all-time,54,microsoft/azure-skills,azure-compliance,586186,true,,,17071|16376|16120|14978|13444|13617|12121|12955
all-time,55,microsoft/azure-skills,appinsights-instrumentation,586118,true,,,17111|16383|16130|14987|13426|13612|12124|12809
all-time,56,microsoft/azure-skills,azure-resource-visualizer,586048,true,,,17065|16315|16102|14980|13652|13707|12144|12810
