skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
find-skills,"""find-skills""",0,0,1,2,136,24,false,2,354,true
self-improving-agent,"""self-improving-agent""",1,1,2,2,2,53,false,3,1104,true
grill-me,"""grill-me""",1,3,2,16,22,100,true,5,3854,true
skill-vetter,"""skill-vetter""",0,0,0,0,1,2,false,1,23,false
frontend-design,"""frontend-design""",0,5,5,19,57,68,false,4,1450,true
self-improving,"""self-improving""",7,9,50,63,4,100,true,5,4570,true
grill-with-docs,"""grill-with-docs""",0,0,0,1,8,25,false,2,651,true
ontology,"""ontology"" skill",0,3,0,0,5,100,true,5,795,true
improve-codebase-architecture,"""improve-codebase-architecture""",0,0,0,1,2,8,false,1,16,true
github,"""github"" skill",18,263,55,60,672,100,true,5,174,true
tdd,"""tdd"" skill",0,3,1,1,34,100,true,5,1378,true
gog,"""gog"" skill",0,1,0,0,0,18,false,1,143,true
agent-browser,"""agent-browser""",1,4,12,13,16,100,true,5,446,true
skillscan,"""skillscan"" skill",0,0,0,0,0,0,false,1,0,false
setup-matt-pocock-skills,"""setup-matt-pocock-skills""",0,0,1,2,4,1,false,1,0,true
proactive-agent,"""proactive-agent""",0,1,0,0,2,29,false,2,511,true
vercel-react-best-practices,"""vercel-react-best-practices""",0,0,1,1,1,3,false,1,558,true
weather,"""weather"" skill",0,15,3,11,7,100,true,5,1127,true
handoff,"""handoff"" skill",1,6,1,1,110,100,true,5,1384,true
multi-search-engine,"""multi-search-engine""",0,0,0,0,0,0,false,1,0,false
triage,"""triage"" skill",0,1,2,3,150,100,true,5,2574,true
agent-browser-clawdbot,"""agent-browser-clawdbot""",0,0,0,0,0,0,false,1,0,false
prototype,"""prototype"" skill",0,9,1,3,36,100,true,5,714,true
admapix,"""admapix"" skill",0,0,0,0,2,0,false,1,0,false
lark-doc,"""lark-doc""",0,0,0,0,3,0,false,1,0,false
humanizer,"""humanizer"" skill",0,1,3,5,18,54,false,3,1305,true
lark-base,"""lark-base""",0,0,0,0,1,0,false,1,0,false
nano-pdf,"""nano-pdf""",0,0,0,0,0,2,false,1,21,false
lark-approval,"""lark-approval""",0,0,0,0,0,0,false,1,0,false
obsidian,"""obsidian"" skill",0,2,0,0,21,100,true,5,4112,true
lark-drive,"""lark-drive""",0,0,0,2,0,0,false,1,0,true
nano-banana-pro,"""nano-banana-pro""",0,0,7,10,0,37,false,2,46565,true
lark-shared,"""lark-shared""",0,0,0,0,0,0,false,1,0,false
openclaw-tavily-search,"""openclaw-tavily-search""",0,0,0,0,0,0,false,1,0,false
lark-calendar,"""lark-calendar""",0,0,0,0,0,0,false,1,0,false
notion,"""notion"" skill",0,15,2,3,18,100,true,5,2964,true
lark-im,"""lark-im""",0,0,0,0,2,0,false,1,0,false
pollyreach,"""pollyreach"" skill",0,0,0,0,0,0,false,1,0,false
lark-contact,"""lark-contact""",0,0,0,0,0,1,false,1,10,false
skill-creator,"""skill-creator""",0,0,2,3,123,53,false,3,2778,true
lark-sheets,"""lark-sheets""",0,0,0,0,0,0,false,1,0,false
auto-updater,"""auto-updater""",0,0,2,15,1,3,false,1,36,true
lark-wiki,"""lark-wiki""",0,0,0,0,0,0,false,1,0,false
baidu-search,"""baidu-search""",0,0,1,1,0,2,false,1,15,true
lark-minutes,"""lark-minutes""",0,0,0,0,0,0,false,1,0,false
word-docx,"""word-docx""",0,0,1,2,0,0,false,1,0,true
lark-event,"""lark-event""",0,0,0,0,0,0,false,1,0,false
sonoscli,"""sonoscli"" skill",0,0,0,0,0,0,false,1,0,false
lark-attendance,"""lark-attendance""",0,0,0,0,0,0,false,1,0,false
openai-whisper,"""openai-whisper""",0,1,1,1,0,3,false,1,154,true
lark-whiteboard,"""lark-whiteboard""",0,0,0,0,0,,false,,,false
evolver,"""evolver"" skill",0,0,0,0,0,,false,,,false
lark-openapi-explorer,"""lark-openapi-explorer""",0,0,0,0,0,,false,,,false
api-gateway,"""api-gateway""",1,6,33,43,2,,false,,,true
lark-task,"""lark-task""",0,0,0,0,0,,false,,,false
prismfy-search,"""prismfy-search""",0,0,0,0,0,,false,,,false
lark-mail,"""lark-mail""",0,0,0,0,0,,false,,,false
automation-workflows,"""automation-workflows""",0,0,14,20,1,,false,,,true
lark-slides,"""lark-slides""",0,0,0,0,0,,false,,,false
excel-xlsx,"""excel-xlsx""",0,0,2,2,1,,false,,,true
lark-vc,"""lark-vc""",0,0,0,0,0,,false,,,false
