rank,skill,platform,vendor,source_skillssh,slug_clawhub,url,match,description,description_zh,installs_skillssh,trending_rank_skillssh,weekly_recent,weekly_prev,growth_pct,data_source
1,ai-avatar-video,skills.sh,101-skills,101-skills/superpowers,,https://www.skills.sh/101-skills/superpowers/ai-avatar-video,single,,,143686,1,63412,13376,,skills.sh-trending
2,ai-image-generation,skills.sh,101-skills,101-skills/superpowers,,https://www.skills.sh/101-skills/superpowers/ai-image-generation,single,,,143824,2,63881,13165,,skills.sh-trending
3,ai-video-generation,skills.sh,101-skills,101-skills/superpowers,,https://www.skills.sh/101-skills/superpowers/ai-video-generation,single,,,144284,3,64317,13241,,skills.sh-trending
4,twitter-automation,skills.sh,101-skills,101-skills/superpowers,,https://www.skills.sh/101-skills/superpowers/twitter-automation,single,,,144000,4,63653,13446,,skills.sh-trending
5,design-mobile-apps,skills.sh,designed-by-ai,designed-by-ai/skills,,https://www.skills.sh/designed-by-ai/skills/design-mobile-apps,single,,,257326,5,140177,53048,,skills.sh-trending
6,ai-image-generation,skills.sh,qu-skills,qu-skills/superpowers,,https://www.skills.sh/qu-skills/superpowers/ai-image-generation,single,,,66433,6,30674,6104,,skills.sh-trending
7,ai-video-generation,skills.sh,qu-skills,qu-skills/superpowers,,https://www.skills.sh/qu-skills/superpowers/ai-video-generation,single,,,66430,7,30726,6040,,skills.sh-trending
8,ai-avatar-video,skills.sh,qu-skills,qu-skills/superpowers,,https://www.skills.sh/qu-skills/superpowers/ai-avatar-video,single,,,66992,8,31275,5892,,skills.sh-trending
9,twitter-automation,skills.sh,qu-skills,qu-skills/superpowers,,https://www.skills.sh/qu-skills/superpowers/twitter-automation,single,,,66627,9,30950,6108,,skills.sh-trending
10,find-skills,skills.sh,vercel-labs,vercel-labs/skills,,https://www.skills.sh/vercel-labs/skills/find-skills,single,,,3436674,10,101832,102072,-0.2,skills.sh-trending
11,ai-image-generation,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/ai-image-generation,single,,,526279,11,108359,112485,-3.7,skills.sh-trending
12,seedance-2-5-image-to-video,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/seedance-2-5-image-to-video,single,,,193537,12,108725,30815,,skills.sh-trending
13,ai-video-generation,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/ai-video-generation,single,,,526902,13,108587,112626,-3.6,skills.sh-trending
14,video-edit,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/video-edit,single,,,527818,14,108975,113373,-3.9,skills.sh-trending
15,image-to-video,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/image-to-video,single,,,526577,15,108844,112407,-3.2,skills.sh-trending
16,reddit-automation,skills.sh,flowkit-labs,flowkit-labs/skills,,https://www.skills.sh/flowkit-labs/skills/reddit-automation,single,,,495480,16,108855,113492,-4.1,skills.sh-trending
17,ai-music,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/ai-music,single,,,527088,17,108586,113480,-4.3,skills.sh-trending
18,wan-3-0-prime-reference-to-video,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/wan-3-0-prime-reference-to-video,single,,,193827,18,108717,31009,,skills.sh-trending
19,seedance-2-5-reference-to-video,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/seedance-2-5-reference-to-video,single,,,193116,19,108509,30726,,skills.sh-trending
20,hyperframes-cli,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-cli,single,,,574756,20,46253,36197,27.8,skills.sh-trending
21,media-use,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/media-use,single,,,448502,21,47488,31601,50.3,skills.sh-trending
22,hyperframes-core,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-core,single,,,453505,22,47634,29574,61.1,skills.sh-trending
23,hyperframes,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes,single,,,548023,23,44036,29417,49.7,skills.sh-trending
24,hyperframes-creative,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-creative,single,,,420076,24,42499,29701,43.1,skills.sh-trending
25,hyperframes-animation,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-animation,single,,,439418,25,41901,26896,55.8,skills.sh-trending
26,hyperframes-audio,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-audio,single,,,174677,26,34753,26068,33.3,skills.sh-trending
27,hyperframes-registry,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-registry,single,,,498703,27,42493,28936,46.9,skills.sh-trending
28,twitter-automation,skills.sh,skills-shell,skills-shell/superpowers,,https://www.skills.sh/skills-shell/superpowers/twitter-automation,single,,,9668,28,,,,skills.sh-trending
29,ai-image-generation,skills.sh,skills-shell,skills-shell/superpowers,,https://www.skills.sh/skills-shell/superpowers/ai-image-generation,single,,,9668,29,,,,skills.sh-trending
30,ai-avatar-video,skills.sh,skills-shell,skills-shell/superpowers,,https://www.skills.sh/skills-shell/superpowers/ai-avatar-video,single,,,9668,30,,,,skills.sh-trending
31,ai-video-generation,skills.sh,skills-shell,skills-shell/superpowers,,https://www.skills.sh/skills-shell/superpowers/ai-video-generation,single,,,9668,31,,,,skills.sh-trending
32,twitter-automation,skills.sh,its-a-skill-issue,its-a-skill-issue/superpowers,,https://www.skills.sh/its-a-skill-issue/superpowers/twitter-automation,single,,,9617,32,,,,skills.sh-trending
33,ai-avatar-video,skills.sh,its-a-skill-issue,its-a-skill-issue/superpowers,,https://www.skills.sh/its-a-skill-issue/superpowers/ai-avatar-video,single,,,9616,33,,,,skills.sh-trending
