skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
find-skills,"""find-skills""",0,0,1,2,119,23,false,2,2190,true
self-improving-agent,"""self-improving-agent""",0,0,3,3,1,51,false,3,1457,true
grill-me,"""grill-me""",0,1,8,23,25,100,true,5,2239,true
skill-vetter,"""skill-vetter""",0,0,0,0,0,2,false,1,25,false
grill-with-docs,"""grill-with-docs""",0,0,0,0,7,21,false,2,26,false
self-improving,"""self-improving""",2,5,29,38,5,100,true,5,4002,true
frontend-design,"""frontend-design""",1,3,5,23,56,66,false,4,1430,true
ontology,"""ontology"" skill",0,2,0,0,4,100,true,5,1465,true
improve-codebase-architecture,"""improve-codebase-architecture""",0,0,0,0,4,13,false,1,16,false
github,"""github"" skill",0,201,12,51,589,100,true,5,286,true
tdd,"""tdd"" skill",0,1,1,1,42,100,true,5,2922,true
gog,"""gog"" skill",0,1,0,0,0,14,false,1,17,true
agent-browser,"""agent-browser""",0,3,7,7,17,100,true,5,1354,true
skillscan,"""skillscan"" skill",0,0,0,0,2,0,false,1,0,false
setup-matt-pocock-skills,"""setup-matt-pocock-skills""",0,0,1,1,8,1,false,1,0,true
proactive-agent,"""proactive-agent""",0,0,0,1,1,26,false,2,456,true
handoff,"""handoff"" skill",0,1,2,2,201,100,true,5,3889,true
weather,"""weather"" skill",0,13,0,12,5,100,true,5,5564,true
vercel-react-best-practices,"""vercel-react-best-practices""",0,0,1,1,1,2,false,1,38,true
multi-search-engine,"""multi-search-engine""",0,0,0,0,0,0,false,1,0,false
triage,"""triage"" skill",0,0,4,5,150,100,true,5,1228,true
agent-browser-clawdbot,"""agent-browser-clawdbot""",0,0,0,0,0,0,false,1,0,false
prototype,"""prototype"" skill",0,15,1,4,49,100,true,5,4726,true
admapix,"""admapix"" skill",0,0,0,0,2,0,false,1,0,false
lark-doc,"""lark-doc""",0,0,0,0,1,1,false,1,0,false
humanizer,"""humanizer"" skill",1,2,1,2,17,67,false,4,4783,true
lark-base,"""lark-base""",0,0,0,0,1,1,false,1,0,false
nano-pdf,"""nano-pdf""",0,0,0,0,0,2,false,1,24,false
lark-approval,"""lark-approval""",0,0,0,0,1,0,false,1,0,false
obsidian,"""obsidian"" skill",0,2,1,2,21,100,true,5,3437,true
lark-drive,"""lark-drive""",0,0,1,3,0,1,false,1,0,true
nano-banana-pro,"""nano-banana-pro""",0,0,7,9,0,42,false,3,46293,true
lark-shared,"""lark-shared""",0,0,0,0,0,1,false,1,0,false
openclaw-tavily-search,"""openclaw-tavily-search""",0,0,0,0,0,0,false,1,0,false
lark-im,"""lark-im""",0,0,0,0,0,1,false,1,0,false
notion,"""notion"" skill",0,15,1,2,17,100,true,5,1333,true
lark-calendar,"""lark-calendar""",0,0,0,0,0,1,false,1,0,false
pollyreach,"""pollyreach"" skill",0,0,0,0,0,0,false,1,0,false
lark-contact,"""lark-contact""",0,0,0,0,0,1,false,1,10,false
skill-creator,"""skill-creator""",0,0,3,5,122,66,false,4,8455,true
lark-sheets,"""lark-sheets""",0,0,0,0,0,0,false,1,0,false
auto-updater,"""auto-updater""",0,0,0,10,1,3,false,1,6,true
lark-wiki,"""lark-wiki""",0,0,0,0,0,0,false,1,0,false
baidu-search,"""baidu-search""",0,0,1,1,0,2,false,1,15,true
lark-minutes,"""lark-minutes""",0,0,0,0,0,0,false,1,0,false
word-docx,"""word-docx""",0,0,1,3,0,2,false,1,1,true
lark-event,"""lark-event""",0,0,0,0,0,0,false,1,0,false
sonoscli,"""sonoscli"" skill",0,0,0,0,0,0,false,1,0,false
lark-attendance,"""lark-attendance""",0,0,0,0,0,0,false,1,0,false
openai-whisper,"""openai-whisper""",0,1,0,0,0,5,false,1,152,true
lark-whiteboard,"""lark-whiteboard""",0,0,0,0,0,,false,,,false
evolver,"""evolver"" skill",0,0,0,0,0,,false,,,false
lark-task,"""lark-task""",0,0,0,0,0,,false,,,false
api-gateway,"""api-gateway""",1,4,26,43,1,,false,,,true
lark-openapi-explorer,"""lark-openapi-explorer""",0,0,0,0,0,,false,,,false
prismfy-search,"""prismfy-search""",0,0,0,0,0,,false,,,false
lark-slides,"""lark-slides""",0,0,0,0,0,,false,,,false
automation-workflows,"""automation-workflows""",0,0,10,15,1,,false,,,true
lark-mail,"""lark-mail""",0,0,0,0,0,,false,,,false
excel-xlsx,"""excel-xlsx""",0,0,2,2,1,,false,,,true
lark-vc,"""lark-vc""",0,0,0,0,0,,false,,,false
feishu-evolver-wrapper,"""feishu-evolver-wrapper""",0,0,0,0,0,,false,,,false
lark-skill-maker,"""lark-skill-maker""",0,0,0,0,0,,false,,,false
browser-use,"""browser-use""",4,5,22,30,8,,false,,,true
lark-workflow-meeting-summary,"""lark-workflow-meeting-summary""",0,0,0,0,0,,false,,,false
agent-phone-call,"""agent-phone-call""",0,0,0,0,0,,false,,,false
lark-workflow-standup-report,"""lark-workflow-standup-report""",0,0,0,0,0,,false,,,false
free-ride,"""free-ride""",0,1,0,161,0,,false,,,true
lark-okr,"""lark-okr""",0,0,0,0,0,,false,,,false
mcporter,"""mcporter"" skill",0,0,0,0,0,,false,,,false
lark-markdown,"""lark-markdown""",0,0,0,0,0,,false,,,false
elite-longterm-memory,"""elite-longterm-memory""",0,0,0,0,0,,false,,,false
web-design-guidelines,"""web-design-guidelines""",0,0,0,0,2,,false,,,false
desktop-control,"""desktop-control""",0,0,3,6,0,,false,,,true
lark-vc-agent,"""lark-vc-agent""",0,0,0,0,0,,false,,,false
brave-search,"""brave-search""",0,3,56,61,1,,false,,,true
microsoft-foundry,"""microsoft-foundry""",0,0,50,55,0,,false,,,true
stock-analysis,"""stock-analysis""",0,0,222,333,0,,false,,,true
azure-diagnostics,"""azure-diagnostics""",0,0,0,0,0,,false,,,false
find-skills-skill,"""find-skills-skill""",0,0,0,0,119,,false,,,false
azure-prepare,"""azure-prepare""",0,0,0,0,0,,false,,,false
video-frames,"""video-frames""",0,1,1,4,0,,false,,,true
azure-ai,"""azure-ai""",0,0,39,45,1,,false,,,true
youtube-watcher,"""youtube-watcher""",0,0,0,4,0,,false,,,true
azure-deploy,"""azure-deploy""",0,0,0,0,0,,false,,,false
powerpoint-pptx,"""powerpoint-pptx""",0,0,0,3,0,,false,,,true
azure-validate,"""azure-validate""",0,0,0,0,0,,false,,,false
slack,"""slack"" skill",2,15,1,6,16,,false,,,true
azure-storage,"""azure-storage""",0,0,4,6,2,,false,,,true
himalaya,"""himalaya"" skill",0,0,0,0,3,,false,,,false
entra-app-registration,"""entra-app-registration""",0,0,0,0,0,,false,,,false
imap-smtp-email,"""imap-smtp-email""",0,0,0,0,0,,false,,,false
appinsights-instrumentation,"""appinsights-instrumentation""",0,0,0,0,1,,false,,,false
news-summary,"""news-summary""",0,0,50,63,0,,false,,,true
azure-resource-lookup,"""azure-resource-lookup""",0,0,0,0,0,,false,,,false
xiucheng-self-improving-agent,"""xiucheng-self-improving-agent""",0,0,0,0,0,,false,,,false
azure-compliance,"""azure-compliance""",0,0,0,0,0,,false,,,false
atxp,"""atxp"" skill",0,0,0,0,0,,false,,,false
azure-resource-visualizer,"""azure-resource-visualizer""",0,0,0,0,0,,false,,,false
markdown-converter,"""markdown-converter""",1,1,2,3,0,,false,,,true
