skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
find-skills,"""find-skills""",2,7,1,1,117,24,false,2,1771,true
self-improving-agent,"""self-improving-agent""",1,1,5,6,2,44,false,3,1044,true
grill-me,"""grill-me""",5,5,5,15,19,100,true,5,2870,true
skill-vetter,"""skill-vetter""",0,0,0,0,0,2,false,1,19,false
grill-with-docs,"""grill-with-docs""",0,0,1,1,8,25,false,2,1299,true
self-improving,"""self-improving""",4,14,94,167,5,100,true,5,6817,true
improve-codebase-architecture,"""improve-codebase-architecture""",0,0,1,1,1,7,false,1,18,true
ontology,"""ontology"" skill",0,0,0,0,8,100,true,5,2924,false
frontend-design,"""frontend-design""",0,0,5,59,74,77,false,4,1798,true
github,"""github"" skill",7,205,53,95,765,100,true,5,519,true
tdd,"""tdd"" skill",0,6,1,3,47,100,true,5,8212,true
gog,"""gog"" skill",0,3,0,0,9,10,false,1,19,true
agent-browser,"""agent-browser""",0,1,6,7,29,100,true,5,3673,true
skillscan,"""skillscan"" skill",0,0,0,0,1,0,false,1,0,false
setup-matt-pocock-skills,"""setup-matt-pocock-skills""",0,0,0,0,5,5,false,1,308,false
proactive-agent,"""proactive-agent""",0,0,1,1,4,29,false,2,188,true
handoff,"""handoff"" skill",0,3,0,1,157,100,true,5,460,true
weather,"""weather"" skill",5,21,0,12,6,100,true,5,1531,true
triage,"""triage"" skill",1,4,3,4,154,100,true,5,813,true
multi-search-engine,"""multi-search-engine""",0,0,0,0,0,0,false,1,0,false
prototype,"""prototype"" skill",0,8,0,1,31,99,true,5,1178,true
agent-browser-clawdbot,"""agent-browser-clawdbot""",0,0,0,0,0,0,false,1,0,false
vercel-react-best-practices,"""vercel-react-best-practices""",0,0,0,0,4,1,false,1,7,false
admapix,"""admapix"" skill",0,0,0,0,0,0,false,1,0,false
lark-doc,"""lark-doc""",0,0,0,0,3,0,false,1,0,false
humanizer,"""humanizer"" skill",0,2,5,6,33,98,false,5,6622,true
lark-base,"""lark-base""",0,0,0,0,2,1,false,1,9,false
nano-pdf,"""nano-pdf""",0,0,0,0,0,0,false,1,0,false
lark-drive,"""lark-drive""",0,0,0,0,0,0,false,1,0,false
obsidian,"""obsidian"" skill",0,2,1,2,31,100,true,5,1049,true
lark-approval,"""lark-approval""",0,0,0,0,0,0,false,1,0,false
nano-banana-pro,"""nano-banana-pro""",0,1,5,6,1,27,false,2,344,true
lark-shared,"""lark-shared""",0,0,0,1,1,0,false,1,0,true
openclaw-tavily-search,"""openclaw-tavily-search""",0,0,0,0,0,0,false,1,0,false
lark-im,"""lark-im""",0,0,0,0,0,0,false,1,0,false
notion,"""notion"" skill",0,11,0,0,18,100,true,5,1186,true
lark-calendar,"""lark-calendar""",0,0,0,0,0,0,false,1,0,false
pollyreach,"""pollyreach"" skill",0,0,0,0,0,0,false,1,0,false
lark-sheets,"""lark-sheets""",0,0,0,0,0,0,false,1,0,false
skill-creator,"""skill-creator""",0,1,0,1,108,74,false,4,11561,true
lark-wiki,"""lark-wiki""",0,0,0,0,0,0,false,1,0,false
auto-updater,"""auto-updater""",0,0,4,16,0,2,false,1,326,true
lark-contact,"""lark-contact""",0,0,0,0,0,0,false,1,0,false
baidu-search,"""baidu-search""",0,0,0,0,0,0,false,1,0,false
lark-minutes,"""lark-minutes""",0,0,0,0,0,1,false,1,0,false
word-docx,"""word-docx""",0,0,2,2,1,2,false,1,1,true
lark-event,"""lark-event""",0,0,0,0,0,0,false,1,0,false
sonoscli,"""sonoscli"" skill",0,0,0,0,0,0,false,1,0,false
lark-task,"""lark-task""",0,0,0,0,0,0,false,1,0,false
evolver,"""evolver"" skill",0,0,0,0,0,5,false,1,36,false
lark-slides,"""lark-slides""",0,0,0,0,0,,false,,,false
openai-whisper,"""openai-whisper""",0,0,2,2,0,,false,,,true
lark-mail,"""lark-mail""",0,0,0,0,0,,false,,,false
api-gateway,"""api-gateway""",0,7,42,51,3,,false,,,true
lark-whiteboard,"""lark-whiteboard""",0,0,0,0,0,,false,,,false
prismfy-search,"""prismfy-search""",0,0,0,0,0,,false,,,false
lark-attendance,"""lark-attendance""",0,0,0,0,0,,false,,,false
automation-workflows,"""automation-workflows""",0,0,15,17,2,,false,,,true
lark-openapi-explorer,"""lark-openapi-explorer""",0,0,0,0,0,,false,,,false
excel-xlsx,"""excel-xlsx""",0,0,1,5,0,,false,,,true
lark-vc,"""lark-vc""",0,0,0,0,0,,false,,,false
feishu-evolver-wrapper,"""feishu-evolver-wrapper""",0,0,0,0,0,,false,,,false
lark-skill-maker,"""lark-skill-maker""",0,0,0,0,0,,false,,,false
browser-use,"""browser-use""",0,1,24,32,7,,false,,,true
lark-workflow-meeting-summary,"""lark-workflow-meeting-summary""",0,0,0,0,0,,false,,,false
agent-phone-call,"""agent-phone-call""",0,0,0,0,0,,false,,,false
lark-workflow-standup-report,"""lark-workflow-standup-report""",0,0,0,0,0,,false,,,false
free-ride,"""free-ride""",0,4,0,191,0,,false,,,true
grilling,"""grilling"" skill",0,0,1,2,25,,false,,,true
mcporter,"""mcporter"" skill",0,0,0,0,2,,false,,,false
lark-okr,"""lark-okr""",0,0,0,0,0,,false,,,false
elite-longterm-memory,"""elite-longterm-memory""",0,0,0,0,0,,false,,,false
lark-markdown,"""lark-markdown""",0,0,0,0,0,,false,,,false
desktop-control,"""desktop-control""",0,0,1,4,0,,false,,,true
teach,"""teach"" skill",0,36,0,79,137,,false,,,true
brave-search,"""brave-search""",0,3,13,20,2,,false,,,true
web-design-guidelines,"""web-design-guidelines""",0,0,0,1,8,,false,,,true
find-skills-skill,"""find-skills-skill""",0,0,0,0,117,,false,,,false
lark-vc-agent,"""lark-vc-agent""",0,0,0,0,0,,false,,,false
stock-analysis,"""stock-analysis""",0,0,270,270,0,,false,,,true
domain-modeling,"""domain-modeling""",0,0,5,6,6,,false,,,true
video-frames,"""video-frames""",0,0,3,9,1,,false,,,true
lark-apps,"""lark-apps""",0,0,0,0,0,,false,,,false
powerpoint-pptx,"""powerpoint-pptx""",0,0,1,1,0,,false,,,true
codebase-design,"""codebase-design""",0,0,1,1,1,,false,,,true
youtube-watcher,"""youtube-watcher""",0,0,0,3,0,,false,,,true
microsoft-foundry,"""microsoft-foundry""",1,1,55,73,0,,false,,,true
slack,"""slack"" skill",0,12,0,1,30,,false,,,true
azure-diagnostics,"""azure-diagnostics""",0,0,0,0,0,,false,,,false
himalaya,"""himalaya"" skill",0,0,0,0,1,,false,,,false
azure-prepare,"""azure-prepare""",0,0,0,0,0,,false,,,false
imap-smtp-email,"""imap-smtp-email""",0,0,0,0,0,,false,,,false
azure-ai,"""azure-ai""",0,1,39,47,5,,false,,,true
news-summary,"""news-summary""",0,0,43,60,0,,false,,,true
azure-deploy,"""azure-deploy""",0,0,0,1,0,,false,,,true
xiucheng-self-improving-agent,"""xiucheng-self-improving-agent""",0,0,0,0,0,,false,,,false
azure-validate,"""azure-validate""",0,0,0,0,0,,false,,,false
markdown-converter,"""markdown-converter""",0,0,11,13,0,,false,,,true
azure-storage,"""azure-storage""",0,0,13,14,0,,false,,,true
pdf,"""pdf"" skill",2,28,1,28,74,,false,,,true
