skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
find-skills,"""find-skills""",0,0,2,3,145,17,false,1,1191,true
self-improving-agent,"""self-improving-agent""",1,1,4,5,1,37,false,2,863,true
grill-me,"""grill-me""",0,1,6,20,25,100,true,5,5817,true
skill-vetter,"""skill-vetter""",0,0,0,0,0,2,false,1,20,false
grill-with-docs,"""grill-with-docs""",0,0,1,1,7,24,false,2,1665,true
self-improving,"""self-improving""",2,6,40,68,3,100,true,5,7152,true
improve-codebase-architecture,"""improve-codebase-architecture""",0,0,2,2,3,6,false,1,18,true
ontology,"""ontology"" skill",0,0,0,0,15,100,true,5,2380,false
frontend-design,"""frontend-design""",0,0,1,34,62,81,false,5,2914,true
github,"""github"" skill",20,195,67,84,751,100,true,5,377,true
tdd,"""tdd"" skill",0,3,1,1,34,100,true,5,7513,true
gog,"""gog"" skill",0,3,0,0,7,9,false,1,15,true
agent-browser,"""agent-browser""",0,1,5,7,28,100,true,5,4131,true
skillscan,"""skillscan"" skill",0,0,0,0,0,0,false,1,0,false
setup-matt-pocock-skills,"""setup-matt-pocock-skills""",0,0,0,0,6,6,false,1,695,false
proactive-agent,"""proactive-agent""",0,1,2,2,0,25,false,2,40,true
handoff,"""handoff"" skill",0,4,1,2,145,100,true,5,2218,true
weather,"""weather"" skill",0,14,5,15,8,100,true,5,1582,true
triage,"""triage"" skill",1,5,2,3,176,100,true,5,1687,true
multi-search-engine,"""multi-search-engine""",0,0,0,0,0,0,false,1,0,false
prototype,"""prototype"" skill",1,10,2,2,30,100,true,5,2056,true
agent-browser-clawdbot,"""agent-browser-clawdbot""",0,0,0,0,0,0,false,1,0,false
anti-ui-slop,"""anti-ui-slop""",0,0,0,0,0,0,false,1,0,false
admapix,"""admapix"" skill",0,0,0,0,0,0,false,1,0,false
vercel-react-best-practices,"""vercel-react-best-practices""",0,0,0,0,3,1,false,1,4,false
humanizer,"""humanizer"" skill",0,0,3,4,25,100,true,5,4649,true
lark-doc,"""lark-doc""",0,0,0,0,2,0,false,1,0,false
nano-pdf,"""nano-pdf""",0,0,0,0,0,0,false,1,0,false
lark-base,"""lark-base""",0,0,0,0,1,0,false,1,0,false
obsidian,"""obsidian"" skill",0,3,1,4,31,100,true,5,1095,true
lark-drive,"""lark-drive""",0,0,0,0,0,0,false,1,0,false
nano-banana-pro,"""nano-banana-pro""",0,1,8,8,1,38,false,2,713,true
lark-approval,"""lark-approval""",0,0,0,0,0,0,false,1,0,false
openclaw-tavily-search,"""openclaw-tavily-search""",0,0,0,0,0,0,false,1,0,false
lark-shared,"""lark-shared""",0,0,0,0,0,0,false,1,0,false
notion,"""notion"" skill",0,7,1,3,10,100,true,5,1223,true
lark-im,"""lark-im""",0,0,0,0,0,1,false,1,2,false
pollyreach,"""pollyreach"" skill",0,0,0,0,0,0,false,1,0,false
lark-calendar,"""lark-calendar""",0,0,0,0,0,0,false,1,0,false
skill-creator,"""skill-creator""",0,0,1,2,109,89,false,5,10908,true
lark-sheets,"""lark-sheets""",0,0,0,0,0,0,false,1,0,false
