skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
find-skills,"""find-skills""",0,0,0,0,154,26,false,2,1514,false
self-improving-agent,"""self-improving-agent""",0,0,1,1,1,41,false,3,1508,true
grill-me,"""grill-me""",1,4,8,13,27,100,true,5,10677,true
skill-vetter,"""skill-vetter""",0,0,0,0,1,0,false,1,0,false
grill-with-docs,"""grill-with-docs""",0,0,0,0,8,16,false,1,418,false
self-improving,"""self-improving""",4,7,89,118,3,100,true,5,3193,true
frontend-design,"""frontend-design""",1,4,3,25,52,76,false,4,11269,true
ontology,"""ontology"" skill",1,1,0,0,10,100,true,5,681,true
improve-codebase-architecture,"""improve-codebase-architecture""",0,0,1,1,1,4,false,1,5,true
github,"""github"" skill",6,186,70,93,781,99,true,5,368,true
tdd,"""tdd"" skill",0,2,0,1,43,99,true,5,2468,true
gog,"""gog"" skill",0,2,0,1,0,15,false,1,66,true
agent-browser,"""agent-browser""",1,2,5,5,23,100,true,5,2983,true
skillscan,"""skillscan"" skill",0,0,0,0,0,1,false,1,0,false
setup-matt-pocock-skills,"""setup-matt-pocock-skills""",0,0,0,0,8,1,false,1,163,false
proactive-agent,"""proactive-agent""",0,0,1,2,0,35,false,2,1229,true
handoff,"""handoff"" skill",1,3,2,6,139,100,true,5,611,true
weather,"""weather"" skill",0,14,0,9,7,100,true,5,4465,true
triage,"""triage"" skill",0,2,3,4,132,100,true,5,841,true
multi-search-engine,"""multi-search-engine""",0,0,0,0,0,1,false,1,20,false
prototype,"""prototype"" skill",0,10,0,3,22,100,true,5,1135,true
agent-browser-clawdbot,"""agent-browser-clawdbot""",0,0,0,0,0,0,false,1,0,false
vercel-react-best-practices,"""vercel-react-best-practices""",0,0,0,0,3,4,false,1,4,false
admapix,"""admapix"" skill",0,0,0,0,0,0,false,1,0,false
lark-doc,"""lark-doc""",0,0,0,0,3,0,false,1,0,false
humanizer,"""humanizer"" skill",0,0,1,1,23,81,false,5,10688,true
lark-base,"""lark-base""",0,0,0,0,0,2,false,1,635,false
nano-pdf,"""nano-pdf""",0,0,0,0,0,0,false,1,0,false
lark-drive,"""lark-drive""",0,0,0,0,1,0,false,1,0,false
obsidian,"""obsidian"" skill",0,12,2,3,21,100,true,5,1113,true
lark-approval,"""lark-approval""",0,0,0,0,0,1,false,2,630,false
nano-banana-pro,"""nano-banana-pro""",0,0,1,1,2,36,false,2,1133,true
lark-shared,"""lark-shared""",0,0,0,0,0,0,false,1,0,false
openclaw-tavily-search,"""openclaw-tavily-search""",0,0,0,0,0,0,false,1,0,false
lark-im,"""lark-im""",0,0,0,0,1,0,false,1,0,false
notion,"""notion"" skill",0,18,1,1,15,100,true,5,1205,true
lark-calendar,"""lark-calendar""",0,0,0,0,1,0,false,1,0,false
pollyreach,"""pollyreach"" skill",0,0,0,0,0,0,false,1,0,false
lark-sheets,"""lark-sheets""",0,0,0,0,1,0,false,1,0,false
skill-creator,"""skill-creator""",0,0,1,3,152,74,false,4,5476,true
