view,rank,source,name,installs,is_official,installs_yesterday,change,weekly_installs
all-time,1,vercel-labs/skills,find-skills,3402189,true,,,107969|101120|96861|93130|100221|103058|102072|101832
all-time,2,mattpocock/skills,grill-me,1141985,false,,,67971|64738|75922|65802|71736|66035|63238|57738
all-time,3,mattpocock/skills,grill-with-docs,974900,false,,,58257|55615|66362|55776|62108|56619|54857|49668
all-time,4,mattpocock/skills,improve-codebase-architecture,930890,false,,,53247|50835|63780|54240|59606|52645|50293|44253
all-time,5,mattpocock/skills,tdd,902906,false,,,52117|49935|63627|52249|57225|51673|49590|44259
all-time,6,anthropics/skills,frontend-design,887256,true,,,24780|26152|25773|24760|26482|26382|24200|22533
all-time,7,vercel-labs/agent-browser,agent-browser,854074,true,,,20921|33671|33224|36656|32899|38886|42640|45317
all-time,8,mattpocock/skills,setup-matt-pocock-skills,833695,false,,,50039|48211|61714|49250|52155|48879|46685|41541
all-time,9,mattpocock/skills,handoff,804596,false,,,51795|48113|58162|48859|53593|49569|48555|44434
all-time,10,mattpocock/skills,triage,786168,false,,,47121|45268|58240|47409|51899|46422|44334|39158
all-time,11,mattpocock/skills,prototype,780681,false,,,48526|47077|60846|48412|52775|48115|45883|41091
all-time,12,vercel-labs/agent-skills,vercel-react-best-practices,713433,true,,,17502|18943|18816|17464|19842|20093|16751|16576
all-time,13,mattpocock/skills,grilling,700221,false,,,55459|53982|69023|57496|64483|59375|57402|53033
all-time,14,open.feishu.cn,lark-doc,693036,false,,,42324|37271|33810|31236|27535|27775|27303|25498
all-time,15,open.feishu.cn,lark-base,692859,false,,,42297|37239|33798|31249|27532|27802|27271|25493
all-time,16,open.feishu.cn,lark-drive,692686,false,,,42305|37238|33779|31172|27520|27877|27275|25485
all-time,17,open.feishu.cn,lark-shared,692296,false,,,42295|37234|33772|31157|27511|27748|27143|25473
all-time,18,open.feishu.cn,lark-approval,692217,false,,,42291|37232|33745|31090|27365|27660|27110|25324
all-time,19,open.feishu.cn,lark-im,692163,false,,,42267|37208|33753|31136|27446|27769|27230|25421
all-time,20,open.feishu.cn,lark-calendar,692055,false,,,42258|37203|33729|31126|27423|27723|27209|25393
all-time,21,open.feishu.cn,lark-sheets,691754,false,,,42248|37202|33736|31121|27391|27718|27221|25388
all-time,22,open.feishu.cn,lark-wiki,691517,false,,,42276|37223|33717|31136|27407|27662|27081|25386
all-time,23,open.feishu.cn,lark-contact,691405,false,,,42247|37196|33713|31057|27362|27617|27017|25286
all-time,24,open.feishu.cn,lark-minutes,691300,false,,,42216|37154|33708|31100|27483|27754|27006|25258
all-time,25,open.feishu.cn,lark-slides,691092,false,,,42218|37157|33681|31074|27421|27677|27058|25352
all-time,26,open.feishu.cn,lark-event,691067,false,,,42220|37168|33712|31052|27358|27602|26993|25270
all-time,27,open.feishu.cn,lark-mail,691056,false,,,42213|37131|33671|31034|27322|27643|27063|25338
all-time,28,open.feishu.cn,lark-task,691037,false,,,42222|37170|33674|31072|27376|27664|27045|25285
all-time,29,open.feishu.cn,lark-whiteboard,691023,false,,,42232|37159|33701|31069|27370|27622|27013|25284
all-time,30,open.feishu.cn,lark-attendance,690918,false,,,42218|37142|33674|31024|27321|27563|26957|25240
all-time,31,open.feishu.cn,lark-openapi-explorer,690861,false,,,42231|37180|33684|31037|27334|27573|26976|25250
all-time,32,open.feishu.cn,lark-vc,690655,false,,,42196|37145|33664|31060|27396|27607|26987|25230
all-time,33,open.feishu.cn,lark-skill-maker,690535,false,,,42200|37151|33673|31012|27309|27567|26942|25227
all-time,34,open.feishu.cn,lark-workflow-meeting-summary,690400,false,,,42216|37127|33631|30994|27299|27609|26979|25222
all-time,35,open.feishu.cn,lark-workflow-standup-report,690244,false,,,42210|37137|33648|31001|27297|27538|26928|25207
all-time,36,open.feishu.cn,lark-okr,671639,false,,,42183|37119|33627|31014|27323|27567|27097|25279
all-time,37,open.feishu.cn,lark-markdown,657000,false,,,42236|37191|33693|31059|27356|27720|27082|25322
all-time,38,mattpocock/skills,teach,653905,false,,,48523|44668|53989|44680|48910|46413|45222|40766
all-time,39,open.feishu.cn,lark-vc-agent,635234,false,,,42186|37116|33626|31027|27320|27591|26972|25223
all-time,40,vercel-labs/agent-skills,web-design-guidelines,634318,true,,,16429|18456|18715|18063|21343|24063|19837|18338
all-time,41,mattpocock/skills,domain-modeling,634159,false,,,51253|49730|60145|52076|57827|52409|50343|46026
all-time,42,mattpocock/skills,codebase-design,614487,false,,,49482|47700|60375|50766|55338|50419|48646|44300
all-time,43,mattpocock/skills,diagnosing-bugs,603000,false,,,48632|46765|59214|49914|54939|49004|47088|42585
all-time,44,open.feishu.cn,lark-apps,601496,false,,,42220|37125|33728|31176|27562|27772|27261|25429
all-time,45,microsoft/azure-skills,microsoft-foundry,590138,true,,,17545|16759|16823|16117|13880|14506|13000|13502
all-time,46,microsoft/azure-skills,azure-diagnostics,581773,true,,,17293|16428|16308|15389|13751|13741|12175|12836
all-time,47,microsoft/azure-skills,azure-prepare,581310,true,,,17273|16404|16114|15245|13731|13726|12152|12960
all-time,48,microsoft/azure-skills,azure-ai,581095,true,,,17111|16417|16165|15011|13462|13635|12153|12842
all-time,49,microsoft/azure-skills,azure-deploy,581031,true,,,17119|16395|16139|15267|13500|13651|12144|12821
all-time,50,microsoft/azure-skills,azure-validate,580479,true,,,17299|16527|16330|15239|13491|13630|12124|12807
all-time,51,microsoft/azure-skills,azure-storage,579935,true,,,17092|16350|16132|14994|13449|13617|12127|12807
all-time,52,microsoft/azure-skills,entra-app-registration,579677,true,,,17252|16403|16119|14985|13440|13622|12123|12813
all-time,53,microsoft/azure-skills,azure-compliance,579463,true,,,17071|16376|16120|14978|13444|13617|12121|12955
all-time,54,microsoft/azure-skills,appinsights-instrumentation,579423,true,,,17111|16383|16130|14987|13426|13612|12124|12809
all-time,55,microsoft/azure-skills,azure-resource-visualizer,579356,true,,,17065|16315|16102|14980|13652|13707|12144|12810
all-time,56,microsoft/azure-skills,azure-resource-lookup,579338,true,,,17142|16362|16117|14989|13433|13615|12119|12808
all-time,57,microsoft/azure-skills,azure-aigateway,579103,true,,,17064|16365|16103|14973|13419|13610|12111|12802
all-time,58,microsoft/azure-skills,azure-kusto,579025,true,,,17067|16353|16100|14974|13424|13610|12109|12801
all-time,59,microsoft/azure-skills,azure-messaging,568742,true,,,17067|16345|16100|14969|13422|13611|12102|12796
all-time,60,mattpocock/skills,ask-matt,558810,false,,,45660|42586|55243|44321|47675|45137|44784|39556
all-time,61,mattpocock/skills,implement,555316,false,,,48810|45430|55168|45552|47229|45948|46038|42131
all-time,62,heygen-com/hyperframes,hyperframes-cli,553307,false,,,39233|42582|28363|38236|35297|32646|36197|46253
all-time,63,mattpocock/skills,code-review,551784,false,,,50915|48107|61595|50927|53156|50671|50175|45993
all-time,64,heygen-com/hyperframes,hyperframes,529222,false,,,37026|39553|27453|34140|31415|32622|29417|44036
all-time,65,remotion-dev/skills,remotion-best-practices,524663,true,,,12908|12943|11512|9965|10367|10505|10488|10236
all-time,66,microsoft/azure-skills,azure-compute,522730,true,,,17210|16370|16074|14941|13402|13584|12087|12772
all-time,67,microsoft/azure-skills,azure-cloud-migrate,512753,true,,,17019|16328|16060|14929|13631|13686|12111|12776
all-time,68,mattpocock/skills,wayfinder,510176,false,,,47900|47117|60412|48729|52979|47738|45905|40683
all-time,69,juliusbrussee/caveman,caveman,508826,false,,,20098|19330|19856|14854|15504|14951|17897|19080
all-time,70,mattpocock/skills,research,504041,false,,,47599|44940|54803|45018|49782|47095|46507|41398
all-time,71,mattpocock/skills,to-spec,503033,false,,,49982|47941|61040|49738|52957|49510|47583|42964
all-time,72,mattpocock/skills,to-tickets,494211,false,,,50166|47726|57752|47951|53136|48625|46658|42170
all-time,73,genmedia-labs/skills,video-edit,493842,false,,,0|0|0|30348|105081|115940|113373|108975
all-time,74,genmedia-labs/skills,ai-music,493247,false,,,0|0|0|30205|104982|115878|113480|108586
all-time,75,genmedia-labs/skills,ai-video-generation,493100,false,,,0|0|0|30425|105307|116056|112626|108587
all-time,76,genmedia-labs/skills,image-to-video,492807,false,,,0|0|0|30420|104976|116166|112407|108844
all-time,77,genmedia-labs/skills,ai-image-generation,492311,false,,,0|0|0|30291|105180|115944|112485|108359
all-time,78,microsoft/azure-skills,azure-rbac,490338,true,,,9640|5611|4296|3111|2600|2149|1807|1554
all-time,79,mattpocock/skills,resolving-merge-conflicts,483777,false,,,44683|41736|50799|42167|46439|44297|43744|39412
all-time,80,heygen-com/hyperframes,hyperframes-registry,481953,false,,,29452|27688|21925|37717|30958|25304|28936|42493
all-time,81,leonxlnx/taste-skill,design-taste-frontend,479319,false,,,21764|22212|26808|24487|26734|30689|26844|24606
all-time,82,open.feishu.cn,lark-note,475074,false,,,42189|37151|33669|31051|27338|27608|26968|25237
all-time,83,flowkit-labs/skills,reddit-automation,461626,false,,,0|0|0|19531|83327|116184|113492|108855
all-time,84,lllllllama/rigorpilot-skills,paper-context-resolver,450885,false,,,25118|11191|32245|50275|41240|72|54|58
all-time,85,lllllllama/rigorpilot-skills,repo-intake-and-plan,450108,false,,,25102|11173|32230|50247|41219|47|40|33
all-time,86,lllllllama/rigorpilot-skills,minimal-run-and-audit,450022,false,,,25092|11172|32229|50250|41213|41|41|32
all-time,87,lllllllama/rigorpilot-skills,env-and-assets-bootstrap,449989,false,,,25092|11166|32229|50245|41208|41|29|26
