skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
find-skills,"""find-skills""",0,0,1,2,121,25,false,2,563,true
self-improving-agent,"""self-improving-agent""",1,1,3,6,2,50,false,3,1040,true
grill-me,"""grill-me""",1,4,1,15,22,100,true,5,7998,true
skill-vetter,"""skill-vetter""",0,0,0,0,1,2,false,1,23,false
frontend-design,"""frontend-design""",0,3,5,18,57,68,false,4,1293,true
self-improving,"""self-improving""",8,11,51,65,4,100,true,5,11541,true
grill-with-docs,"""grill-with-docs""",0,1,0,1,11,27,false,2,607,true
ontology,"""ontology"" skill",0,2,0,0,5,100,true,5,856,true
improve-codebase-architecture,"""improve-codebase-architecture""",0,0,0,1,2,7,false,1,9,true
github,"""github"" skill",0,262,54,61,642,100,true,5,523,true
tdd,"""tdd"" skill",0,3,0,1,25,100,true,5,1120,true
gog,"""gog"" skill",0,0,0,0,1,23,false,2,291,false
agent-browser,"""agent-browser""",1,5,9,11,16,100,true,5,801,true
skillscan,"""skillscan"" skill",0,0,0,0,0,0,false,1,0,false
setup-matt-pocock-skills,"""setup-matt-pocock-skills""",0,0,1,2,8,1,false,1,0,true
proactive-agent,"""proactive-agent""",0,1,0,0,2,30,false,2,497,true
vercel-react-best-practices,"""vercel-react-best-practices""",0,0,0,0,1,2,false,1,559,false
weather,"""weather"" skill",0,15,8,14,7,100,true,5,448,true
handoff,"""handoff"" skill",1,7,1,1,106,100,true,5,1347,true
multi-search-engine,"""multi-search-engine""",0,0,0,0,0,0,false,1,0,false
triage,"""triage"" skill",0,1,0,1,137,100,true,5,3586,true
agent-browser-clawdbot,"""agent-browser-clawdbot""",0,0,0,0,0,0,false,1,0,false
prototype,"""prototype"" skill",0,8,0,2,30,100,true,5,1757,true
admapix,"""admapix"" skill",0,0,0,0,2,0,false,1,0,false
lark-doc,"""lark-doc""",0,0,0,0,3,0,false,1,0,false
humanizer,"""humanizer"" skill",0,1,3,5,19,53,false,3,1231,true
lark-base,"""lark-base""",0,0,0,0,1,0,false,1,0,false
nano-pdf,"""nano-pdf""",0,0,0,0,0,2,false,1,21,false
lark-approval,"""lark-approval""",0,0,0,0,0,0,false,1,0,false
obsidian,"""obsidian"" skill",0,2,0,0,24,100,true,5,983,true
lark-drive,"""lark-drive""",0,0,0,0,0,0,false,1,0,false
nano-banana-pro,"""nano-banana-pro""",0,0,7,13,0,32,false,2,46609,true
lark-shared,"""lark-shared""",0,0,0,0,0,0,false,1,0,false
openclaw-tavily-search,"""openclaw-tavily-search""",0,0,0,0,0,0,false,1,0,false
lark-calendar,"""lark-calendar""",0,0,0,0,0,0,false,1,0,false
notion,"""notion"" skill",0,15,2,4,20,100,true,5,2248,true
lark-im,"""lark-im""",0,0,0,0,2,0,false,1,0,false
pollyreach,"""pollyreach"" skill",0,0,0,0,0,0,false,1,0,false
lark-contact,"""lark-contact""",0,0,0,0,0,1,false,1,10,false
skill-creator,"""skill-creator""",0,0,2,3,119,59,false,3,2762,true
lark-sheets,"""lark-sheets""",0,0,0,0,0,0,false,1,0,false
auto-updater,"""auto-updater""",0,0,2,13,1,3,false,1,36,true
lark-wiki,"""lark-wiki""",0,0,0,0,0,0,false,1,0,false
baidu-search,"""baidu-search""",0,0,1,1,0,2,false,1,15,true
lark-minutes,"""lark-minutes""",0,0,0,0,0,0,false,1,0,false
word-docx,"""word-docx""",0,0,1,2,0,0,false,1,0,true
lark-event,"""lark-event""",0,0,0,0,0,0,false,1,0,false
sonoscli,"""sonoscli"" skill",0,0,0,0,0,0,false,1,0,false
lark-attendance,"""lark-attendance""",0,0,0,0,0,0,false,1,0,false
openai-whisper,"""openai-whisper""",0,1,1,1,0,4,false,1,114,true
lark-whiteboard,"""lark-whiteboard""",0,0,0,0,0,,false,,,false
evolver,"""evolver"" skill",0,0,0,0,0,,false,,,false
lark-openapi-explorer,"""lark-openapi-explorer""",0,0,0,0,0,,false,,,false
api-gateway,"""api-gateway""",1,5,29,47,1,,false,,,true
lark-task,"""lark-task""",0,0,0,0,0,,false,,,false
prismfy-search,"""prismfy-search""",0,0,0,0,0,,false,,,false
lark-mail,"""lark-mail""",0,0,0,0,0,,false,,,false
automation-workflows,"""automation-workflows""",0,0,12,17,1,,false,,,true
