skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
find-skills,"""find-skills""",0,0,0,1,126,22,false,2,1247,true
self-improving-agent,"""self-improving-agent""",0,0,2,2,1,55,false,3,2938,true
grill-me,"""grill-me""",0,3,9,16,15,100,true,5,2649,true
skill-vetter,"""skill-vetter""",0,0,0,0,2,0,false,1,0,false
grill-with-docs,"""grill-with-docs""",0,0,1,4,10,20,false,2,1020,true
self-improving,"""self-improving""",10,23,636,795,8,100,true,5,7369,true
improve-codebase-architecture,"""improve-codebase-architecture""",0,0,0,0,4,3,false,1,22,false
ontology,"""ontology"" skill",0,0,1,1,5,100,true,5,3190,true
tdd,"""tdd"" skill",0,2,0,2,51,100,true,5,4005,true
github,"""github"" skill",14,212,20,67,806,100,true,5,251,true
frontend-design,"""frontend-design""",0,4,1,23,59,58,false,3,3527,true
gog,"""gog"" skill",0,2,0,0,6,16,false,1,18,true
agent-browser,"""agent-browser""",0,1,7,10,34,80,false,5,3302,true
skillscan,"""skillscan"" skill",0,0,0,0,1,0,false,1,0,false
setup-matt-pocock-skills,"""setup-matt-pocock-skills""",0,0,0,0,14,2,false,1,26,false
proactive-agent,"""proactive-agent""",0,0,1,1,2,23,false,2,180,true
handoff,"""handoff"" skill",0,5,2,3,184,100,true,5,158,true
weather,"""weather"" skill",0,21,2,12,9,100,true,5,414,true
triage,"""triage"" skill",1,2,0,1,141,100,true,5,972,true
multi-search-engine,"""multi-search-engine""",0,0,2,2,4,2,false,1,20,true
prototype,"""prototype"" skill",0,11,0,3,34,100,true,5,7279,true
agent-browser-clawdbot,"""agent-browser-clawdbot""",0,0,0,0,0,0,false,1,0,false
vercel-react-best-practices,"""vercel-react-best-practices""",0,0,0,0,2,8,false,1,958,false
admapix,"""admapix"" skill",0,0,0,0,0,0,false,1,0,false
grilling,"""grilling"" skill",0,0,1,2,26,42,false,3,960,true
humanizer,"""humanizer"" skill",0,0,3,3,36,68,false,4,2027,true
lark-doc,"""lark-doc""",0,0,0,0,1,1,false,1,5,false
nano-pdf,"""nano-pdf""",0,0,0,0,0,0,false,1,0,false
lark-base,"""lark-base""",0,0,0,0,0,0,false,1,0,false
obsidian,"""obsidian"" skill",0,5,1,2,28,100,true,5,1177,true
lark-drive,"""lark-drive""",0,0,0,0,0,0,false,1,0,false
nano-banana-pro,"""nano-banana-pro""",0,0,10,14,0,28,false,2,1201,true
lark-shared,"""lark-shared""",0,0,0,0,0,0,false,1,0,false
openclaw-tavily-search,"""openclaw-tavily-search""",0,0,0,0,0,0,false,1,0,false
lark-approval,"""lark-approval""",0,0,0,0,0,0,false,1,0,false
notion,"""notion"" skill",0,22,0,6,19,100,true,5,998,true
lark-im,"""lark-im""",0,0,0,0,0,0,false,1,0,false
pollyreach,"""pollyreach"" skill",0,0,0,0,0,0,false,1,0,false
lark-calendar,"""lark-calendar""",0,0,0,0,0,0,false,1,0,false
skill-creator,"""skill-creator""",0,0,0,1,78,78,false,4,4213,true
lark-sheets,"""lark-sheets""",0,0,0,0,0,0,false,1,0,false
auto-updater,"""auto-updater""",0,0,0,9,1,2,false,1,0,true
lark-wiki,"""lark-wiki""",0,0,0,0,0,0,false,1,0,false
baidu-search,"""baidu-search""",0,0,0,0,0,1,false,1,2,false
lark-contact,"""lark-contact""",0,0,0,0,0,0,false,1,0,false
word-docx,"""word-docx""",0,0,1,1,0,0,false,1,0,true
lark-minutes,"""lark-minutes""",0,0,0,0,0,1,false,1,0,false
sonoscli,"""sonoscli"" skill",0,0,0,0,0,0,false,1,0,false
lark-slides,"""lark-slides""",0,0,0,0,0,0,false,1,0,false
evolver,"""evolver"" skill",0,0,0,0,3,4,false,1,220,false
lark-event,"""lark-event""",0,0,0,0,0,,false,,,false
openai-whisper,"""openai-whisper""",0,0,2,6,0,,false,,,true
lark-mail,"""lark-mail""",0,0,0,0,0,,false,,,false
api-gateway,"""api-gateway""",0,5,33,68,1,,false,,,true
lark-task,"""lark-task""",0,0,0,0,0,,false,,,false
prismfy-search,"""prismfy-search""",0,0,0,0,0,,false,,,false
lark-whiteboard,"""lark-whiteboard""",0,0,0,0,0,,false,,,false
automation-workflows,"""automation-workflows""",0,1,32,38,1,,false,,,true
lark-attendance,"""lark-attendance""",0,0,0,0,0,,false,,,false
excel-xlsx,"""excel-xlsx""",0,0,2,3,0,,false,,,true
lark-openapi-explorer,"""lark-openapi-explorer""",0,0,0,0,0,,false,,,false
feishu-evolver-wrapper,"""feishu-evolver-wrapper""",0,0,0,0,0,,false,,,false
lark-vc,"""lark-vc""",0,0,0,0,0,,false,,,false
browser-use,"""browser-use""",1,7,13,15,1,,false,,,true
lark-skill-maker,"""lark-skill-maker""",0,0,0,0,0,,false,,,false
agent-phone-call,"""agent-phone-call""",0,0,0,0,0,,false,,,false
lark-workflow-meeting-summary,"""lark-workflow-meeting-summary""",0,0,0,0,0,,false,,,false
free-ride,"""free-ride""",0,4,0,144,0,,false,,,true
