skill_key,tweet_url,created_at,lang,favorites,retweets
find-skills,https://x.com/i/status/2092415401749512245,2026-08-26T00:54:41.000Z,en,0,0
find-skills,https://x.com/i/status/2092236466026062089,2026-08-25T13:03:40.000Z,zxx,14,1
find-skills,https://x.com/i/status/2092228979172188321,2026-08-25T12:33:55.000Z,en,0,0
find-skills,https://x.com/i/status/2092213428689522840,2026-08-25T11:32:07.000Z,en,3,2
find-skills,https://x.com/i/status/2092194373329174914,2026-08-25T10:16:24.000Z,zxx,80,16
find-skills,https://x.com/i/status/2092155291681136954,2026-08-25T07:41:06.000Z,en,41,24
find-skills,https://x.com/i/status/2092074463416455666,2026-08-25T02:19:55.000Z,en,33,12
find-skills,https://x.com/i/status/2092024237792153631,2026-08-24T23:00:20.000Z,en,8,7
find-skills,https://x.com/i/status/2091917271052767262,2026-08-24T15:55:18.000Z,en,27,1
find-skills,https://x.com/i/status/2091868583878172710,2026-08-24T12:41:50.000Z,en,55,30
find-skills,https://x.com/i/status/2091813101465379105,2026-08-24T09:01:22.000Z,en,0,0
find-skills,https://x.com/i/status/2091805251712258418,2026-08-24T08:30:10.000Z,en,0,0
find-skills,https://x.com/i/status/2091779929687875991,2026-08-24T06:49:33.000Z,en,643,44
find-skills,https://x.com/i/status/2091207358412128523,2026-08-22T16:54:21.000Z,ar,214,6
find-skills,https://x.com/i/status/2091194923529744557,2026-08-22T16:04:56.000Z,en,31,4
find-skills,https://x.com/i/status/2091179630958907580,2026-08-22T15:04:10.000Z,es,316,78
find-skills,https://x.com/i/status/2091094262037500401,2026-08-22T09:24:57.000Z,en,85,16
find-skills,https://x.com/i/status/2090988029737361563,2026-08-22T02:22:49.000Z,zxx,2,0
find-skills,https://x.com/i/status/2090851702433861989,2026-08-21T17:21:06.000Z,es,345,34
find-skills,https://x.com/i/status/2090838255637766603,2026-08-21T16:27:40.000Z,es,258,41
find-skills,https://x.com/i/status/2090643771025510841,2026-08-21T03:34:51.000Z,ja,2,1
find-skills,https://x.com/i/status/2090583786241323298,2026-08-20T23:36:30.000Z,en,12,0
find-skills,https://x.com/i/status/2090416109229109532,2026-08-20T12:30:13.000Z,ja,1,0
find-skills,https://x.com/i/status/2090348130223165542,2026-08-20T08:00:05.000Z,ja,13,0
find-skills,https://x.com/i/status/2090106859440980135,2026-08-19T16:01:22.000Z,en,0,0
find-skills,https://x.com/i/status/2090030599146971278,2026-08-19T10:58:20.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2092340181177335986,2026-08-25T19:55:47.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2092319298811544019,2026-08-25T18:32:48.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2092284353368019014,2026-08-25T16:13:57.000Z,en,15,3
self-improving-agent,https://x.com/i/status/2092265777034347004,2026-08-25T15:00:08.000Z,en,31,0
self-improving-agent,https://x.com/i/status/2092235569413644658,2026-08-25T13:00:06.000Z,en,17,0
self-improving-agent,https://x.com/i/status/2092233766349775210,2026-08-25T12:52:56.000Z,en,55,20
self-improving-agent,https://x.com/i/status/2092178688674795940,2026-08-25T09:14:04.000Z,en,27,3
self-improving-agent,https://x.com/i/status/2092076999745614077,2026-08-25T02:30:00.000Z,en,18,8
self-improving-agent,https://x.com/i/status/2092032702937477379,2026-08-24T23:33:59.000Z,en,6,1
self-improving-agent,https://x.com/i/status/2092028697574293774,2026-08-24T23:18:04.000Z,en,1,0
self-improving-agent,https://x.com/i/status/2091992218232140280,2026-08-24T20:53:06.000Z,zxx,10,3
self-improving-agent,https://x.com/i/status/2091915697282568346,2026-08-24T15:49:02.000Z,en,82,14
self-improving-agent,https://x.com/i/status/2091907294179054066,2026-08-24T15:15:39.000Z,en,85,6
self-improving-agent,https://x.com/i/status/2091821187701883195,2026-08-24T09:33:29.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2091815496479920387,2026-08-24T09:10:53.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2091728192856015130,2026-08-24T03:23:58.000Z,en,1,0
self-improving-agent,https://x.com/i/status/2091683634403328046,2026-08-24T00:26:54.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2091671663431565490,2026-08-23T23:39:20.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2091598410004807810,2026-08-23T18:48:15.000Z,en,4,0
self-improving-agent,https://x.com/i/status/2091573735375454343,2026-08-23T17:10:12.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2091541283286233261,2026-08-23T15:01:15.000Z,en,2,0
self-improving-agent,https://x.com/i/status/2091536268236615815,2026-08-23T14:41:19.000Z,zxx,12,1
self-improving-agent,https://x.com/i/status/2091520454993354984,2026-08-23T13:38:29.000Z,en,16,0
self-improving-agent,https://x.com/i/status/2091505476454281264,2026-08-23T12:38:58.000Z,en,56,8
self-improving-agent,https://x.com/i/status/2091377641274429782,2026-08-23T04:11:00.000Z,zh,106,20
self-improving-agent,https://x.com/i/status/2091208971193286942,2026-08-22T17:00:46.000Z,en,21,0
self-improving-agent,https://x.com/i/status/2091193681764045000,2026-08-22T16:00:00.000Z,en,219,40
self-improving-agent,https://x.com/i/status/2091165517398647134,2026-08-22T14:08:05.000Z,en,11,1
self-improving-agent,https://x.com/i/status/2091141238724465024,2026-08-22T12:31:37.000Z,en,1,0
self-improving-agent,https://x.com/i/status/2090996958114582728,2026-08-22T02:58:18.000Z,zxx,3,1
self-improving-agent,https://x.com/i/status/2090876686296584280,2026-08-21T19:00:23.000Z,en,1,0
self-improving-agent,https://x.com/i/status/2090829631616397505,2026-08-21T15:53:24.000Z,en,7,0
self-improving-agent,https://x.com/i/status/2090807586555822176,2026-08-21T14:25:48.000Z,zxx,0,0
self-improving-agent,https://x.com/i/status/2090786842668925372,2026-08-21T13:03:22.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2090771648710656044,2026-08-21T12:03:00.000Z,en,2,0
self-improving-agent,https://x.com/i/status/2090687144176034134,2026-08-21T06:27:12.000Z,en,3,0
self-improving-agent,https://x.com/i/status/2090683515377709187,2026-08-21T06:12:47.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2090646227272745079,2026-08-21T03:44:37.000Z,en,1,0
self-improving-agent,https://x.com/i/status/2090610058086289812,2026-08-21T01:20:54.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2090591780874195095,2026-08-21T00:08:16.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2090506793151848551,2026-08-20T18:30:33.000Z,zh,1,0
self-improving-agent,https://x.com/i/status/2090486563998228495,2026-08-20T17:10:10.000Z,en,1,0
self-improving-agent,https://x.com/i/status/2090457639180451982,2026-08-20T15:15:14.000Z,en,1,0
self-improving-agent,https://x.com/i/status/2090440313257009281,2026-08-20T14:06:23.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2090426213030416844,2026-08-20T13:10:22.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2090425201473520042,2026-08-20T13:06:20.000Z,en,4,3
self-improving-agent,https://x.com/i/status/2090403556511658058,2026-08-20T11:40:20.000Z,en,3,1
self-improving-agent,https://x.com/i/status/2090330140291334400,2026-08-20T06:48:36.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2090326455716581433,2026-08-20T06:33:58.000Z,zh,2,0
self-improving-agent,https://x.com/i/status/2090315506301689920,2026-08-20T05:50:27.000Z,en,7,0
self-improving-agent,https://x.com/i/status/2090248297214525569,2026-08-20T01:23:23.000Z,zxx,649,116
self-improving-agent,https://x.com/i/status/2090219772860612821,2026-08-19T23:30:02.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2090164135174574532,2026-08-19T19:48:57.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2090160569466921370,2026-08-19T19:34:47.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2090118820870443289,2026-08-19T16:48:54.000Z,en,9,2
self-improving-agent,https://x.com/i/status/2090106331604853152,2026-08-19T15:59:16.000Z,en,4,0
self-improving-agent,https://x.com/i/status/2090068295097647308,2026-08-19T13:28:07.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2090066780840731007,2026-08-19T13:22:06.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2090010627431628988,2026-08-19T09:38:58.000Z,en,0,0
grill-me,https://x.com/i/status/2092445863436026273,2026-08-26T02:55:44.000Z,en,0,0
grill-me,https://x.com/i/status/2092403949181505916,2026-08-26T00:09:11.000Z,en,62,2
grill-me,https://x.com/i/status/2092396582272729557,2026-08-25T23:39:54.000Z,ja,0,0
grill-me,https://x.com/i/status/2092354654281888005,2026-08-25T20:53:18.000Z,en,0,0
grill-me,https://x.com/i/status/2092339777836306788,2026-08-25T19:54:11.000Z,ja,0,0
grill-me,https://x.com/i/status/2092319346957730177,2026-08-25T18:33:00.000Z,en,1,0
grill-me,https://x.com/i/status/2092317378801488127,2026-08-25T18:25:11.000Z,en,1,0
grill-me,https://x.com/i/status/2092301743623163922,2026-08-25T17:23:03.000Z,es,234,16
grill-me,https://x.com/i/status/2092296333352652927,2026-08-25T17:01:33.000Z,en,2,0
grill-me,https://x.com/i/status/2092245356872429910,2026-08-25T13:38:59.000Z,en,12,3
grill-me,https://x.com/i/status/2092225683401691643,2026-08-25T12:20:49.000Z,en,0,0
grill-me,https://x.com/i/status/2092213475317842104,2026-08-25T11:32:18.000Z,en,0,0
grill-me,https://x.com/i/status/2092213473396887719,2026-08-25T11:32:18.000Z,en,1,0
grill-me,https://x.com/i/status/2092213398494752842,2026-08-25T11:32:00.000Z,zh,9,1
grill-me,https://x.com/i/status/2092186196902625513,2026-08-25T09:43:54.000Z,zh,0,0
grill-me,https://x.com/i/status/2092179135204573585,2026-08-25T09:15:51.000Z,ja,4,0
grill-me,https://x.com/i/status/2092164743305789573,2026-08-25T08:18:40.000Z,en,0,0
grill-me,https://x.com/i/status/2092155925599805872,2026-08-25T07:43:37.000Z,in,5,2
