id,title,version,featured,publisher,trust
@alipay/alipay-aipay,支付宝 AI 付接入,1.6.9,false,alipay,official
@alipay/alipay-authenticate-wallet,alipay-authenticate-wallet,1.0.11-beta.1,false,alipay,official
@alipay/alipay-payment-skill,alipay-payment-skill,0.0.1,false,alipay,official
@ant-intl/antom-integration,antom-integration,1.0.0,false,ant-intl,official
@ant-intl/skill-alipayplus-ai-integration,skill-alipayplus-integration,1.0.1,false,ant-intl,official
@antgroup/zeecu-device-skill,zeecu-device-skill,1.0.2,false,antgroup,official
@apify/apify-competitor-intelligence,Apify Competitor Intelligence,1.0.1,false,apify,official
@apify/apify-lead-generation,Apify Lead Generation,1.0.1,false,apify,official
@apify/apify-ultimate-scraper,Apify Ultimate Scraper,1.0.1,false,apify,official
@aws/agents-build,agents-build,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/agents-connect,agents-connect,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/agents-debug,agents-debug,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/agents-deploy,agents-deploy,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/agents-get-started,agents-get-started,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/agents-harden,agents-harden,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/agents-optimize,agents-optimize,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/amazon-aurora-mysql,amazon-aurora-mysql,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/amazon-aurora-postgresql,amazon-aurora-postgresql,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/amazon-bedrock,amazon-bedrock,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/amazon-documentdb,amazon-documentdb,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/amazon-dynamodb,amazon-dynamodb,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/amazon-elasticache,amazon-elasticache,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/amazon-keyspaces,amazon-keyspaces,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/amazon-opensearch-service,amazon-opensearch-service,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/analyzing-release-readiness,analyzing-release-readiness,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/arc-region-switch,arc-region-switch,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aurora-dsql,aurora-dsql,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-amplify,aws-amplify,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-billing-and-cost-management,aws-billing-and-cost-management,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-blocks,aws-blocks,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-cdk,aws-cdk,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-cleanrooms,aws-cleanrooms,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-cloudformation,aws-cloudformation,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-compute,aws-compute,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-containers,aws-containers,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-database,aws-database,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-deployment,aws-deployment,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-iam,aws-iam,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-lambda-durable-functions,aws-lambda-durable-functions,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-lambda-managed-instances,aws-lambda-managed-instances,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-lambda-microvms,aws-lambda-microvms,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-messaging-and-streaming,aws-messaging-and-streaming,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-network-monitoring,aws-network-monitoring,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-networking,aws-networking,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-observability,aws-observability,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-resilience-lifecycle,aws-resilience-lifecycle,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-sdk-js-v3-usage,aws-sdk-js-v3-usage,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-sdk-python-usage,aws-sdk-python-usage,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-sdk-swift-usage,aws-sdk-swift-usage,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-secrets-manager,aws-secrets-manager,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-serverless,aws-serverless,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/aws-transform,aws-transform,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/chatting-with-aws-devops-agent,chatting-with-aws-devops-agent,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/cloudfront,cloudfront,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/configuring-vpc-endpoints-for-private-aws-service-access,configuring-vpc-endpoints-for-private-aws-service-access,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/connecting-lambda-to-api-gateway,connecting-lambda-to-api-gateway,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/connecting-lambda-to-dynamodb,connecting-lambda-to-dynamodb,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/connecting-to-data-source,connecting-to-data-source,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/connecting-vpcs-with-peering,connecting-vpcs-with-peering,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/coordinating-multi-space-devops-agent,coordinating-multi-space-devops-agent,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
@aws/creating-amazon-aurora-db-cluster-with-instances,creating-amazon-aurora-db-cluster-with-instances,b4416dddac9b6a0cc5412136e6dbf8f07ffdb31c,false,aws,official
