skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
find-skills,"""find-skills""",2,7,1,1,107,20,false,2,1712,true
self-improving-agent,"""self-improving-agent""",1,1,5,5,5,47,false,3,1619,true
grill-me,"""grill-me""",5,5,3,14,21,100,true,5,3778,true
skill-vetter,"""skill-vetter""",0,0,0,0,0,1,false,1,8,false
grill-with-docs,"""grill-with-docs""",0,0,2,2,7,28,false,2,231,true
self-improving,"""self-improving""",4,18,282,543,9,100,true,5,2550,true
improve-codebase-architecture,"""improve-codebase-architecture""",0,0,1,1,1,7,false,1,36,true
ontology,"""ontology"" skill",0,0,0,0,8,100,true,5,3875,false
tdd,"""tdd"" skill",3,4,1,3,52,100,true,5,7511,true
github,"""github"" skill",0,201,37,92,760,100,true,5,325,true
frontend-design,"""frontend-design""",0,0,38,67,71,72,false,4,1447,true
gog,"""gog"" skill",0,5,0,0,9,10,false,1,17,true
agent-browser,"""agent-browser""",0,1,6,7,28,80,false,5,3345,true
skillscan,"""skillscan"" skill",0,0,0,0,1,0,false,1,0,false
setup-matt-pocock-skills,"""setup-matt-pocock-skills""",0,0,0,0,7,6,false,1,308,false
proactive-agent,"""proactive-agent""",0,0,1,1,4,29,false,2,232,true
handoff,"""handoff"" skill",0,4,0,1,160,100,true,5,537,true
weather,"""weather"" skill",5,26,1,12,6,100,true,5,602,true
triage,"""triage"" skill",1,4,3,5,152,100,true,5,646,true
multi-search-engine,"""multi-search-engine""",0,0,0,0,0,0,false,1,0,false
prototype,"""prototype"" skill",0,9,0,2,37,100,true,5,3671,true
agent-browser-clawdbot,"""agent-browser-clawdbot""",0,0,0,0,0,0,false,1,0,false
vercel-react-best-practices,"""vercel-react-best-practices""",0,0,0,0,4,2,false,1,7,false
admapix,"""admapix"" skill",0,0,0,0,0,0,false,1,0,false
lark-doc,"""lark-doc""",0,0,0,0,2,0,false,1,0,false
humanizer,"""humanizer"" skill",0,2,6,7,35,97,false,5,5943,true
lark-base,"""lark-base""",0,0,0,0,1,1,false,1,9,false
nano-pdf,"""nano-pdf""",0,0,0,0,0,0,false,1,0,false
lark-drive,"""lark-drive""",0,0,0,0,0,0,false,1,0,false
obsidian,"""obsidian"" skill",0,2,1,2,28,100,true,5,2239,true
lark-approval,"""lark-approval""",0,0,0,0,0,0,false,1,0,false
nano-banana-pro,"""nano-banana-pro""",0,1,5,7,0,28,false,2,244,true
lark-shared,"""lark-shared""",0,0,0,1,1,0,false,1,0,true
openclaw-tavily-search,"""openclaw-tavily-search""",0,0,0,0,0,0,false,1,0,false
lark-im,"""lark-im""",0,0,0,0,0,0,false,1,0,false
notion,"""notion"" skill",0,16,0,1,18,100,true,5,3122,true
lark-calendar,"""lark-calendar""",0,0,0,0,0,0,false,1,0,false
pollyreach,"""pollyreach"" skill",0,0,0,0,0,0,false,1,0,false
lark-sheets,"""lark-sheets""",0,0,0,0,0,0,false,1,0,false
skill-creator,"""skill-creator""",0,1,0,1,108,66,false,4,10203,true
lark-wiki,"""lark-wiki""",0,0,0,0,0,0,false,1,0,false
auto-updater,"""auto-updater""",0,0,4,17,0,2,false,1,262,true
lark-contact,"""lark-contact""",0,0,0,0,0,0,false,1,0,false
baidu-search,"""baidu-search""",0,0,0,0,0,0,false,1,0,false
lark-minutes,"""lark-minutes""",0,0,0,0,0,1,false,1,0,false
word-docx,"""word-docx""",0,0,1,1,0,2,false,1,1,true
lark-event,"""lark-event""",0,0,0,0,0,0,false,1,0,false
