rank,skill,platform,vendor,source_skillssh,slug_clawhub,url,match,description,description_zh,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,wis,popularity,momentum,buzz,maintenance,trust,coverage,anomaly
1,find-skills,skills.sh,vercel-labs,vercel-labs/skills,,https://www.skills.sh/vercel-labs/skills/find-skills,single,,,3349264,,,79.9,1,0.992,0.827,,0.7,C,
2,agent-browser,skills.sh,vercel-labs,vercel-labs/agent-browser,,https://www.skills.sh/vercel-labs/agent-browser/agent-browser,single,,,828694,,,77.3,0.995,0.963,0.726,,0.7,C,
3,frontend-design,skills.sh,anthropics,anthropics/skills,,https://www.skills.sh/anthropics/skills/frontend-design,single,,,875153,,,74.8,0.996,0.812,0.711,,0.7,C,
4,grill-me,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/grill-me,single,,,1113807,,,71.5,0.999,0.98,0.915,,0.2,C,
5,microsoft-foundry,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/microsoft-foundry,single,,,583309,,,68.6,0.966,0.807,0.453,,0.7,C,
6,azure-ai,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-ai,single,,,574692,,,67.9,0.962,0.797,0.431,,0.7,C,
7,vercel-react-best-practices,skills.sh,vercel-labs,vercel-labs/agent-skills,,https://www.skills.sh/vercel-labs/agent-skills/vercel-react-best-practices,single,,,704435,,,66.9,0.991,0.738,0.38,,0.7,C,
8,azure-compliance,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-compliance,single,,,572999,,,65.3,0.958,0.803,,,0.7,C,
9,grill-with-docs,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/grill-with-docs,single,,,950156,,,65.1,0.998,0.965,0.608,,0.2,C,
10,azure-storage,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-storage,single,,,573548,,,65.1,0.96,0.787,,,0.7,C,
11,entra-app-registration,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/entra-app-registration,single,,,573288,,,65.1,0.959,0.79,,,0.7,C,
12,appinsights-instrumentation,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/appinsights-instrumentation,single,,,573030,,,65,0.958,0.78,,,0.7,C,
13,azure-resource-visualizer,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-resource-visualizer,single,,,572970,,,65,0.957,0.785,,,0.7,C,
14,azure-resource-lookup,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-resource-lookup,single,,,572950,,,65,0.956,0.788,,,0.7,C,
15,azure-aigateway,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-aigateway,single,,,572720,,,64.8,0.955,0.777,,,0.7,C,
16,azure-kusto,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-kusto,single,,,572643,,,64.8,0.954,0.778,,,0.7,C,
17,azure-messaging,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-messaging,single,,,562364,,,64.7,0.954,0.775,,,0.7,C,
18,azure-compute,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-compute,single,,,516363,,,64.6,0.949,0.773,,,0.7,C,
19,azure-cloud-migrate,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-cloud-migrate,single,,,506388,,,64.5,0.948,0.772,,,0.7,C,
20,web-design-guidelines,skills.sh,vercel-labs,vercel-labs/agent-skills,,https://www.skills.sh/vercel-labs/agent-skills/web-design-guidelines,single,,,624285,,,64.4,0.969,0.743,0.281,,0.7,C,
21,skill-creator,skills.sh,anthropics,anthropics/skills,,https://www.skills.sh/anthropics/skills/skill-creator,single,,,378034,,,64.4,0.896,0.477,0.593,,0.7,C,
22,azure-quotas,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-quotas,single,,,442529,,,64.1,0.935,0.768,,,0.7,C,
23,azure-upgrade,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-upgrade,single,,,434645,,,63.7,0.923,0.765,,,0.7,C,
24,azure-enterprise-infra-planner,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-enterprise-infra-planner,single,,,409171,,,63.2,0.905,0.77,,,0.7,C,
25,self-improving,clawhub,,,self-improving,https://clawhub.ai/ivangdavila/skills/self-improving,upstream,"Self-reflection + Self-criticism + Self-learning + Self-organizing memory. Agent evaluates its own work, catches mistakes, and improves permanently. Use when...",自我反思+自我批评+自我学习+自组织记忆。智能体评估自身工作、发现错误并持续改进。,,209107,399578,63.2,0.995,,0.929,0.417,0.2,B,
26,improve-codebase-architecture,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/improve-codebase-architecture,single,,,909009,,,63.1,0.997,0.948,0.522,,0.2,C,
27,azure-kubernetes,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-kubernetes,single,,,402027,,,63,0.903,0.763,,,0.7,C,
28,azure-cost,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-cost,single,,,377255,,,62.8,0.895,0.767,,,0.7,C,
29,remotion-best-practices,skills.sh,remotion-dev,remotion-dev/skills,,https://www.skills.sh/remotion-dev/skills/remotion-best-practices,single,,,519223,,,62.3,0.95,0.622,,,0.7,C,
30,handoff,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/handoff,single,,,782285,,,62,0.993,0.953,0.471,,0.2,C,
31,setup-matt-pocock-skills,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/setup-matt-pocock-skills,single,,,813174,,,61.8,0.994,0.937,0.473,,0.2,C,
32,azure-prepare,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-prepare,single,,,574847,,,61.8,0.963,0.802,0.12,,0.7,C,
33,airunway-aks-setup,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/airunway-aks-setup,single,,,321149,,,61.8,0.862,0.76,,,0.7,C,
34,prisma-client-api,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-client-api,single,,,275875,,,61.8,0.843,0.798,,,0.7,C,
35,tdd,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/tdd,single,,,880951,,,61.7,0.996,0.952,0.451,,0.2,C,
36,azure-diagnostics,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-diagnostics,single,,,575378,,,61.7,0.964,0.792,0.12,,0.7,C,
37,prisma-database-setup,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-database-setup,single,,,276327,,,61.7,0.844,0.793,,,0.7,C,
38,prisma-cli,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-cli,single,,,273597,,,61.7,0.843,0.795,,,0.7,C,
39,entra-agent-id,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/entra-agent-id,single,,,295281,,,61.6,0.854,0.762,,,0.7,C,
40,triage,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/triage,single,,,766824,,,61.5,0.992,0.925,0.469,,0.2,C,
41,azure-deploy,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-deploy,single,,,574641,,,61.5,0.962,0.782,0.12,,0.7,C,
42,azure-validate,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-validate,single,,,574094,,,61.5,0.961,0.783,0.12,,0.7,C,
