rank,skill,platform,vendor,source_skillssh,slug_clawhub,url,match,description,description_zh,installs_skillssh,trending_rank_skillssh,weekly_recent,weekly_prev,growth_pct,data_source
1,ai-image-generation,skills.sh,101-skills,101-skills/superpowers,,https://www.skills.sh/101-skills/superpowers/ai-image-generation,single,,,251645,1,63881,13165,,skills.sh-trending
2,ai-avatar-video,skills.sh,101-skills,101-skills/superpowers,,https://www.skills.sh/101-skills/superpowers/ai-avatar-video,single,,,251485,2,63412,13376,,skills.sh-trending
3,ai-video-generation,skills.sh,101-skills,101-skills/superpowers,,https://www.skills.sh/101-skills/superpowers/ai-video-generation,single,,,252083,3,64317,13241,,skills.sh-trending
4,twitter-automation,skills.sh,101-skills,101-skills/superpowers,,https://www.skills.sh/101-skills/superpowers/twitter-automation,single,,,251793,4,63653,13446,,skills.sh-trending
5,ai-video-generation,skills.sh,qu-skills,qu-skills/superpowers,,https://www.skills.sh/qu-skills/superpowers/ai-video-generation,single,,,120265,5,30726,6040,,skills.sh-trending
6,ai-image-generation,skills.sh,qu-skills,qu-skills/superpowers,,https://www.skills.sh/qu-skills/superpowers/ai-image-generation,single,,,120264,6,30674,6104,,skills.sh-trending
7,ai-avatar-video,skills.sh,qu-skills,qu-skills/superpowers,,https://www.skills.sh/qu-skills/superpowers/ai-avatar-video,single,,,120820,7,31275,5892,,skills.sh-trending
8,twitter-automation,skills.sh,qu-skills,qu-skills/superpowers,,https://www.skills.sh/qu-skills/superpowers/twitter-automation,single,,,120455,8,30950,6108,,skills.sh-trending
9,design-mobile-apps,skills.sh,designed-by-ai,designed-by-ai/skills,,https://www.skills.sh/designed-by-ai/skills/design-mobile-apps,single,,,313688,9,140177,53048,,skills.sh-trending
10,seedance-2-5-reference-to-video,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/seedance-2-5-reference-to-video,single,,,236007,10,108509,30726,,skills.sh-trending
11,ai-video-generation,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/ai-video-generation,single,,,569689,11,108587,112626,-3.6,skills.sh-trending
12,image-to-video,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/image-to-video,single,,,569295,12,108844,112407,-3.2,skills.sh-trending
13,ai-music,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/ai-music,single,,,569878,13,108586,113480,-4.3,skills.sh-trending
14,ai-image-generation,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/ai-image-generation,single,,,568905,14,108359,112485,-3.7,skills.sh-trending
15,reddit-automation,skills.sh,flowkit-labs,flowkit-labs/skills,,https://www.skills.sh/flowkit-labs/skills/reddit-automation,single,,,538302,15,108855,113492,-4.1,skills.sh-trending
16,seedance-2-5-image-to-video,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/seedance-2-5-image-to-video,single,,,236302,16,108725,30815,,skills.sh-trending
17,wan-3-0-prime-reference-to-video,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/wan-3-0-prime-reference-to-video,single,,,236474,17,108717,31009,,skills.sh-trending
18,video-edit,skills.sh,genmedia-labs,genmedia-labs/skills,,https://www.skills.sh/genmedia-labs/skills/video-edit,single,,,570534,18,108975,113373,-3.9,skills.sh-trending
19,hyperframes-core,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-core,single,,,491634,19,47634,29574,61.1,skills.sh-trending
20,hyperframes-cli,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-cli,single,,,614970,20,46253,36197,27.8,skills.sh-trending
21,hyperframes-animation,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-animation,single,,,477579,21,41901,26896,55.8,skills.sh-trending
22,hyperframes,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes,single,,,585170,22,44036,29417,49.7,skills.sh-trending
23,google-agents-cli-eval,skills.sh,google,google/agents-cli,,https://www.skills.sh/google/agents-cli/google-agents-cli-eval,single,,,275602,23,57873,42966,34.7,skills.sh-trending
24,google-agents-cli-adk-code,skills.sh,google,google/agents-cli,,https://www.skills.sh/google/agents-cli/google-agents-cli-adk-code,single,,,276010,24,57896,42985,34.7,skills.sh-trending
25,google-agents-cli-observability,skills.sh,google,google/agents-cli,,https://www.skills.sh/google/agents-cli/google-agents-cli-observability,single,,,275519,25,57876,42960,34.7,skills.sh-trending
26,google-agents-cli-scaffold,skills.sh,google,google/agents-cli,,https://www.skills.sh/google/agents-cli/google-agents-cli-scaffold,single,,,275543,26,57890,42966,34.7,skills.sh-trending
27,google-agents-cli-workflow,skills.sh,google,google/agents-cli,,https://www.skills.sh/google/agents-cli/google-agents-cli-workflow,single,,,275631,27,57887,42955,34.8,skills.sh-trending
28,google-agents-cli-deploy,skills.sh,google,google/agents-cli,,https://www.skills.sh/google/agents-cli/google-agents-cli-deploy,single,,,275547,28,57889,42963,34.7,skills.sh-trending
29,google-agents-cli-publish,skills.sh,google,google/agents-cli,,https://www.skills.sh/google/agents-cli/google-agents-cli-publish,single,,,275379,29,57869,42952,34.7,skills.sh-trending
