skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
find-skills,"""find-skills""",0,0,0,1,120,25,false,2,1149,true
self-improving-agent,"""self-improving-agent""",0,0,2,2,1,51,false,3,2176,true
grill-me,"""grill-me""",0,3,8,15,16,100,true,5,3464,true
skill-vetter,"""skill-vetter""",0,0,0,0,3,0,false,1,0,false
grill-with-docs,"""grill-with-docs""",0,0,1,3,10,17,false,1,1080,true
self-improving,"""self-improving""",10,19,249,457,7,100,true,5,4129,true
improve-codebase-architecture,"""improve-codebase-architecture""",0,0,0,0,4,3,false,1,22,false
ontology,"""ontology"" skill",0,1,1,1,7,40,false,3,323,true
tdd,"""tdd"" skill",0,2,0,2,42,100,true,5,3676,true
github,"""github"" skill",37,220,25,74,782,100,true,5,245,true
frontend-design,"""frontend-design""",0,5,3,12,60,20,false,2,553,true
gog,"""gog"" skill",0,0,0,1,5,16,false,1,21,true
agent-browser,"""agent-browser""",0,1,7,10,35,100,true,5,3667,true
skillscan,"""skillscan"" skill",0,0,0,0,3,0,false,1,0,false
setup-matt-pocock-skills,"""setup-matt-pocock-skills""",0,0,0,0,13,1,false,1,26,false
proactive-agent,"""proactive-agent""",0,0,1,1,1,29,false,2,546,true
handoff,"""handoff"" skill",0,4,2,3,198,100,true,5,309,true
weather,"""weather"" skill",1,18,2,12,13,100,true,5,2722,true
triage,"""triage"" skill",0,1,0,0,129,100,true,5,753,true
multi-search-engine,"""multi-search-engine""",0,0,2,2,5,2,false,1,20,true
prototype,"""prototype"" skill",0,11,0,3,36,100,true,5,5674,true
agent-browser-clawdbot,"""agent-browser-clawdbot""",0,0,0,0,0,0,false,1,0,false
vercel-react-best-practices,"""vercel-react-best-practices""",0,0,0,0,2,8,false,1,1021,false
admapix,"""admapix"" skill",0,0,0,0,0,0,false,1,0,false
grilling,"""grilling"" skill",0,0,1,2,28,29,false,2,46,true
humanizer,"""humanizer"" skill",0,1,2,2,38,60,false,4,1458,true
lark-doc,"""lark-doc""",0,0,0,0,1,1,false,1,5,false
nano-pdf,"""nano-pdf""",0,0,0,0,0,0,false,1,0,false
lark-base,"""lark-base""",0,0,0,0,0,0,false,1,0,false
obsidian,"""obsidian"" skill",0,7,1,2,27,100,true,5,771,true
lark-drive,"""lark-drive""",0,0,0,0,0,0,false,1,0,false
nano-banana-pro,"""nano-banana-pro""",0,0,10,13,3,28,false,2,2248,true
lark-shared,"""lark-shared""",0,0,0,0,0,0,false,1,0,false
openclaw-tavily-search,"""openclaw-tavily-search""",0,0,0,0,0,0,false,1,0,false
lark-approval,"""lark-approval""",0,0,0,0,0,0,false,1,0,false
notion,"""notion"" skill",0,18,0,5,25,100,true,5,1058,true
lark-im,"""lark-im""",0,0,0,0,0,0,false,1,0,false
pollyreach,"""pollyreach"" skill",0,0,0,0,0,0,false,1,0,false
lark-calendar,"""lark-calendar""",0,0,0,0,0,0,false,1,0,false
skill-creator,"""skill-creator""",0,0,0,1,91,78,false,4,4053,true
lark-sheets,"""lark-sheets""",0,0,0,0,0,0,false,1,0,false
auto-updater,"""auto-updater""",0,0,3,10,1,2,false,1,0,true
lark-wiki,"""lark-wiki""",0,0,0,0,0,0,false,1,0,false
