skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
find-skills,"""find-skills""",0,0,2,3,147,21,false,2,1357,true
self-improving-agent,"""self-improving-agent""",1,1,4,5,1,33,false,2,835,true
grill-me,"""grill-me""",0,1,5,18,24,100,true,5,4953,true
skill-vetter,"""skill-vetter""",0,0,0,0,0,2,false,1,20,false
grill-with-docs,"""grill-with-docs""",0,0,1,1,8,18,false,1,1589,true
self-improving,"""self-improving""",5,9,64,103,3,100,true,5,3673,true
improve-codebase-architecture,"""improve-codebase-architecture""",0,0,2,2,3,7,false,1,18,true
ontology,"""ontology"" skill",0,0,0,0,11,100,true,5,1608,false
frontend-design,"""frontend-design""",0,1,6,24,61,72,false,4,2530,true
github,"""github"" skill",0,200,63,93,754,100,true,5,660,true
tdd,"""tdd"" skill",0,5,1,1,33,100,true,5,3747,true
gog,"""gog"" skill",0,3,0,0,3,8,false,1,13,true
agent-browser,"""agent-browser""",0,1,4,5,26,100,true,5,3545,true
skillscan,"""skillscan"" skill",0,0,0,0,0,1,false,1,0,false
setup-matt-pocock-skills,"""setup-matt-pocock-skills""",0,0,0,0,5,5,false,1,552,false
proactive-agent,"""proactive-agent""",0,1,0,1,0,27,false,2,106,true
handoff,"""handoff"" skill",0,4,1,3,149,100,true,5,1298,true
weather,"""weather"" skill",0,14,0,16,7,100,true,5,2912,true
triage,"""triage"" skill",1,3,1,1,166,100,true,5,2890,true
multi-search-engine,"""multi-search-engine""",0,0,0,0,0,0,false,1,0,false
prototype,"""prototype"" skill",1,9,2,2,28,100,true,5,7133,true
agent-browser-clawdbot,"""agent-browser-clawdbot""",0,0,0,0,0,0,false,1,0,false
vercel-react-best-practices,"""vercel-react-best-practices""",0,0,0,0,5,1,false,1,4,false
admapix,"""admapix"" skill",0,0,0,0,0,0,false,1,0,false
anti-ui-slop,"""anti-ui-slop""",0,0,0,0,0,0,false,1,0,false
humanizer,"""humanizer"" skill",0,0,4,4,23,95,false,5,6877,true
lark-doc,"""lark-doc""",0,0,0,0,2,0,false,1,0,false
nano-pdf,"""nano-pdf""",0,0,0,0,0,0,false,1,0,false
lark-base,"""lark-base""",0,0,0,0,1,0,false,1,0,false
obsidian,"""obsidian"" skill",0,4,1,4,25,100,true,5,3009,true
lark-drive,"""lark-drive""",0,0,0,0,0,0,false,1,0,false
nano-banana-pro,"""nano-banana-pro""",0,1,8,8,3,40,false,3,784,true
lark-approval,"""lark-approval""",0,0,0,0,0,0,false,1,0,false
openclaw-tavily-search,"""openclaw-tavily-search""",0,0,0,0,0,0,false,1,0,false
lark-shared,"""lark-shared""",0,0,0,0,0,0,false,1,0,false
notion,"""notion"" skill",0,8,1,3,5,100,true,5,2029,true
lark-im,"""lark-im""",0,0,0,0,0,1,false,1,2,false
pollyreach,"""pollyreach"" skill",0,0,0,0,0,0,false,1,0,false
lark-calendar,"""lark-calendar""",0,0,0,0,0,0,false,1,0,false
skill-creator,"""skill-creator""",0,0,1,2,136,83,false,5,8019,true
lark-sheets,"""lark-sheets""",0,0,0,0,0,0,false,1,0,false
auto-updater,"""auto-updater""",0,0,0,14,1,2,false,1,2,true
lark-contact,"""lark-contact""",0,0,0,0,0,0,false,1,0,false
baidu-search,"""baidu-search""",0,0,0,0,0,0,false,1,0,false
