rank,platform,vendor,skills_count,tracked_skills,total_installs_or_downloads,featured_skill
1,skills.sh,microsoft,582,582,7098914,
2,skills.sh,vercel-labs,252,252,3192306,
3,skills.sh,github,406,406,2002106,
4,skills.sh,anthropics,605,605,1942411,
5,skills.sh,firebase,55,55,685617,
6,skills.sh,firecrawl,286,286,482310,
7,skills.sh,remotion-dev,19,19,305359,
8,skills.sh,flutter,88,88,286211,
9,skills.sh,expo,18,18,283306,
10,skills.sh,google-labs-code,30,30,260911,
11,skills.sh,supabase,17,17,250512,
12,skills.sh,better-auth,13,13,133782,
13,skills.sh,aws,99,99,113497,
14,skills.sh,vercel,131,131,112416,
15,skills.sh,langchain-ai,86,86,94506,
16,skills.sh,cloudflare,138,138,93513,
17,skills.sh,tavily-ai,20,20,93049,
18,skills.sh,getsentry,302,302,88331,
19,skills.sh,clerk,31,31,82192,
20,skills.sh,browser-use,11,11,79585,
21,skills.sh,openai,278,278,73064,
22,skills.sh,shopify,37,37,70113,
23,skills.sh,parallel-web,16,16,67261,
24,skills.sh,apify,38,38,54042,
25,skills.sh,prisma,95,95,40464,
26,skills.sh,callstackincubator,21,21,39322,
27,skills.sh,rivet-dev,11,11,37606,
28,skills.sh,neondatabase,22,22,37005,
29,skills.sh,google-gemini,29,29,35404,
30,skills.sh,mcp-use,6,6,30083,
31,skills.sh,resend,13,13,28119,
32,skills.sh,apollographql,15,15,24832,
33,skills.sh,hashicorp,74,74,24470,
34,skills.sh,figma,25,25,23396,
35,skills.sh,launchdarkly,68,68,22672,
36,skills.sh,coinbase,29,29,22509,
37,skills.sh,mongodb,9,9,21712,
38,skills.sh,mastra-ai,19,19,21356,
39,skills.sh,elevenlabs,12,12,20074,
40,skills.sh,wordpress,18,18,20034,
41,clawhub,steipete,60,45,2231235,
42,clawhub,mvanhorn,11,3,25825,
43,clawhub,heygen-com,22,1,9882,
44,clawhub,sdk-team,254,1,8094,
45,skillhub-cn,腾讯科技（深圳）有限公司,115,115,1167483,tencent-docs
46,skillhub-cn,精英量界（武汉）工程管理有限公司,32,32,828505,bid-proposal-compliance-assistant
47,skillhub-cn,零一裂变（深圳）科技有限公司,28,28,488440,lingyi-wx-video-decomposer-plus
48,skillhub-cn,世舶科技（武汉）有限公司,13,13,420392,sbkj-ztb
49,skillhub-cn,乐萱同行科技（深圳）有限公司,69,69,384818,ai-audiobook-narration
50,skillhub-cn,上海智雨千泽科技有限公司,315,315,160981,corporate-legal
51,skillhub-cn,成都智创未来教育管理合伙企业（有限合伙）,26,26,116402,multi-search-engine
52,skillhub-cn,上海劳希科技有限公司,15,15,87268,fanqiexiaoshuoxiezuo
53,skillhub-cn,昆仑增长（深圳）技术有限公司,36,36,31316,excel
54,skillhub-cn,湖南天创数智科技有限公司,3,3,23719,qingxi-skill-01
55,skillhub-cn,北京达维时代科技有限公司,6,6,20382,qimaoxiaoshuoxiezuo
56,skillhub-cn,北京百炼智能科技有限公司,10,10,18862,biaoshu-bailian
57,skillhub-cn,红狐数据,31,31,18697,douyin-account-diagnosis-redfox
58,skillhub-cn,莆田市星华智联科技有限公司,14,14,14452,ixhlink-skills-image-explain
59,skillhub-cn,万得信息技术股份有限公司,21,21,13151,alice-financial-copilot
60,skillhub-cn,上海锋库网络科技有限公司,33,33,12839,qc-tools
61,skillhub-cn,中国银河证券股份有限公司,4,4,8223,ad-api
62,skillhub-cn,北京赛柏蓝科技有限公司,19,19,7657,msl-academic-speech-coach-and-evaluation-system
63,skillhub-cn,北京中网易企秀科技有限公司,11,11,7635,poster-assistant
64,skillhub-cn,上海鸣应,1,1,6615,equal-data-skill
65,skillhub-cn,国泰海通证券股份有限公司,6,6,6412,lingxi-financialsearch-skill
66,skillhub-cn,山东抖易网络科技有限公司,9,9,6296,comment-ops-master
67,skillhub-cn,四川效享网络科技有限公司,11,11,5406,bidding-doc-domain
68,skillhub-cn,浙江同花顺网络科技有限公司,1,1,4864,hithink-finance
69,skillhub-cn,北京生数科技股份有限公司,8,8,4318,vidu-anime-production-2
70,skillhub-cn,上海汇付支付有限公司,1,1,3956,huifu-pay-integration
71,skillhub-cn,惠州顺视智能科技有限公司,2,2,3673,cad-design-and-drafting
72,skillhub-cn,北京航峰汇智科技有限公司,5,5,3637,hf-novel-to-drama-script
73,skillhub-cn,广发证券股份有限公司,8,8,3520,gfstockf10
74,skillhub-cn,国信证券股份有限公司,6,6,3363,guosen-stock-market-query
