skill_key,tweet_url,created_at,lang,favorites,retweets
find-skills,https://x.com/i/status/2089313340934042042,2026-08-17T11:28:12.000Z,en,1,0
find-skills,https://x.com/i/status/2089222778092499442,2026-08-17T05:28:20.000Z,ja,0,0
find-skills,https://x.com/i/status/2089214638605144288,2026-08-17T04:56:00.000Z,ja,15,1
find-skills,https://x.com/i/status/2089118787064721487,2026-08-16T22:35:07.000Z,ar,0,0
find-skills,https://x.com/i/status/2089031155228029427,2026-08-16T16:46:54.000Z,en,0,0
find-skills,https://x.com/i/status/2089020381919056211,2026-08-16T16:04:05.000Z,en,1,1
find-skills,https://x.com/i/status/2088998059779006715,2026-08-16T14:35:23.000Z,ja,4,0
find-skills,https://x.com/i/status/2088879655851786574,2026-08-16T06:44:54.000Z,zh,9,4
find-skills,https://x.com/i/status/2088844046940909892,2026-08-16T04:23:24.000Z,zh,0,0
find-skills,https://x.com/i/status/2088755129629770180,2026-08-15T22:30:04.000Z,ja,10,2
find-skills,https://x.com/i/status/2088682429993087356,2026-08-15T17:41:11.000Z,en,142,16
find-skills,https://x.com/i/status/2088676671033352402,2026-08-15T17:18:18.000Z,en,25,1
find-skills,https://x.com/i/status/2088388947810365786,2026-08-14T22:15:00.000Z,en,61,3
find-skills,https://x.com/i/status/2088331111445225680,2026-08-14T18:25:10.000Z,en,0,0
find-skills,https://x.com/i/status/2088166172940444114,2026-08-14T07:29:46.000Z,ja,2,0
find-skills,https://x.com/i/status/2088166113523777597,2026-08-14T07:29:32.000Z,zxx,1,0
find-skills,https://x.com/i/status/2088150879270785403,2026-08-14T06:29:00.000Z,en,192,27
find-skills,https://x.com/i/status/2088094389616980439,2026-08-14T02:44:32.000Z,en,4,0
find-skills,https://x.com/i/status/2087968725249233358,2026-08-13T18:25:11.000Z,zxx,85,10
find-skills,https://x.com/i/status/2087887334175859094,2026-08-13T13:01:46.000Z,es,182,8
find-skills,https://x.com/i/status/2087885508361793954,2026-08-13T12:54:30.000Z,en,0,0
find-skills,https://x.com/i/status/2087701929333821763,2026-08-13T00:45:02.000Z,en,0,0
find-skills,https://x.com/i/status/2087701925902926244,2026-08-13T00:45:01.000Z,en,0,0
find-skills,https://x.com/i/status/2087684513929351364,2026-08-12T23:35:50.000Z,pt,0,0
find-skills,https://x.com/i/status/2087539761942548904,2026-08-12T14:00:38.000Z,en,1,0
find-skills,https://x.com/i/status/2087416466148602053,2026-08-12T05:50:42.000Z,en,1,0
find-skills,https://x.com/i/status/2087375693801837054,2026-08-12T03:08:41.000Z,en,4,0
find-skills,https://x.com/i/status/2087282926413336908,2026-08-11T21:00:04.000Z,ja,0,0
find-skills,https://x.com/i/status/2087282924769153317,2026-08-11T21:00:03.000Z,ja,4,1
find-skills,https://x.com/i/status/2087209444622901365,2026-08-11T16:08:04.000Z,und,0,0
