view,rank,source,name,installs,is_official,installs_yesterday,change,weekly_installs
all-time,1,vercel-labs/skills,find-skills,3386334,true,,,107969|101120|96861|93130|100221|103058|102072|101832
all-time,2,mattpocock/skills,grill-me,1133324,false,,,67971|64738|75922|65802|71736|66035|63238|57738
all-time,3,mattpocock/skills,grill-with-docs,967302,false,,,58257|55615|66362|55776|62108|56619|54857|49668
all-time,4,mattpocock/skills,improve-codebase-architecture,924256,false,,,53247|50835|63780|54240|59606|52645|50293|44253
all-time,5,mattpocock/skills,tdd,896202,false,,,52117|49935|63627|52249|57225|51673|49590|44259
all-time,6,anthropics/skills,frontend-design,883803,true,,,24780|26152|25773|24760|26482|26382|24200|22533
all-time,7,vercel-labs/agent-browser,agent-browser,845675,true,,,20921|33671|33224|36656|32899|38886|42640|45317
all-time,8,mattpocock/skills,setup-matt-pocock-skills,827548,false,,,50039|48211|61714|49250|52155|48879|46685|41541
all-time,9,mattpocock/skills,handoff,797852,false,,,51795|48113|58162|48859|53593|49569|48555|44434
all-time,10,mattpocock/skills,triage,780286,false,,,47121|45268|58240|47409|51899|46422|44334|39158
all-time,11,mattpocock/skills,prototype,774381,false,,,48526|47077|60846|48412|52775|48115|45883|41091
all-time,12,vercel-labs/agent-skills,vercel-react-best-practices,710243,true,,,17502|18943|18816|17464|19842|20093|16751|16576
all-time,13,mattpocock/skills,grilling,692112,false,,,55459|53982|69023|57496|64483|59375|57402|53033
all-time,14,open.feishu.cn,lark-doc,688929,false,,,42324|37271|33810|31236|27535|27775|27303|25498
all-time,15,open.feishu.cn,lark-base,688773,false,,,42297|37239|33798|31249|27532|27802|27271|25493
all-time,16,open.feishu.cn,lark-drive,688593,false,,,42305|37238|33779|31172|27520|27877|27275|25485
all-time,17,open.feishu.cn,lark-shared,688195,false,,,42295|37234|33772|31157|27511|27748|27143|25473
all-time,18,open.feishu.cn,lark-approval,688144,false,,,42291|37232|33745|31090|27365|27660|27110|25324
all-time,19,open.feishu.cn,lark-im,688082,false,,,42267|37208|33753|31136|27446|27769|27230|25421
all-time,20,open.feishu.cn,lark-calendar,687983,false,,,42258|37203|33729|31126|27423|27723|27209|25393
all-time,21,open.feishu.cn,lark-sheets,687676,false,,,42248|37202|33736|31121|27391|27718|27221|25388
all-time,22,open.feishu.cn,lark-wiki,687435,false,,,42276|37223|33717|31136|27407|27662|27081|25386
all-time,23,open.feishu.cn,lark-contact,687345,false,,,42247|37196|33713|31057|27362|27617|27017|25286
all-time,24,open.feishu.cn,lark-minutes,687246,false,,,42216|37154|33708|31100|27483|27754|27006|25258
all-time,25,open.feishu.cn,lark-slides,687019,false,,,42218|37157|33681|31074|27421|27677|27058|25352
all-time,26,open.feishu.cn,lark-event,687009,false,,,42220|37168|33712|31052|27358|27602|26993|25270
all-time,27,open.feishu.cn,lark-mail,686988,false,,,42213|37131|33671|31034|27322|27643|27063|25338
all-time,28,open.feishu.cn,lark-task,686980,false,,,42222|37170|33674|31072|27376|27664|27045|25285
all-time,29,open.feishu.cn,lark-whiteboard,686960,false,,,42232|37159|33701|31069|27370|27622|27013|25284
all-time,30,open.feishu.cn,lark-attendance,686866,false,,,42218|37142|33674|31024|27321|27563|26957|25240
all-time,31,open.feishu.cn,lark-openapi-explorer,686806,false,,,42231|37180|33684|31037|27334|27573|26976|25250
all-time,32,open.feishu.cn,lark-vc,686601,false,,,42196|37145|33664|31060|27396|27607|26987|25230
all-time,33,open.feishu.cn,lark-skill-maker,686479,false,,,42200|37151|33673|31012|27309|27567|26942|25227
all-time,34,open.feishu.cn,lark-workflow-meeting-summary,686346,false,,,42216|37127|33631|30994|27299|27609|26979|25222
all-time,35,open.feishu.cn,lark-workflow-standup-report,686193,false,,,42210|37137|33648|31001|27297|27538|26928|25207
all-time,36,open.feishu.cn,lark-okr,667582,false,,,42183|37119|33627|31014|27323|27567|27097|25279
all-time,37,open.feishu.cn,lark-markdown,652942,false,,,42236|37191|33693|31059|27356|27720|27082|25322
all-time,38,mattpocock/skills,teach,647850,false,,,48523|44668|53989|44680|48910|46413|45222|40766
all-time,39,open.feishu.cn,lark-vc-agent,631185,false,,,42186|37116|33626|31027|27320|27591|26972|25223
all-time,40,vercel-labs/agent-skills,web-design-guidelines,631105,true,,,16429|18456|18715|18063|21343|24063|19837|18338
all-time,41,mattpocock/skills,domain-modeling,627082,false,,,51253|49730|60145|52076|57827|52409|50343|46026
all-time,42,mattpocock/skills,codebase-design,607840,false,,,49482|47700|60375|50766|55338|50419|48646|44300
all-time,43,open.feishu.cn,lark-apps,597420,false,,,42220|37125|33728|31176|27562|27772|27261|25429
all-time,44,mattpocock/skills,diagnosing-bugs,596564,false,,,48632|46765|59214|49914|54939|49004|47088|42585
all-time,45,microsoft/azure-skills,microsoft-foundry,587554,true,,,17545|16759|16823|16117|13880|14506|13000|13502
all-time,46,microsoft/azure-skills,azure-diagnostics,579368,true,,,17293|16428|16308|15389|13751|13741|12175|12836
all-time,47,microsoft/azure-skills,azure-prepare,578887,true,,,17273|16404|16114|15245|13731|13726|12152|12960
all-time,48,microsoft/azure-skills,azure-ai,578682,true,,,17111|16417|16165|15011|13462|13635|12153|12842
all-time,49,microsoft/azure-skills,azure-deploy,578628,true,,,17119|16395|16139|15267|13500|13651|12144|12821
all-time,50,microsoft/azure-skills,azure-validate,578079,true,,,17299|16527|16330|15239|13491|13630|12124|12807
all-time,51,microsoft/azure-skills,azure-storage,577531,true,,,17092|16350|16132|14994|13449|13617|12127|12807
all-time,52,microsoft/azure-skills,entra-app-registration,577274,true,,,17252|16403|16119|14985|13440|13622|12123|12813
all-time,53,microsoft/azure-skills,azure-compliance,577041,true,,,17071|16376|16120|14978|13444|13617|12121|12955
all-time,54,microsoft/azure-skills,appinsights-instrumentation,577017,true,,,17111|16383|16130|14987|13426|13612|12124|12809
all-time,55,microsoft/azure-skills,azure-resource-visualizer,576954,true,,,17065|16315|16102|14980|13652|13707|12144|12810
all-time,56,microsoft/azure-skills,azure-resource-lookup,576932,true,,,17142|16362|16117|14989|13433|13615|12119|12808
all-time,57,microsoft/azure-skills,azure-aigateway,576703,true,,,17064|16365|16103|14973|13419|13610|12111|12802
all-time,58,microsoft/azure-skills,azure-kusto,576625,true,,,17067|16353|16100|14974|13424|13610|12109|12801
all-time,59,microsoft/azure-skills,azure-messaging,566344,true,,,17067|16345|16100|14969|13422|13611|12102|12796
all-time,60,mattpocock/skills,ask-matt,553021,false,,,45660|42586|55243|44321|47675|45137|44784|39556
all-time,61,mattpocock/skills,implement,549043,false,,,48810|45430|55168|45552|47229|45948|46038|42131
all-time,62,mattpocock/skills,code-review,544941,false,,,50915|48107|61595|50927|53156|50671|50175|45993
all-time,63,heygen-com/hyperframes,hyperframes-cli,543028,false,,,39233|42582|28363|38236|35297|32646|36197|46253
all-time,64,remotion-dev/skills,remotion-best-practices,523226,true,,,12908|12943|11512|9965|10367|10505|10488|10236
all-time,65,microsoft/azure-skills,azure-compute,520334,true,,,17210|16370|16074|14941|13402|13584|12087|12772
