skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
find-skills,"""find-skills""",0,0,1,2,137,18,false,1,1559,true
self-improving-agent,"""self-improving-agent""",0,0,1,1,2,38,false,2,1593,true
grill-me,"""grill-me""",1,3,5,10,23,100,true,5,11935,true
skill-vetter,"""skill-vetter""",0,0,0,0,1,0,false,1,0,false
grill-with-docs,"""grill-with-docs""",0,0,0,0,6,18,false,1,598,false
self-improving,"""self-improving""",4,7,86,132,5,100,true,5,6741,true
improve-codebase-architecture,"""improve-codebase-architecture""",0,0,1,1,3,3,false,1,10,true
ontology,"""ontology"" skill",0,1,0,0,9,100,true,5,1279,true
frontend-design,"""frontend-design""",0,3,1,20,45,68,false,4,2344,true
github,"""github"" skill",0,200,18,91,725,100,true,5,408,true
tdd,"""tdd"" skill",0,4,0,1,43,99,true,5,4886,true
gog,"""gog"" skill",0,2,0,0,0,10,false,1,26,true
agent-browser,"""agent-browser""",1,2,5,6,22,100,true,5,1724,true
skillscan,"""skillscan"" skill",0,0,0,0,0,1,false,1,0,false
setup-matt-pocock-skills,"""setup-matt-pocock-skills""",0,0,0,0,6,3,false,1,291,false
proactive-agent,"""proactive-agent""",0,1,2,2,0,35,false,2,1058,true
handoff,"""handoff"" skill",0,3,1,4,137,100,true,5,863,true
weather,"""weather"" skill",0,12,0,13,10,100,true,5,1068,true
triage,"""triage"" skill",1,4,1,2,156,100,true,5,1938,true
multi-search-engine,"""multi-search-engine""",0,0,0,0,0,1,false,1,20,false
prototype,"""prototype"" skill",0,7,2,4,25,100,true,5,1347,true
agent-browser-clawdbot,"""agent-browser-clawdbot""",0,0,0,0,0,0,false,1,0,false
vercel-react-best-practices,"""vercel-react-best-practices""",0,0,0,0,3,3,false,1,4,false
admapix,"""admapix"" skill",0,0,0,0,0,0,false,1,0,false
lark-doc,"""lark-doc""",0,0,0,0,3,0,false,1,0,false
humanizer,"""humanizer"" skill",0,0,2,2,25,93,false,5,10886,true
lark-base,"""lark-base""",0,0,0,0,0,1,false,1,5,false
nano-pdf,"""nano-pdf""",0,0,0,0,0,0,false,1,0,false
lark-drive,"""lark-drive""",0,0,0,0,1,0,false,1,0,false
obsidian,"""obsidian"" skill",0,12,2,6,21,100,true,5,1471,true
lark-approval,"""lark-approval""",0,0,0,0,0,0,false,1,0,false
nano-banana-pro,"""nano-banana-pro""",0,0,4,6,2,47,false,3,1101,true
lark-shared,"""lark-shared""",0,0,0,0,0,0,false,1,0,false
openclaw-tavily-search,"""openclaw-tavily-search""",0,0,0,0,0,0,false,1,0,false
lark-im,"""lark-im""",0,0,0,0,1,1,false,1,2,false
notion,"""notion"" skill",0,13,1,3,13,100,true,5,2351,true
lark-calendar,"""lark-calendar""",0,0,0,0,1,0,false,1,0,false
pollyreach,"""pollyreach"" skill",0,0,0,0,0,0,false,1,0,false
lark-sheets,"""lark-sheets""",0,0,0,0,1,0,false,1,0,false
skill-creator,"""skill-creator""",0,0,1,2,149,65,false,4,5840,true
lark-contact,"""lark-contact""",0,0,0,0,0,0,false,1,0,false
auto-updater,"""auto-updater""",0,0,3,13,1,1,false,1,0,true
lark-wiki,"""lark-wiki""",0,0,0,0,0,1,false,1,21,false
baidu-search,"""baidu-search""",0,0,0,0,0,0,false,1,0,false
lark-minutes,"""lark-minutes""",0,0,0,0,0,0,false,1,0,false
word-docx,"""word-docx""",0,0,1,2,1,3,false,1,4,true
lark-event,"""lark-event""",0,0,0,0,0,1,false,1,2,false
sonoscli,"""sonoscli"" skill",0,0,0,0,0,0,false,1,0,false
lark-task,"""lark-task""",0,0,0,0,0,0,false,1,0,false
openai-whisper,"""openai-whisper""",0,1,1,2,0,3,false,1,29,true
lark-whiteboard,"""lark-whiteboard""",0,0,0,0,0,,false,,,false
evolver,"""evolver"" skill",0,0,0,0,0,,false,,,false
lark-attendance,"""lark-attendance""",0,0,0,0,0,,false,,,false
api-gateway,"""api-gateway""",0,6,23,50,2,,false,,,true
lark-slides,"""lark-slides""",0,0,0,0,0,,false,,,false
prismfy-search,"""prismfy-search""",0,0,0,0,0,,false,,,false
lark-mail,"""lark-mail""",0,0,0,0,0,,false,,,false
automation-workflows,"""automation-workflows""",0,0,13,18,1,,false,,,true
lark-openapi-explorer,"""lark-openapi-explorer""",0,0,0,0,0,,false,,,false
excel-xlsx,"""excel-xlsx""",0,0,0,0,0,,false,,,false
lark-vc,"""lark-vc""",0,0,0,0,0,,false,,,false
feishu-evolver-wrapper,"""feishu-evolver-wrapper""",0,0,0,0,0,,false,,,false
lark-skill-maker,"""lark-skill-maker""",0,0,0,0,0,,false,,,false
browser-use,"""browser-use""",2,7,17,26,8,,false,,,true
lark-workflow-meeting-summary,"""lark-workflow-meeting-summary""",0,0,0,0,0,,false,,,false
agent-phone-call,"""agent-phone-call""",0,0,0,0,0,,false,,,false
lark-workflow-standup-report,"""lark-workflow-standup-report""",0,0,0,0,0,,false,,,false
free-ride,"""free-ride""",0,5,0,205,0,,false,,,true
lark-okr,"""lark-okr""",0,0,0,0,0,,false,,,false
mcporter,"""mcporter"" skill",0,0,0,0,0,,false,,,false
anti-ui-slop,"""anti-ui-slop""",0,0,0,0,0,,false,,,false
elite-longterm-memory,"""elite-longterm-memory""",0,0,0,0,0,,false,,,false
lark-markdown,"""lark-markdown""",0,0,0,0,0,,false,,,false
desktop-control,"""desktop-control""",0,0,3,8,1,,false,,,true
grilling,"""grilling"" skill",0,0,1,1,20,,false,,,true
brave-search,"""brave-search""",0,0,93,116,0,,false,,,true
web-design-guidelines,"""web-design-guidelines""",0,0,0,0,8,,false,,,false
find-skills-skill,"""find-skills-skill""",0,0,0,0,137,,false,,,false
lark-vc-agent,"""lark-vc-agent""",0,0,0,0,0,,false,,,false
stock-analysis,"""stock-analysis""",0,0,326,340,0,,false,,,true
teach,"""teach"" skill",4,23,13,53,160,,false,,,true
video-frames,"""video-frames""",0,1,12,18,2,,false,,,true
microsoft-foundry,"""microsoft-foundry""",0,0,51,65,0,,false,,,true
youtube-watcher,"""youtube-watcher""",0,0,0,2,0,,false,,,true
azure-diagnostics,"""azure-diagnostics""",0,0,0,0,0,,false,,,false
powerpoint-pptx,"""powerpoint-pptx""",0,0,0,0,0,,false,,,false
azure-prepare,"""azure-prepare""",0,0,0,0,0,,false,,,false
slack,"""slack"" skill",1,14,0,3,17,,false,,,true
azure-ai,"""azure-ai""",0,2,33,48,2,,false,,,true
himalaya,"""himalaya"" skill",0,0,0,0,2,,false,,,false
azure-deploy,"""azure-deploy""",0,0,0,0,0,,false,,,false
imap-smtp-email,"""imap-smtp-email""",0,0,0,0,0,,false,,,false
azure-validate,"""azure-validate""",0,0,0,0,0,,false,,,false
news-summary,"""news-summary""",0,1,40,59,0,,false,,,true
azure-storage,"""azure-storage""",0,1,4,10,1,,false,,,true
xiucheng-self-improving-agent,"""xiucheng-self-improving-agent""",0,0,0,0,0,,false,,,false
entra-app-registration,"""entra-app-registration""",0,0,0,0,0,,false,,,false
markdown-converter,"""markdown-converter""",1,1,1,2,0,,false,,,true
appinsights-instrumentation,"""appinsights-instrumentation""",0,0,0,0,0,,false,,,false
pdf,"""pdf"" skill",0,16,1,23,42,,false,,,true
