skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
find-skills,"""find-skills""",0,0,1,1,160,26,false,2,2620,true
self-improving-agent,"""self-improving-agent""",0,0,1,1,1,47,false,3,1964,true
grill-me,"""grill-me""",1,4,12,19,26,100,true,5,8853,true
skill-vetter,"""skill-vetter""",0,0,0,0,1,0,false,1,0,false
grill-with-docs,"""grill-with-docs""",0,0,0,0,9,15,false,1,380,false
self-improving,"""self-improving""",2,6,51,79,4,100,true,5,4115,true
frontend-design,"""frontend-design""",1,3,5,36,53,79,false,4,11241,true
ontology,"""ontology"" skill",1,1,0,0,8,100,true,5,1509,true
improve-codebase-architecture,"""improve-codebase-architecture""",0,0,0,0,3,6,false,1,13,false
github,"""github"" skill",11,172,62,81,766,100,true,5,567,true
tdd,"""tdd"" skill",0,0,0,1,46,99,true,5,2953,true
gog,"""gog"" skill",0,2,0,1,0,14,false,1,62,true
agent-browser,"""agent-browser""",1,1,6,6,24,100,true,5,2615,true
skillscan,"""skillscan"" skill",0,0,0,0,1,0,false,1,0,false
setup-matt-pocock-skills,"""setup-matt-pocock-skills""",0,0,0,0,12,1,false,1,160,false
proactive-agent,"""proactive-agent""",0,0,1,2,0,30,false,2,1138,true
handoff,"""handoff"" skill",1,3,1,3,210,100,true,5,873,true
weather,"""weather"" skill",0,14,0,8,9,100,true,5,1201,true
triage,"""triage"" skill",0,2,4,5,142,100,true,5,2306,true
multi-search-engine,"""multi-search-engine""",0,0,0,0,0,1,false,1,20,false
prototype,"""prototype"" skill",0,14,0,4,40,100,true,5,7259,true
agent-browser-clawdbot,"""agent-browser-clawdbot""",0,0,0,0,0,0,false,1,0,false
vercel-react-best-practices,"""vercel-react-best-practices""",0,0,0,0,2,3,false,1,0,false
admapix,"""admapix"" skill",0,0,0,0,0,0,false,1,0,false
lark-doc,"""lark-doc""",0,0,0,0,3,1,false,1,0,false
humanizer,"""humanizer"" skill",0,1,0,0,24,80,false,5,11602,true
lark-base,"""lark-base""",0,0,0,0,0,3,false,1,523,false
nano-pdf,"""nano-pdf""",0,0,0,0,0,0,false,1,0,false
lark-drive,"""lark-drive""",0,0,0,1,1,1,false,1,0,true
obsidian,"""obsidian"" skill",0,10,3,5,29,99,true,5,459,true
lark-approval,"""lark-approval""",0,0,0,0,0,1,false,2,523,false
