view,rank,source,name,installs,is_official,installs_yesterday,change,weekly_installs
all-time,1,vercel-labs/skills,find-skills,3159119,true,,,109199|109085|115475|107969|101120|96861|93130|100221
all-time,2,mattpocock/skills,grill-me,999191,false,,,49104|70968|69550|67971|64738|75922|65802|71736
all-time,3,mattpocock/skills,grill-with-docs,851302,false,,,42976|65694|62173|58257|55615|66362|55776|62108
all-time,4,anthropics/skills,frontend-design,830972,true,,,26134|28120|26218|24780|26152|25773|24760|26482
all-time,5,mattpocock/skills,improve-codebase-architecture,819130,false,,,39485|61006|57135|53247|50835|63780|54240|59606
all-time,6,mattpocock/skills,tdd,791840,false,,,40327|61196|55148|52117|49935|63627|52249|57225
all-time,7,vercel-labs/agent-browser,agent-browser,749769,true,,,20807|24138|22802|20921|33671|33224|36656|32899
all-time,8,mattpocock/skills,setup-matt-pocock-skills,729498,false,,,37202|59451|53087|50039|48211|61714|49250|52155
all-time,9,mattpocock/skills,handoff,694593,false,,,38551|59444|55388|51795|48113|58162|48859|53593
all-time,10,mattpocock/skills,triage,687526,false,,,34205|54797|50072|47121|45268|58240|47409|51899
all-time,11,mattpocock/skills,prototype,677788,false,,,36047|57724|51902|48526|47077|60846|48412|52775
all-time,12,vercel-labs/agent-skills,vercel-react-best-practices,673110,true,,,17535|19037|17378|17502|18943|18816|17464|19842
all-time,13,open.feishu.cn,lark-doc,631461,false,,,46563|39893|43803|42324|37271|33810|31236|27535
all-time,14,open.feishu.cn,lark-base,631339,false,,,46552|39863|43796|42297|37239|33798|31249|27532
all-time,15,open.feishu.cn,lark-drive,631165,false,,,46526|39854|43770|42305|37238|33779|31172|27520
all-time,16,open.feishu.cn,lark-approval,631059,false,,,46544|39875|43769|42291|37232|33745|31090|27365
all-time,17,open.feishu.cn,lark-shared,630914,false,,,46514|39819|43772|42295|37234|33772|31157|27511
all-time,18,open.feishu.cn,lark-im,630768,false,,,46512|39833|43748|42267|37208|33753|31136|27446
all-time,19,open.feishu.cn,lark-calendar,630727,false,,,46529|39836|43746|42258|37203|33729|31126|27423
all-time,20,open.feishu.cn,lark-contact,630414,false,,,46518|39842|43728|42247|37196|33713|31057|27362
all-time,21,open.feishu.cn,lark-sheets,630399,false,,,46500|39812|43725|42248|37202|33736|31121|27391
all-time,22,open.feishu.cn,lark-minutes,630347,false,,,46467|39796|43714|42216|37154|33708|31100|27483
all-time,23,open.feishu.cn,lark-wiki,630315,false,,,46481|39803|43720|42276|37223|33717|31136|27407
all-time,24,open.feishu.cn,lark-event,630114,false,,,46479|39798|43706|42220|37168|33712|31052|27358
all-time,25,open.feishu.cn,lark-attendance,630049,false,,,46480|39815|43721|42218|37142|33674|31024|27321
all-time,26,open.feishu.cn,lark-whiteboard,630024,false,,,46471|39800|43723|42232|37159|33701|31069|27370
all-time,27,open.feishu.cn,lark-task,630005,false,,,46446|39778|43690|42222|37170|33674|31072|27376
all-time,28,open.feishu.cn,lark-slides,629958,false,,,46439|39774|43688|42218|37157|33681|31074|27421
all-time,29,open.feishu.cn,lark-openapi-explorer,629953,false,,,46459|39794|43716|42231|37180|33684|31037|27334
all-time,30,open.feishu.cn,lark-mail,629942,false,,,46461|39793|43698|42213|37131|33671|31034|27322
all-time,31,open.feishu.cn,lark-vc,629757,false,,,46440|39764|43673|42196|37145|33664|31060|27396
all-time,32,open.feishu.cn,lark-skill-maker,629687,false,,,46445|39775|43690|42200|37151|33673|31012|27309
all-time,33,open.feishu.cn,lark-workflow-meeting-summary,629515,false,,,46434|39755|43669|42216|37127|33631|30994|27299
all-time,34,open.feishu.cn,lark-workflow-standup-report,629441,false,,,46418|39754|43667|42210|37137|33648|31001|27297
all-time,35,open.feishu.cn,lark-okr,610571,false,,,46440|39773|43691|42183|37119|33627|31014|27323
all-time,36,open.feishu.cn,lark-markdown,595889,false,,,46476|39818|43726|42236|37191|33693|31059|27356
all-time,37,vercel-labs/agent-skills,web-design-guidelines,587958,true,,,17172|18625|16615|16429|18456|18715|18063|21343
all-time,38,open.feishu.cn,lark-vc-agent,574363,false,,,46393|39749|43660|42186|37116|33626|31027|27320
all-time,39,mattpocock/skills,grilling,569733,false,,,39688|61842|58599|55459|53982|69023|57496|64483
all-time,40,microsoft/azure-skills,microsoft-foundry,559462,true,,,12104|16172|16805|17545|16759|16823|16117|13880
all-time,41,microsoft/azure-skills,azure-diagnostics,552824,true,,,11865|15912|16576|17293|16428|16308|15389|13751
all-time,42,microsoft/azure-skills,azure-prepare,552244,true,,,11842|15872|16531|17273|16404|16114|15245|13731
all-time,43,mattpocock/skills,teach,552222,false,,,36713|54849|51641|48523|44668|53989|44680|48910
all-time,44,microsoft/azure-skills,azure-ai,552160,true,,,11849|15888|16560|17111|16417|16165|15011|13462
all-time,45,microsoft/azure-skills,azure-deploy,552134,true,,,11882|15923|16592|17119|16395|16139|15267|13500
all-time,46,microsoft/azure-skills,azure-validate,551622,true,,,11832|15867|16527|17299|16527|16330|15239|13491
all-time,47,microsoft/azure-skills,azure-storage,551073,true,,,11827|15867|16526|17092|16350|16132|14994|13449
all-time,48,microsoft/azure-skills,entra-app-registration,550812,true,,,11827|15874|16529|17252|16403|16119|14985|13440
all-time,49,microsoft/azure-skills,appinsights-instrumentation,550559,true,,,11819|15867|16528|17111|16383|16130|14987|13426
all-time,50,microsoft/azure-skills,azure-resource-lookup,550481,true,,,11822|15861|16517|17142|16362|16117|14989|13433
all-time,51,microsoft/azure-skills,azure-resource-visualizer,550471,true,,,11820|15858|16512|17065|16315|16102|14980|13652
all-time,52,microsoft/azure-skills,azure-compliance,550437,true,,,11822|15864|16521|17071|16376|16120|14978|13444
all-time,53,microsoft/azure-skills,azure-aigateway,550264,true,,,11817|15861|16521|17064|16365|16103|14973|13419
all-time,54,microsoft/azure-skills,azure-kusto,550191,true,,,11814|15857|16512|17067|16353|16100|14974|13424
all-time,55,uizze.com,anti-ui-slop,546197,false,,,0|0|4081|14588|86056|106826|119426|121261
all-time,56,open.feishu.cn,lark-apps,540043,false,,,46460|39806|43726|42220|37125|33728|31176|27562
all-time,57,microsoft/azure-skills,azure-messaging,539923,true,,,11813|15851|16511|17067|16345|16100|14969|13422
all-time,58,mattpocock/skills,domain-modeling,520101,false,,,36870|57201|54357|51253|49730|60145|52076|57827
all-time,59,mattpocock/skills,codebase-design,504661,false,,,35367|55119|52647|49482|47700|60375|50766|55338
all-time,60,remotion-dev/skills,remotion-best-practices,499892,true,,,12578|12520|11899|12908|12943|11512|9965|10367
all-time,61,mattpocock/skills,diagnosing-bugs,497026,false,,,35003|54567|51571|48632|46765|59214|49914|54939
all-time,62,microsoft/azure-skills,azure-compute,493954,true,,,11781|15822|16474|17210|16370|16074|14941|13402
all-time,63,microsoft/azure-skills,azure-rbac,486438,true,,,11820|15863|15682|9640|5611|4296|3111|2600
all-time,64,microsoft/azure-skills,azure-cloud-migrate,483944,true,,,11759|15802|16457|17019|16328|16060|14929|13631
all-time,65,juliusbrussee/caveman,caveman,465593,false,,,25867|24617|20979|20098|19330|19856|14854|15504
all-time,66,mattpocock/skills,ask-matt,459193,false,,,33691|52427|48409|45660|42586|55243|44321|47675
