skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
find-skills,"""find-skills""",0,0,1,2,135,19,false,1,1455,true
self-improving-agent,"""self-improving-agent""",1,1,2,2,2,57,false,3,1382,true
grill-me,"""grill-me""",0,1,5,21,23,100,true,5,2405,true
skill-vetter,"""skill-vetter""",0,0,0,0,0,2,false,1,24,false
frontend-design,"""frontend-design""",1,6,7,22,55,67,false,4,1157,true
self-improving,"""self-improving""",7,10,34,48,6,100,true,5,3950,true
grill-with-docs,"""grill-with-docs""",0,0,0,0,7,21,false,2,30,false
ontology,"""ontology"" skill",0,2,0,0,3,100,true,5,1469,true
improve-codebase-architecture,"""improve-codebase-architecture""",0,0,0,0,2,11,false,1,13,false
github,"""github"" skill",9,259,38,56,634,100,true,5,575,true
tdd,"""tdd"" skill",0,1,1,1,40,100,true,5,2305,true
gog,"""gog"" skill",0,1,0,0,0,13,false,1,15,true
agent-browser,"""agent-browser""",0,3,11,12,16,100,true,5,952,true
skillscan,"""skillscan"" skill",0,0,0,0,1,0,false,1,0,false
setup-matt-pocock-skills,"""setup-matt-pocock-skills""",0,0,1,1,5,1,false,1,0,true
proactive-agent,"""proactive-agent""",0,1,0,0,1,28,false,2,462,true
vercel-react-best-practices,"""vercel-react-best-practices""",0,0,1,1,2,3,false,1,563,true
weather,"""weather"" skill",0,11,0,11,2,100,true,5,6118,true
handoff,"""handoff"" skill",0,1,1,1,192,100,true,5,844,true
multi-search-engine,"""multi-search-engine""",0,0,0,0,0,0,false,1,0,false
triage,"""triage"" skill",0,0,3,4,153,100,true,5,4475,true
agent-browser-clawdbot,"""agent-browser-clawdbot""",0,0,0,0,0,0,false,1,0,false
prototype,"""prototype"" skill",0,12,1,3,40,100,true,5,497,true
admapix,"""admapix"" skill",0,0,0,0,2,0,false,1,0,false
lark-doc,"""lark-doc""",0,0,0,0,3,1,false,1,0,false
humanizer,"""humanizer"" skill",1,3,1,2,17,61,false,4,3029,true
lark-base,"""lark-base""",0,0,0,0,1,1,false,1,0,false
nano-pdf,"""nano-pdf""",0,0,0,0,0,2,false,1,23,false
lark-approval,"""lark-approval""",0,0,0,0,1,0,false,1,0,false
obsidian,"""obsidian"" skill",0,2,1,2,17,100,true,5,10169,true
lark-drive,"""lark-drive""",0,0,1,3,0,1,false,1,0,true
nano-banana-pro,"""nano-banana-pro""",0,0,8,10,0,40,false,3,46109,true
lark-shared,"""lark-shared""",0,0,0,0,0,1,false,1,0,false
openclaw-tavily-search,"""openclaw-tavily-search""",0,0,0,0,0,0,false,1,0,false
lark-calendar,"""lark-calendar""",0,0,0,0,0,1,false,1,0,false
notion,"""notion"" skill",0,16,2,3,16,100,true,5,1027,true
lark-im,"""lark-im""",0,0,0,0,2,1,false,1,0,false
pollyreach,"""pollyreach"" skill",0,0,0,0,0,0,false,1,0,false
lark-contact,"""lark-contact""",0,0,0,0,0,1,false,1,10,false
skill-creator,"""skill-creator""",0,0,2,3,117,60,false,4,5893,true
lark-sheets,"""lark-sheets""",0,0,0,0,0,0,false,1,0,false
auto-updater,"""auto-updater""",0,0,2,13,0,4,false,1,39,true
lark-wiki,"""lark-wiki""",0,0,0,0,0,0,false,1,0,false
