skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
find-skills,"""find-skills""",2,5,2,3,133,20,false,2,1341,true
self-improving-agent,"""self-improving-agent""",1,1,5,6,0,33,false,2,720,true
grill-me,"""grill-me""",0,1,7,19,22,100,true,5,3911,true
skill-vetter,"""skill-vetter""",0,0,0,0,0,2,false,1,20,false
grill-with-docs,"""grill-with-docs""",0,0,1,1,8,23,false,2,1686,true
self-improving,"""self-improving""",2,6,44,70,3,100,true,5,9632,true
improve-codebase-architecture,"""improve-codebase-architecture""",0,0,1,1,1,5,false,1,17,true
ontology,"""ontology"" skill",0,0,0,0,12,100,true,5,2213,false
frontend-design,"""frontend-design""",0,0,0,37,67,81,false,5,2415,true
github,"""github"" skill",7,205,16,80,739,98,true,5,591,true
tdd,"""tdd"" skill",0,3,2,2,39,100,true,5,6971,true
gog,"""gog"" skill",0,3,0,0,7,11,false,1,17,true
agent-browser,"""agent-browser""",0,0,5,6,28,100,true,5,3735,true
skillscan,"""skillscan"" skill",0,0,0,0,0,0,false,1,0,false
setup-matt-pocock-skills,"""setup-matt-pocock-skills""",0,0,0,0,7,6,false,1,712,false
proactive-agent,"""proactive-agent""",0,1,2,2,0,24,false,2,41,true
handoff,"""handoff"" skill",0,4,0,0,164,100,true,5,748,true
weather,"""weather"" skill",0,16,2,15,8,100,true,5,1852,true
triage,"""triage"" skill",1,6,2,3,157,100,true,5,597,true
multi-search-engine,"""multi-search-engine""",0,0,0,0,0,0,false,1,0,false
prototype,"""prototype"" skill",1,11,2,2,30,100,true,5,1286,true
agent-browser-clawdbot,"""agent-browser-clawdbot""",0,0,0,0,0,0,false,1,0,false
vercel-react-best-practices,"""vercel-react-best-practices""",0,0,0,0,3,0,false,1,0,false
admapix,"""admapix"" skill",0,0,0,0,0,0,false,1,0,false
lark-doc,"""lark-doc""",0,0,0,0,3,0,false,1,0,false
humanizer,"""humanizer"" skill",0,0,6,7,34,100,true,5,5748,true
lark-base,"""lark-base""",0,0,0,0,2,1,false,1,1,false
nano-pdf,"""nano-pdf""",0,0,0,0,0,0,false,1,0,false
lark-drive,"""lark-drive""",0,0,0,0,0,0,false,1,0,false
obsidian,"""obsidian"" skill",0,3,1,5,30,100,true,5,2495,true
lark-approval,"""lark-approval""",0,0,0,0,0,0,false,1,0,false
nano-banana-pro,"""nano-banana-pro""",0,1,8,9,1,38,false,2,702,true
lark-shared,"""lark-shared""",0,0,0,0,0,0,false,1,0,false
openclaw-tavily-search,"""openclaw-tavily-search""",0,0,0,0,0,0,false,1,0,false
lark-im,"""lark-im""",0,0,0,0,0,1,false,1,3,false
notion,"""notion"" skill",0,9,0,2,11,100,true,5,666,true
lark-calendar,"""lark-calendar""",0,0,0,0,0,0,false,1,0,false
