view,rank,source,name,installs,is_official,installs_yesterday,change,weekly_installs
all-time,1,vercel-labs/skills,find-skills,3284423,true,,,115475|107969|101120|96861|93130|100221|103058|102072
all-time,2,mattpocock/skills,grill-me,1075751,false,,,69550|67971|64738|75922|65802|71736|66035|63238
all-time,3,mattpocock/skills,grill-with-docs,917754,false,,,62173|58257|55615|66362|55776|62108|56619|54857
all-time,4,mattpocock/skills,improve-codebase-architecture,880157,false,,,57135|53247|50835|63780|54240|59606|52645|50293
all-time,5,anthropics/skills,frontend-design,861298,true,,,26218|24780|26152|25773|24760|26482|26382|24200
all-time,6,mattpocock/skills,tdd,852111,false,,,55148|52117|49935|63627|52249|57225|51673|49590
all-time,7,vercel-labs/agent-browser,agent-browser,800181,true,,,22802|20921|33671|33224|36656|32899|38886|42640
all-time,8,mattpocock/skills,setup-matt-pocock-skills,786182,false,,,53087|50039|48211|61714|49250|52155|48879|46685
all-time,9,mattpocock/skills,handoff,753544,false,,,55388|51795|48113|58162|48859|53593|49569|48555
all-time,10,mattpocock/skills,triage,741312,false,,,50072|47121|45268|58240|47409|51899|46422|44334
all-time,11,mattpocock/skills,prototype,733423,false,,,51902|48526|47077|60846|48412|52775|48115|45883
all-time,12,vercel-labs/agent-skills,vercel-react-best-practices,693732,true,,,17378|17502|18943|18816|17464|19842|20093|16751
all-time,13,open.feishu.cn,lark-doc,663386,false,,,43803|42324|37271|33810|31236|27535|27775|27303
all-time,14,open.feishu.cn,lark-base,663230,false,,,43796|42297|37239|33798|31249|27532|27802|27271
all-time,15,open.feishu.cn,lark-drive,663061,false,,,43770|42305|37238|33779|31172|27520|27877|27275
all-time,16,open.feishu.cn,lark-approval,662768,false,,,43769|42291|37232|33745|31090|27365|27660|27110
all-time,17,open.feishu.cn,lark-shared,662666,false,,,43772|42295|37234|33772|31157|27511|27748|27143
all-time,18,open.feishu.cn,lark-im,662616,false,,,43748|42267|37208|33753|31136|27446|27769|27230
all-time,19,open.feishu.cn,lark-calendar,662542,false,,,43746|42258|37203|33729|31126|27423|27723|27209
all-time,20,open.feishu.cn,lark-sheets,662235,false,,,43725|42248|37202|33736|31121|27391|27718|27221
all-time,21,open.feishu.cn,lark-contact,662017,false,,,43728|42247|37196|33713|31057|27362|27617|27017
all-time,22,open.feishu.cn,lark-wiki,661994,false,,,43720|42276|37223|33717|31136|27407|27662|27081
all-time,23,open.feishu.cn,lark-minutes,661939,false,,,43714|42216|37154|33708|31100|27483|27754|27006
all-time,24,open.feishu.cn,lark-event,661695,false,,,43706|42220|37168|33712|31052|27358|27602|26993
all-time,25,open.feishu.cn,lark-task,661650,false,,,43690|42222|37170|33674|31072|27376|27664|27045
all-time,26,open.feishu.cn,lark-whiteboard,661627,false,,,43723|42232|37159|33701|31069|27370|27622|27013
all-time,27,open.feishu.cn,lark-slides,661613,false,,,43688|42218|37157|33681|31074|27421|27677|27058
all-time,28,open.feishu.cn,lark-mail,661599,false,,,43698|42213|37131|33671|31034|27322|27643|27063
all-time,29,open.feishu.cn,lark-attendance,661577,false,,,43721|42218|37142|33674|31024|27321|27563|26957
all-time,30,open.feishu.cn,lark-openapi-explorer,661513,false,,,43716|42231|37180|33684|31037|27334|27573|26976
all-time,31,open.feishu.cn,lark-vc,661321,false,,,43673|42196|37145|33664|31060|27396|27607|26987
all-time,32,open.feishu.cn,lark-skill-maker,661206,false,,,43690|42200|37151|33673|31012|27309|27567|26942
all-time,33,open.feishu.cn,lark-workflow-meeting-summary,661072,false,,,43669|42216|37127|33631|30994|27299|27609|26979
all-time,34,open.feishu.cn,lark-workflow-standup-report,660942,false,,,43667|42210|37137|33648|31001|27297|27538|26928
all-time,35,open.feishu.cn,lark-okr,642258,false,,,43691|42183|37119|33627|31014|27323|27567|27097
