skill_key,tweet_url,created_at,lang,favorites,retweets
find-skills,https://x.com/i/status/2088755129629770180,2026-08-15T22:30:04.000Z,ja,3,0
find-skills,https://x.com/i/status/2088682429993087356,2026-08-15T17:41:11.000Z,en,46,9
find-skills,https://x.com/i/status/2088676671033352402,2026-08-15T17:18:18.000Z,en,21,0
find-skills,https://x.com/i/status/2088388947810365786,2026-08-14T22:15:00.000Z,en,61,3
find-skills,https://x.com/i/status/2088331111445225680,2026-08-14T18:25:10.000Z,en,0,0
find-skills,https://x.com/i/status/2088166172940444114,2026-08-14T07:29:46.000Z,ja,2,0
find-skills,https://x.com/i/status/2088166113523777597,2026-08-14T07:29:32.000Z,zxx,1,0
find-skills,https://x.com/i/status/2088150879270785403,2026-08-14T06:29:00.000Z,en,189,27
find-skills,https://x.com/i/status/2088094389616980439,2026-08-14T02:44:32.000Z,en,4,0
find-skills,https://x.com/i/status/2087968725249233358,2026-08-13T18:25:11.000Z,zxx,86,11
find-skills,https://x.com/i/status/2087887334175859094,2026-08-13T13:01:46.000Z,es,185,8
find-skills,https://x.com/i/status/2087885508361793954,2026-08-13T12:54:30.000Z,en,0,0
find-skills,https://x.com/i/status/2087701929333821763,2026-08-13T00:45:02.000Z,en,0,0
find-skills,https://x.com/i/status/2087701925902926244,2026-08-13T00:45:01.000Z,en,0,0
find-skills,https://x.com/i/status/2087684513929351364,2026-08-12T23:35:50.000Z,pt,0,0
find-skills,https://x.com/i/status/2087539761942548904,2026-08-12T14:00:38.000Z,en,0,0
find-skills,https://x.com/i/status/2087416466148602053,2026-08-12T05:50:42.000Z,en,1,0
find-skills,https://x.com/i/status/2087375693801837054,2026-08-12T03:08:41.000Z,en,4,0
find-skills,https://x.com/i/status/2087282926413336908,2026-08-11T21:00:04.000Z,ja,0,0
find-skills,https://x.com/i/status/2087282924769153317,2026-08-11T21:00:03.000Z,ja,4,1
find-skills,https://x.com/i/status/2087209444622901365,2026-08-11T16:08:04.000Z,und,0,0
find-skills,https://x.com/i/status/2087209440038535352,2026-08-11T16:08:03.000Z,und,1,0
find-skills,https://x.com/i/status/2087087501672669667,2026-08-11T08:03:31.000Z,zh,0,0
find-skills,https://x.com/i/status/2087075293349736824,2026-08-11T07:15:00.000Z,en,7,0
find-skills,https://x.com/i/status/2087047606484767196,2026-08-11T05:24:59.000Z,en,0,0
find-skills,https://x.com/i/status/2087020052751241523,2026-08-11T03:35:30.000Z,en,2,0
find-skills,https://x.com/i/status/2087003441487085570,2026-08-11T02:29:29.000Z,zh,0,0
find-skills,https://x.com/i/status/2086999143080436162,2026-08-11T02:12:24.000Z,en,1,0
find-skills,https://x.com/i/status/2086988184593010998,2026-08-11T01:28:52.000Z,en,7,0
find-skills,https://x.com/i/status/2086969595303284974,2026-08-11T00:15:00.000Z,en,181,8
find-skills,https://x.com/i/status/2086881072608842089,2026-08-10T18:23:14.000Z,es,478,32
find-skills,https://x.com/i/status/2086765711310069789,2026-08-10T10:44:50.000Z,en,9,0
find-skills,https://x.com/i/status/2086749461636936047,2026-08-10T09:40:16.000Z,zh,70,6
find-skills,https://x.com/i/status/2086716680294879559,2026-08-10T07:30:00.000Z,ar,490,51
find-skills,https://x.com/i/status/2086567574649843742,2026-08-09T21:37:31.000Z,ar,0,0
find-skills,https://x.com/i/status/2086551936342560778,2026-08-09T20:35:22.000Z,en,1,0
find-skills,https://x.com/i/status/2086468899827040393,2026-08-09T15:05:25.000Z,en,1,0
find-skills,https://x.com/i/status/2086467429241438244,2026-08-09T14:59:34.000Z,en,0,0
find-skills,https://x.com/i/status/2086421293453263235,2026-08-09T11:56:14.000Z,en,3,0
self-improving-agent,https://x.com/i/status/2088695918875050381,2026-08-15T18:34:47.000Z,en,5,0
self-improving-agent,https://x.com/i/status/2088643405387604373,2026-08-15T15:06:07.000Z,en,33,5
self-improving-agent,https://x.com/i/status/2088626779556606055,2026-08-15T14:00:03.000Z,en,57,9
self-improving-agent,https://x.com/i/status/2088603257501618327,2026-08-15T12:26:35.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2088594731827855444,2026-08-15T11:52:42.000Z,en,0,1
self-improving-agent,https://x.com/i/status/2088529122448285887,2026-08-15T07:32:00.000Z,en,2,0
self-improving-agent,https://x.com/i/status/2088491199669891271,2026-08-15T05:01:18.000Z,en,2,0
self-improving-agent,https://x.com/i/status/2088434669591384409,2026-08-15T01:16:41.000Z,zxx,2,0
self-improving-agent,https://x.com/i/status/2088402260556652646,2026-08-14T23:07:54.000Z,en,1,0
self-improving-agent,https://x.com/i/status/2088327281840418973,2026-08-14T18:09:57.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2088227107776442624,2026-08-14T11:31:54.000Z,en,1,0
self-improving-agent,https://x.com/i/status/2088158358327247281,2026-08-14T06:58:43.000Z,zh,0,0
self-improving-agent,https://x.com/i/status/2088134171717693949,2026-08-14T05:22:36.000Z,zh,0,0
self-improving-agent,https://x.com/i/status/2088036215723631094,2026-08-13T22:53:22.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2087930154408398904,2026-08-13T15:51:55.000Z,en,85,5
self-improving-agent,https://x.com/i/status/2087918243369635943,2026-08-13T15:04:35.000Z,en,3,3
self-improving-agent,https://x.com/i/status/2087904445027733628,2026-08-13T14:09:45.000Z,en,3,0
self-improving-agent,https://x.com/i/status/2087757581636829326,2026-08-13T04:26:10.000Z,en,2,2
self-improving-agent,https://x.com/i/status/2087733334617063503,2026-08-13T02:49:49.000Z,en,614,91
self-improving-agent,https://x.com/i/status/2087645205402927264,2026-08-12T20:59:38.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2087567372261470578,2026-08-12T15:50:21.000Z,en,4,0
self-improving-agent,https://x.com/i/status/2087556971255783635,2026-08-12T15:09:01.000Z,en,17,2
self-improving-agent,https://x.com/i/status/2087547162406064242,2026-08-12T14:30:02.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2087547155909124400,2026-08-12T14:30:01.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2087508432970780827,2026-08-12T11:56:09.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2087496934886166717,2026-08-12T11:10:27.000Z,zxx,12,1
self-improving-agent,https://x.com/i/status/2087483286360854746,2026-08-12T10:16:13.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2087470802547474523,2026-08-12T09:26:37.000Z,en,22,9
self-improving-agent,https://x.com/i/status/2087454580682416259,2026-08-12T08:22:09.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2087419826449137994,2026-08-12T06:04:03.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2087390767757271476,2026-08-12T04:08:35.000Z,en,7,0
self-improving-agent,https://x.com/i/status/2087376144089915544,2026-08-12T03:10:28.000Z,en,69,6
self-improving-agent,https://x.com/i/status/2087328209817788915,2026-08-12T00:00:00.000Z,in,35,0
self-improving-agent,https://x.com/i/status/2087267164763951255,2026-08-11T19:57:26.000Z,en,1,0
self-improving-agent,https://x.com/i/status/2087246234360717585,2026-08-11T18:34:16.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2087163589127717140,2026-08-11T13:05:51.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2087151801845842150,2026-08-11T12:19:01.000Z,en,1,0
self-improving-agent,https://x.com/i/status/2086939256803479978,2026-08-10T22:14:26.000Z,en,270,67
self-improving-agent,https://x.com/i/status/2086906860616155282,2026-08-10T20:05:43.000Z,zxx,0,0
self-improving-agent,https://x.com/i/status/2086893877924188536,2026-08-10T19:14:07.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2086876172408045656,2026-08-10T18:03:46.000Z,en,237,39
self-improving-agent,https://x.com/i/status/2086874630032073142,2026-08-10T17:57:38.000Z,zxx,1050,164
self-improving-agent,https://x.com/i/status/2086866543246553247,2026-08-10T17:25:30.000Z,en,1,0
self-improving-agent,https://x.com/i/status/2086824471390757358,2026-08-10T14:38:19.000Z,en,1,0
self-improving-agent,https://x.com/i/status/2086700520283250754,2026-08-10T06:25:47.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2086697071118315587,2026-08-10T06:12:05.000Z,en,1,0
self-improving-agent,https://x.com/i/status/2086640027136663787,2026-08-10T02:25:25.000Z,en,0,0
self-improving-agent,https://x.com/i/status/2086623713311723862,2026-08-10T01:20:35.000Z,zh,3,0
self-improving-agent,https://x.com/i/status/2086435490119713248,2026-08-09T12:52:39.000Z,en,106,12
grill-me,https://x.com/i/status/2088785329696215149,2026-08-16T00:30:05.000Z,en,0,0
grill-me,https://x.com/i/status/2088773014447898955,2026-08-15T23:41:08.000Z,en,1,0
grill-me,https://x.com/i/status/2088753036563022269,2026-08-15T22:21:45.000Z,en,0,0
grill-me,https://x.com/i/status/2088750764504326308,2026-08-15T22:12:44.000Z,en,0,0
grill-me,https://x.com/i/status/2088736704337170591,2026-08-15T21:16:51.000Z,en,0,0
grill-me,https://x.com/i/status/2088729015272272191,2026-08-15T20:46:18.000Z,en,14,0
grill-me,https://x.com/i/status/2088721543513944344,2026-08-15T20:16:37.000Z,en,1,0
grill-me,https://x.com/i/status/2088708859133333552,2026-08-15T19:26:13.000Z,zxx,22,2
grill-me,https://x.com/i/status/2088700646836814264,2026-08-15T18:53:35.000Z,en,0,0
grill-me,https://x.com/i/status/2088698140341969004,2026-08-15T18:43:37.000Z,en,1,0
grill-me,https://x.com/i/status/2088692322997510505,2026-08-15T18:20:30.000Z,en,1,0
grill-me,https://x.com/i/status/2088688374790160503,2026-08-15T18:04:49.000Z,en,80,5
grill-me,https://x.com/i/status/2088685843666096509,2026-08-15T17:54:45.000Z,en,0,0
grill-me,https://x.com/i/status/2088673585426776493,2026-08-15T17:06:03.000Z,en,111,6
grill-me,https://x.com/i/status/2088641612867920199,2026-08-15T14:59:00.000Z,en,0,0
grill-me,https://x.com/i/status/2088621042612994200,2026-08-15T13:37:15.000Z,zh,0,0
grill-me,https://x.com/i/status/2088619920804413552,2026-08-15T13:32:48.000Z,ja,20,2
grill-me,https://x.com/i/status/2088618431545287022,2026-08-15T13:26:53.000Z,en,0,0
grill-me,https://x.com/i/status/2088613861339627880,2026-08-15T13:08:43.000Z,en,0,0
grill-me,https://x.com/i/status/2088603660502863962,2026-08-15T12:28:11.000Z,in,0,0
grill-me,https://x.com/i/status/2088569492070637705,2026-08-15T10:12:25.000Z,en,2,0
grill-me,https://x.com/i/status/2088568250099716459,2026-08-15T10:07:29.000Z,ja,0,0
grill-me,https://x.com/i/status/2088543118249562138,2026-08-15T08:27:37.000Z,en,233,8
grill-me,https://x.com/i/status/2088540954521412074,2026-08-15T08:19:01.000Z,zh,98,16
grill-me,https://x.com/i/status/2088537306508726680,2026-08-15T08:04:31.000Z,in,0,0
grill-me,https://x.com/i/status/2088529225246789843,2026-08-15T07:32:24.000Z,ja,0,0
grill-me,https://x.com/i/status/2088505449251496234,2026-08-15T05:57:56.000Z,zh,0,0
grill-me,https://x.com/i/status/2088501289155973225,2026-08-15T05:41:24.000Z,en,0,0
grill-me,https://x.com/i/status/2088480442370380029,2026-08-15T04:18:34.000Z,zh,31,6
grill-me,https://x.com/i/status/2088436114482954574,2026-08-15T01:22:25.000Z,en,1,0
grill-me,https://x.com/i/status/2088425281962778991,2026-08-15T00:39:22.000Z,en,1,0
grill-me,https://x.com/i/status/2088424644445605892,2026-08-15T00:36:50.000Z,zh,6,0
grill-me,https://x.com/i/status/2088421360246661471,2026-08-15T00:23:47.000Z,pl,17,1
grill-me,https://x.com/i/status/2088407901505298796,2026-08-14T23:30:19.000Z,en,1,0
grill-me,https://x.com/i/status/2088404867207348514,2026-08-14T23:18:15.000Z,en,5,0
grill-me,https://x.com/i/status/2088404311483027526,2026-08-14T23:16:03.000Z,en,10,0
grill-me,https://x.com/i/status/2088395142587625554,2026-08-14T22:39:37.000Z,en,1,0
grill-me,https://x.com/i/status/2088354309243335093,2026-08-14T19:57:21.000Z,en,1,0
grill-me,https://x.com/i/status/2088354215924293937,2026-08-14T19:56:59.000Z,en,29,1
grill-me,https://x.com/i/status/2088353855184523750,2026-08-14T19:55:33.000Z,en,2,0
grill-me,https://x.com/i/status/2088333874245894235,2026-08-14T18:36:09.000Z,en,13,0
grill-me,https://x.com/i/status/2088333717714391290,2026-08-14T18:35:32.000Z,en,0,0
grill-me,https://x.com/i/status/2088325906406522986,2026-08-14T18:04:29.000Z,en,0,0
grill-me,https://x.com/i/status/2088323137695789238,2026-08-14T17:53:29.000Z,en,3,0
grill-me,https://x.com/i/status/2088316761359712425,2026-08-14T17:28:09.000Z,en,0,0
grill-me,https://x.com/i/status/2088313955748114884,2026-08-14T17:17:00.000Z,en,0,0
grill-me,https://x.com/i/status/2088300024178553116,2026-08-14T16:21:39.000Z,zxx,36,2
grill-me,https://x.com/i/status/2088297680556470277,2026-08-14T16:12:20.000Z,zh,7,0
grill-me,https://x.com/i/status/2088282331157327963,2026-08-14T15:11:20.000Z,zh,7,2
grill-me,https://x.com/i/status/2088278385621409959,2026-08-14T14:55:40.000Z,zh,132,11
grill-me,https://x.com/i/status/2088278266909978918,2026-08-14T14:55:11.000Z,en,0,0
grill-me,https://x.com/i/status/2088277927850868759,2026-08-14T14:53:50.000Z,en,1,0
grill-me,https://x.com/i/status/2088277648770322916,2026-08-14T14:52:44.000Z,en,18,1
grill-me,https://x.com/i/status/2088263740957336045,2026-08-14T13:57:28.000Z,en,0,0
grill-me,https://x.com/i/status/2088256907085525491,2026-08-14T13:30:19.000Z,en,1,0
grill-me,https://x.com/i/status/2088253366287614358,2026-08-14T13:16:15.000Z,en,1,0
