skill_key,tweet_url,created_at,lang,favorites,retweets,relevance
find-skills,https://x.com/i/status/2102828458749636663,2026-09-23T18:32:27.000Z,en,15,3,0.49
find-skills,https://x.com/i/status/2102758905835295211,2026-09-23T13:56:05.000Z,en,4,0,0.65
find-skills,https://x.com/i/status/2102488861255307302,2026-09-22T20:03:01.000Z,en,12,11,0.5
find-skills,https://x.com/i/status/2102450782100713530,2026-09-22T17:31:42.000Z,en,12,12,0.48
find-skills,https://x.com/i/status/2102422120529891620,2026-09-22T15:37:49.000Z,en,1,0,0.91
find-skills,https://x.com/i/status/2102422052661502449,2026-09-22T15:37:33.000Z,en,5,1,0.09
find-skills,https://x.com/i/status/2102235824704336011,2026-09-22T03:17:32.000Z,en,0,0,0.9
find-skills,https://x.com/i/status/2102095481153483067,2026-09-21T17:59:52.000Z,en,1,0,0.5
find-skills,https://x.com/i/status/2102092467394724071,2026-09-21T17:47:53.000Z,ar,3,0,0.93
find-skills,https://x.com/i/status/2101761885079298142,2026-09-20T19:54:16.000Z,en,0,0,0.05
find-skills,https://x.com/i/status/2101249953138184265,2026-09-19T10:00:02.000Z,en,3,0,0.9
find-skills,https://x.com/i/status/2100833660240867721,2026-09-18T06:25:50.000Z,en,2,0,0.77
find-skills,https://x.com/i/status/2100769082920538475,2026-09-18T02:09:14.000Z,zxx,1,0,0.21
find-skills,https://x.com/i/status/2100718510565368008,2026-09-17T22:48:17.000Z,en,0,0,0.42
find-skills,https://x.com/i/status/2100478002098561087,2026-09-17T06:52:35.000Z,ja,10,1,0.33
self-improving-agent,https://x.com/i/status/2102853768266256738,2026-09-23T20:13:02.000Z,en,89,16,0.85
self-improving-agent,https://x.com/i/status/2102833858622173387,2026-09-23T18:53:55.000Z,en,0,0,0.69
self-improving-agent,https://x.com/i/status/2102826324742070753,2026-09-23T18:23:59.000Z,en,0,0,0.84
self-improving-agent,https://x.com/i/status/2102803446915117531,2026-09-23T16:53:04.000Z,en,46,6,0.82
self-improving-agent,https://x.com/i/status/2102802621664985241,2026-09-23T16:49:47.000Z,en,144,14,0.14
self-improving-agent,https://x.com/i/status/2102761600524730570,2026-09-23T14:06:47.000Z,en,1,0,0.84
self-improving-agent,https://x.com/i/status/2102706766370730454,2026-09-23T10:28:54.000Z,en,0,0,0.82
self-improving-agent,https://x.com/i/status/2102698998515761629,2026-09-23T09:58:02.000Z,en,408,55,0.83
self-improving-agent,https://x.com/i/status/2102580647843987925,2026-09-23T02:07:45.000Z,en,0,0,0.76
self-improving-agent,https://x.com/i/status/2102580039305089529,2026-09-23T02:05:20.000Z,en,3,1,0.81
self-improving-agent,https://x.com/i/status/2102484080814403819,2026-09-22T19:44:01.000Z,en,0,0,0.64
self-improving-agent,https://x.com/i/status/2102479343733588083,2026-09-22T19:25:12.000Z,en,1,1,0.82
self-improving-agent,https://x.com/i/status/2102476391501713902,2026-09-22T19:13:28.000Z,en,0,0,0.75
self-improving-agent,https://x.com/i/status/2102462320761069687,2026-09-22T18:17:33.000Z,en,177,17,0.89
self-improving-agent,https://x.com/i/status/2102443375601541145,2026-09-22T17:02:16.000Z,en,0,0,0.83
self-improving-agent,https://x.com/i/status/2102433399034257726,2026-09-22T16:22:38.000Z,en,0,0,0.83
self-improving-agent,https://x.com/i/status/2102418994510639280,2026-09-22T15:25:24.000Z,en,101,8,0.9
self-improving-agent,https://x.com/i/status/2102405656783491170,2026-09-22T14:32:24.000Z,en,62,27,0.67
self-improving-agent,https://x.com/i/status/2102356550639653135,2026-09-22T11:17:16.000Z,en,3,6,0.22
self-improving-agent,https://x.com/i/status/2102248829592703229,2026-09-22T04:09:13.000Z,en,4,0,0.86
self-improving-agent,https://x.com/i/status/2102131271568703643,2026-09-21T20:22:05.000Z,en,11,0,0.71
self-improving-agent,https://x.com/i/status/2102056108248711525,2026-09-21T15:23:25.000Z,en,0,0,0.08
self-improving-agent,https://x.com/i/status/2102037817182609568,2026-09-21T14:10:44.000Z,en,4,0,0.02
self-improving-agent,https://x.com/i/status/2102021511666180208,2026-09-21T13:05:56.000Z,en,1,0,0.05
self-improving-agent,https://x.com/i/status/2102019641136566772,2026-09-21T12:58:30.000Z,en,4,0,0.47
self-improving-agent,https://x.com/i/status/2101975158227620240,2026-09-21T10:01:45.000Z,en,1,0,0.82
self-improving-agent,https://x.com/i/status/2101954679513198677,2026-09-21T08:40:22.000Z,en,0,0,0.73
self-improving-agent,https://x.com/i/status/2101868240775544983,2026-09-21T02:56:54.000Z,en,0,0,0.68
self-improving-agent,https://x.com/i/status/2101848859496624609,2026-09-21T01:39:53.000Z,zh,3,0,0.84
self-improving-agent,https://x.com/i/status/2101835306953736396,2026-09-21T00:46:02.000Z,en,224,28,0.77
self-improving-agent,https://x.com/i/status/2101748234397917259,2026-09-20T19:00:02.000Z,en,18,0,0.8
self-improving-agent,https://x.com/i/status/2101692877118083279,2026-09-20T15:20:04.000Z,en,25,3,0.75
self-improving-agent,https://x.com/i/status/2101580183857959037,2026-09-20T07:52:15.000Z,en,83,36,0.61
self-improving-agent,https://x.com/i/status/2101577350089744882,2026-09-20T07:41:00.000Z,en,0,0,0.85
self-improving-agent,https://x.com/i/status/2101430325566222829,2026-09-19T21:56:46.000Z,en,0,0,0.06
self-improving-agent,https://x.com/i/status/2101378455028027719,2026-09-19T18:30:40.000Z,en,0,0,0.37
self-improving-agent,https://x.com/i/status/2101361395295997965,2026-09-19T17:22:52.000Z,en,13,1,0.82
self-improving-agent,https://x.com/i/status/2101316151426863260,2026-09-19T14:23:05.000Z,en,9,1,0.78
self-improving-agent,https://x.com/i/status/2101314762600505452,2026-09-19T14:17:34.000Z,en,11,0,0.72
self-improving-agent,https://x.com/i/status/2101306552586265020,2026-09-19T13:44:57.000Z,en,13,1,0.03
self-improving-agent,https://x.com/i/status/2101286975516954949,2026-09-19T12:27:09.000Z,en,16,1,0.77
self-improving-agent,https://x.com/i/status/2101284611850690749,2026-09-19T12:17:46.000Z,en,0,0,0.5
self-improving-agent,https://x.com/i/status/2101237949082009824,2026-09-19T09:12:20.000Z,zh,0,0,0.88
self-improving-agent,https://x.com/i/status/2101237623566258223,2026-09-19T09:11:03.000Z,zh,0,0,0.85
self-improving-agent,https://x.com/i/status/2101112331316899962,2026-09-19T00:53:11.000Z,en,4,0,0.49
self-improving-agent,https://x.com/i/status/2101074950069055755,2026-09-18T22:24:38.000Z,en,1,0,0.74
self-improving-agent,https://x.com/i/status/2101006720868946114,2026-09-18T17:53:31.000Z,en,5,0,0.86
self-improving-agent,https://x.com/i/status/2100984970692960411,2026-09-18T16:27:06.000Z,en,19,0,0.82
self-improving-agent,https://x.com/i/status/2100952891045433854,2026-09-18T14:19:37.000Z,en,205,48,0.7
self-improving-agent,https://x.com/i/status/2100913134118572355,2026-09-18T11:41:38.000Z,en,2,0,0.68
self-improving-agent,https://x.com/i/status/2100619714951086369,2026-09-17T16:15:42.000Z,en,0,0,0.83
self-improving-agent,https://x.com/i/status/2100605650892103707,2026-09-17T15:19:49.000Z,en,0,0,0.05
self-improving-agent,https://x.com/i/status/2100459196948914335,2026-09-17T05:37:51.000Z,en,0,0,0.88
self-improving-agent,https://x.com/i/status/2100400673498309042,2026-09-17T01:45:18.000Z,zxx,4,0,0.1
grill-me,https://x.com/i/status/2102887457054441726,2026-09-23T22:26:54.000Z,en,0,0,0.82
grill-me,https://x.com/i/status/2102887447948575030,2026-09-23T22:26:52.000Z,en,0,0,0.87
grill-me,https://x.com/i/status/2102861127051051015,2026-09-23T20:42:16.000Z,en,0,0,0.89
grill-me,https://x.com/i/status/2102859335172809024,2026-09-23T20:35:09.000Z,en,0,0,0.93
grill-me,https://x.com/i/status/2102856466113974531,2026-09-23T20:23:45.000Z,en,1,0,0.9
grill-me,https://x.com/i/status/2102855792575582418,2026-09-23T20:21:04.000Z,en,2,0,0.93
grill-me,https://x.com/i/status/2102853334957011117,2026-09-23T20:11:18.000Z,en,1,0,0.9
grill-me,https://x.com/i/status/2102852412453126248,2026-09-23T20:07:38.000Z,de,0,0,0.92
grill-me,https://x.com/i/status/2102841652121641080,2026-09-23T19:24:53.000Z,en,1,0,0.93
grill-me,https://x.com/i/status/2102838966332330402,2026-09-23T19:14:13.000Z,en,1,0,0.92
grill-me,https://x.com/i/status/2102833737591656657,2026-09-23T18:53:26.000Z,en,0,0,0.89
grill-me,https://x.com/i/status/2102820091297509800,2026-09-23T17:59:12.000Z,en,5,0,0.88
grill-me,https://x.com/i/status/2102818378448523689,2026-09-23T17:52:24.000Z,en,1,0,0.9
grill-me,https://x.com/i/status/2102816559186022807,2026-09-23T17:45:10.000Z,en,0,0,0.93
grill-me,https://x.com/i/status/2102692081672282278,2026-09-23T09:30:33.000Z,zh,0,0,0.91
grill-me,https://x.com/i/status/2102661511571513418,2026-09-23T07:29:04.000Z,en,0,0,0.9
grill-me,https://x.com/i/status/2102525034728186129,2026-09-22T22:26:45.000Z,en,1,0,0.92
grill-me,https://x.com/i/status/2102514539325722715,2026-09-22T21:45:03.000Z,zxx,2,1,0.16
grill-me,https://x.com/i/status/2102441132454277607,2026-09-22T16:53:22.000Z,en,2,0,0.04
grill-me,https://x.com/i/status/2102370073466065018,2026-09-22T12:11:00.000Z,ja,412,31,0.91
grill-me,https://x.com/i/status/2102218751072678104,2026-09-22T02:09:42.000Z,zh,6,0,0.53
grill-me,https://x.com/i/status/2102155641485983842,2026-09-21T21:58:55.000Z,en,0,0,0.95
grill-me,https://x.com/i/status/2102141368776687778,2026-09-21T21:02:12.000Z,en,5,0,0.08
grill-me,https://x.com/i/status/2102089816217096516,2026-09-21T17:37:21.000Z,en,1,0,0.94
