skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
find-skills,"""find-skills""",0,0,1,2,143,30,false,2,2550,true
self-improving-agent,"""self-improving-agent""",0,0,3,3,0,52,false,3,1023,true
grill-me,"""grill-me""",0,2,8,22,31,100,true,5,3078,true
skill-vetter,"""skill-vetter""",0,0,0,0,0,0,false,1,0,false
grill-with-docs,"""grill-with-docs""",0,0,0,0,8,19,false,1,170,false
self-improving,"""self-improving""",1,3,34,46,3,100,true,5,4217,true
frontend-design,"""frontend-design""",2,6,6,27,64,71,false,4,10561,true
ontology,"""ontology"" skill",1,3,0,0,6,100,true,5,2546,true
improve-codebase-architecture,"""improve-codebase-architecture""",0,0,0,0,3,13,false,1,28,false
github,"""github"" skill",43,185,39,69,698,99,true,5,326,true
tdd,"""tdd"" skill",0,0,1,2,50,100,true,5,2832,true
gog,"""gog"" skill",0,2,0,1,0,18,false,1,58,true
agent-browser,"""agent-browser""",1,1,8,8,21,100,true,5,2280,true
skillscan,"""skillscan"" skill",0,0,0,0,2,0,false,1,0,false
setup-matt-pocock-skills,"""setup-matt-pocock-skills""",0,0,0,0,10,1,false,1,145,false
proactive-agent,"""proactive-agent""",0,0,1,2,0,30,false,2,584,true
handoff,"""handoff"" skill",0,2,1,2,212,100,true,5,4078,true
weather,"""weather"" skill",0,14,0,7,8,99,true,5,3005,true
triage,"""triage"" skill",0,0,6,7,143,99,true,5,2800,true
multi-search-engine,"""multi-search-engine""",0,0,0,0,0,1,false,1,8,false
vercel-react-best-practices,"""vercel-react-best-practices""",0,0,1,1,1,2,false,1,2,true
agent-browser-clawdbot,"""agent-browser-clawdbot""",0,0,0,0,0,0,false,1,0,false
prototype,"""prototype"" skill",3,20,1,3,48,100,true,5,3001,true
admapix,"""admapix"" skill",0,0,0,0,0,0,false,1,0,false
lark-doc,"""lark-doc""",0,0,0,0,3,1,false,1,0,false
humanizer,"""humanizer"" skill",1,2,0,0,16,69,false,4,7896,true
lark-base,"""lark-base""",0,0,0,0,0,2,false,1,306,false
nano-pdf,"""nano-pdf""",0,0,0,0,0,0,false,1,0,false
lark-drive,"""lark-drive""",0,0,1,3,1,1,false,1,0,true
obsidian,"""obsidian"" skill",0,8,1,2,23,100,true,5,412,true
lark-approval,"""lark-approval""",0,0,0,0,1,1,false,2,306,false
nano-banana-pro,"""nano-banana-pro""",0,0,6,7,0,36,false,2,575,true
lark-shared,"""lark-shared""",0,0,0,0,0,1,false,1,0,false
openclaw-tavily-search,"""openclaw-tavily-search""",0,0,0,0,0,0,false,1,0,false
lark-im,"""lark-im""",0,0,0,0,1,1,false,1,0,false
notion,"""notion"" skill",0,22,0,0,16,100,true,5,1960,true
lark-calendar,"""lark-calendar""",0,0,0,0,1,1,false,1,0,false
pollyreach,"""pollyreach"" skill",0,0,0,0,0,0,false,1,0,false
lark-contact,"""lark-contact""",0,0,0,0,0,0,false,1,0,false
skill-creator,"""skill-creator""",0,0,2,5,127,72,false,4,9145,true
lark-sheets,"""lark-sheets""",0,0,0,0,1,0,false,1,0,false
auto-updater,"""auto-updater""",0,0,7,9,1,1,false,1,5,true
lark-minutes,"""lark-minutes""",0,0,0,0,0,0,false,1,0,false
baidu-search,"""baidu-search""",0,0,1,1,0,1,false,1,0,true
lark-wiki,"""lark-wiki""",0,0,0,0,0,0,false,1,0,false
word-docx,"""word-docx""",0,0,1,4,2,3,false,1,3,true
lark-event,"""lark-event""",0,0,0,0,0,0,false,1,0,false
sonoscli,"""sonoscli"" skill",0,0,0,0,0,0,false,1,0,false
lark-attendance,"""lark-attendance""",0,0,0,0,0,0,false,1,0,false
openai-whisper,"""openai-whisper""",0,0,0,0,0,4,false,1,145,false
lark-whiteboard,"""lark-whiteboard""",0,0,0,0,0,,false,,,false
evolver,"""evolver"" skill",0,0,0,0,0,,false,,,false
lark-task,"""lark-task""",0,0,0,0,0,,false,,,false
api-gateway,"""api-gateway""",1,5,34,45,2,,false,,,true
lark-openapi-explorer,"""lark-openapi-explorer""",0,0,0,0,0,,false,,,false
prismfy-search,"""prismfy-search""",0,0,0,0,0,,false,,,false
lark-slides,"""lark-slides""",0,0,0,0,0,,false,,,false
automation-workflows,"""automation-workflows""",0,1,10,18,0,,false,,,true
lark-mail,"""lark-mail""",0,0,0,0,0,,false,,,false
excel-xlsx,"""excel-xlsx""",0,0,0,0,0,,false,,,false
lark-vc,"""lark-vc""",0,0,0,0,0,,false,,,false
feishu-evolver-wrapper,"""feishu-evolver-wrapper""",0,0,0,0,0,,false,,,false
lark-skill-maker,"""lark-skill-maker""",0,0,0,0,0,,false,,,false
browser-use,"""browser-use""",1,2,26,33,9,,false,,,true
lark-workflow-meeting-summary,"""lark-workflow-meeting-summary""",0,0,0,0,0,,false,,,false
agent-phone-call,"""agent-phone-call""",0,0,0,0,0,,false,,,false
lark-workflow-standup-report,"""lark-workflow-standup-report""",0,0,0,0,0,,false,,,false
free-ride,"""free-ride""",0,1,0,229,0,,false,,,true
