skill_key,query,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_mentions_7d,x_truncated,x_pages,x_engagement_7d,llm_filtered
find-skills,"""find-skills""",1,1,1,1,113,27,false,2,971,true
self-improving-agent,"""self-improving-agent""",0,0,2,2,1,52,false,3,1926,true
grill-me,"""grill-me""",2,4,8,13,26,100,true,5,4534,true
skill-vetter,"""skill-vetter""",0,0,0,0,3,0,false,1,0,false
grill-with-docs,"""grill-with-docs""",0,0,1,2,3,23,false,2,3695,true
self-improving,"""self-improving""",5,12,222,292,7,100,true,5,3949,true
improve-codebase-architecture,"""improve-codebase-architecture""",0,0,0,0,0,1,false,1,0,false
ontology,"""ontology"" skill",0,2,0,0,7,100,true,5,1034,true
tdd,"""tdd"" skill",0,2,0,1,43,100,true,5,5434,true
github,"""github"" skill",30,226,69,97,672,100,true,5,447,true
frontend-design,"""frontend-design""",0,3,2,7,60,54,false,3,2215,true
gog,"""gog"" skill",0,0,0,1,5,15,false,1,309,true
agent-browser,"""agent-browser""",0,2,11,11,28,100,true,5,1527,true
skillscan,"""skillscan"" skill",0,0,0,0,3,0,false,1,0,false
setup-matt-pocock-skills,"""setup-matt-pocock-skills""",0,0,0,0,2,0,false,1,0,false
proactive-agent,"""proactive-agent""",0,0,0,0,1,37,false,2,524,false
handoff,"""handoff"" skill",0,3,0,1,204,100,true,5,356,true
weather,"""weather"" skill",1,18,0,8,16,100,true,5,921,true
triage,"""triage"" skill",0,3,1,2,129,99,true,5,622,true
multi-search-engine,"""multi-search-engine""",0,0,1,2,4,2,false,1,20,true
prototype,"""prototype"" skill",0,11,0,2,34,100,true,5,2504,true
agent-browser-clawdbot,"""agent-browser-clawdbot""",0,0,0,0,0,0,false,1,0,false
grilling,"""grilling"" skill",0,0,0,0,24,30,false,2,169,false
admapix,"""admapix"" skill",0,0,0,0,0,0,false,1,0,false
vercel-react-best-practices,"""vercel-react-best-practices""",0,0,0,0,4,8,false,1,1031,false
humanizer,"""humanizer"" skill",0,1,2,2,37,62,false,4,2638,true
lark-doc,"""lark-doc""",0,0,0,0,0,1,false,1,5,false
nano-pdf,"""nano-pdf""",0,0,0,0,0,0,false,1,0,false
lark-base,"""lark-base""",0,0,0,0,0,0,false,1,0,false
obsidian,"""obsidian"" skill",0,5,2,2,29,100,true,5,2703,true
lark-drive,"""lark-drive""",0,0,0,0,0,0,false,1,0,false
nano-banana-pro,"""nano-banana-pro""",0,0,3,5,4,29,false,2,2378,true
lark-shared,"""lark-shared""",0,0,0,0,0,0,false,1,0,false
openclaw-tavily-search,"""openclaw-tavily-search""",0,0,0,0,0,0,false,1,0,false
lark-im,"""lark-im""",0,0,0,0,0,0,false,1,0,false
