rank,skill,platform,vendor,source_skillssh,slug_clawhub,url,match,description,description_zh,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,wis,popularity,momentum,buzz,maintenance,trust,coverage,anomaly
1,find-skills,skills.sh,vercel-labs,vercel-labs/skills,,https://www.skills.sh/vercel-labs/skills/find-skills,single,,,3448813,,,74.7,1,0.982,0.572,,0.7,C,
2,frontend-design,skills.sh,anthropics,anthropics/skills,,https://www.skills.sh/anthropics/skills/frontend-design,single,,,897106,,,73,0.996,0.767,0.657,,0.7,C,
3,agent-browser,skills.sh,vercel-labs,vercel-labs/agent-browser,,https://www.skills.sh/vercel-labs/agent-browser/agent-browser,single,,,878043,,,69,0.995,0.908,0.349,,0.7,C,
4,vercel-react-best-practices,skills.sh,vercel-labs,vercel-labs/agent-skills,,https://www.skills.sh/vercel-labs/agent-skills/vercel-react-best-practices,single,,,722944,,,68.5,0.991,0.768,0.44,,0.7,C,
5,grill-me,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/grill-me,single,,,1166374,,,66.7,0.999,0.907,0.732,,0.2,C,
6,weather,clawhub,steipete,,weather,https://clawhub.ai/steipete/skills/weather,upstream,Get current weather and forecasts (no API key required).,获取当前天气和预报（无需API密钥）,,169757,249507,66.5,0.987,,0.43,0.654,0.7,B,
7,azure-ai,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-ai,single,,,587801,,,66.2,0.965,0.67,0.435,,0.7,C,
8,gog,clawhub,steipete,,gog,https://clawhub.ai/steipete/skills/gog,upstream,"Google Workspace CLI for Gmail, Calendar, Drive, Contacts, Sheets, and Docs.",Google Workspace 命令行工具，支持 Gmail、日历、云端硬盘、通讯录、表格和文档。,,194026,201351,66.2,0.987,,0.414,0.654,0.7,B,
9,web-design-guidelines,skills.sh,vercel-labs,vercel-labs/agent-skills,,https://www.skills.sh/vercel-labs/agent-skills/web-design-guidelines,single,,,644267,,,65.5,0.971,0.773,0.313,,0.7,C,
10,grill-with-docs,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/grill-with-docs,single,,,995919,,,64.7,0.998,0.902,0.638,,0.2,C,
11,slack,clawhub,steipete,,slack,https://clawhub.ai/steipete/skills/slack,upstream,"Use when you need to control Slack from Clawdbot via the slack tool, including reacting to messages or pinning/unpinning items in Slack channels or DMs.",当需要通过 slack 工具从 Clawdbot 控制 Slack 时使用，包括在频道或私信中回复消息或置顶/取消置顶项目。,,53748,59116,64.6,0.924,,0.43,0.654,0.7,B,
12,nano-banana-pro,clawhub,steipete,,nano-banana-pro,https://clawhub.ai/steipete/skills/nano-banana-pro,upstream,Generate/edit images with Nano Banana Pro (Gemini 3 Pro Image). Use for image create/modify requests incl. edits. Supports text-to-image + image-to-image; 1K/2K/4K; use --input-image.,使用 Nano Banana Pro (Gemini 3 Pro Image) 生成或编辑图像。支持文生图、图生图及 1K/2K/4K 分辨率，适用于图像创建、修改及编辑请求，使用 --input-image 指定输入图像。,,106865,132390,64.2,0.975,,0.638,0.248,0.7,B,
13,skill-creator,skills.sh,anthropics,anthropics/skills,,https://www.skills.sh/anthropics/skills/skill-creator,single,,,384104,,,63.6,0.904,0.382,0.616,,0.7,C,
14,azure-storage,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-storage,single,,,586632,,,63.5,0.963,0.672,,,0.7,C,
15,azure-compliance,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-compliance,single,,,586186,,,63.5,0.961,0.675,,,0.7,C,
16,entra-app-registration,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/entra-app-registration,single,,,586371,,,63.4,0.962,0.668,,,0.7,C,
17,azure-validate,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-validate,single,,,587173,,,63.3,0.963,0.663,,,0.7,C,
18,appinsights-instrumentation,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/appinsights-instrumentation,single,,,586118,,,63.3,0.96,0.665,,,0.7,C,
19,azure-resource-visualizer,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-resource-visualizer,single,,,586048,,,63.3,0.96,0.667,,,0.7,C,
20,microsoft-foundry,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/microsoft-foundry,single,,,597252,,,63.2,0.968,0.702,0.259,,0.7,C,
21,azure-resource-lookup,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-resource-lookup,single,,,586033,,,63.2,0.959,0.662,,,0.7,C,
22,azure-aigateway,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-aigateway,single,,,585792,,,63.1,0.958,0.658,,,0.7,C,
23,azure-messaging,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-messaging,single,,,575429,,,63.1,0.957,0.657,,,0.7,C,
24,azure-kusto,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-kusto,single,,,585713,,,63,0.957,0.655,,,0.7,C,
25,azure-compute,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-compute,single,,,529405,,,62.7,0.949,0.65,,,0.7,C,
26,azure-cloud-migrate,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-cloud-migrate,single,,,519431,,,62.6,0.946,0.652,,,0.7,C,
27,azure-deploy,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-deploy,single,,,587728,,,62.5,0.964,0.66,0.26,,0.7,C,
28,azure-quotas,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-quotas,single,,,455539,,,62.3,0.938,0.647,,,0.7,C,
29,azure-upgrade,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-upgrade,single,,,447652,,,62.1,0.931,0.643,,,0.7,C,
30,azure-enterprise-infra-planner,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-enterprise-infra-planner,single,,,422189,,,61.7,0.917,0.645,,,0.7,C,
31,remotion-best-practices,skills.sh,remotion-dev,remotion-dev/skills,,https://www.skills.sh/remotion-dev/skills/remotion-best-practices,single,,,529152,,,61.6,0.949,0.575,,,0.7,C,
32,azure-kubernetes,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-kubernetes,single,,,415041,,,61.5,0.909,0.648,,,0.7,C,
33,prisma-database-setup,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-database-setup,single,,,294437,,,61.5,0.857,0.752,,,0.7,C,
34,prisma-client-api,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-client-api,single,,,294042,,,61.5,0.856,0.753,,,0.7,C,
35,trello,clawhub,steipete,,trello,https://clawhub.ai/steipete/skills/trello,upstream,"Manage Trello boards, lists, and cards via the Trello REST API.",使用 Trello REST API 管理看板、列表和卡片,,43601,51628,61.5,0.907,,,0.654,0.7,B,
36,prisma-cli,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-cli,single,,,291704,,,61.4,0.855,0.748,,,0.7,C,
37,azure-cost,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-cost,single,,,390271,,,61.3,0.904,0.642,,,0.7,C,
38,prisma-postgres,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-postgres,single,,,287411,,,61.3,0.853,0.747,,,0.7,C,
39,handoff,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/handoff,single,,,823613,,,61.2,0.994,0.895,0.471,,0.2,C,
40,prisma-driver-adapter-implementation,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-driver-adapter-implementation,single,,,282582,,,61.2,0.851,0.743,,,0.7,C,
41,prisma-postgres-setup,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-postgres-setup,single,,,281720,,,61.2,0.85,0.745,,,0.7,C,
42,prisma-upgrade-v7,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-upgrade-v7,single,,,282323,,,61.1,0.851,0.74,,,0.7,C,
43,vercel-composition-patterns,skills.sh,vercel-labs,vercel-labs/agent-skills,,https://www.skills.sh/vercel-labs/agent-skills/vercel-composition-patterns,single,,,342753,,,61,0.876,0.68,,,0.7,C,
44,prisma-compute,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-compute,single,,,277615,,,61,0.847,0.742,,,0.7,C,
45,self-improving,clawhub,,,self-improving,https://clawhub.ai/ivangdavila/skills/self-improving,upstream,"Self-reflection + Self-criticism + Self-learning + Self-organizing memory. Agent evaluates its own work, catches mistakes, and improves permanently. Use when...",自我反思+自我批评+自我学习+自组织记忆。智能体评估自身工作、发现错误并持续改进。,,209632,405925,61,0.995,,0.826,0.411,0.2,B,
46,prisma-mongodb-upgrade,skills.sh,prisma,prisma/skills,,https://www.skills.sh/prisma/skills/prisma-mongodb-upgrade,single,,,276269,,,60.9,0.845,0.738,,,0.7,C,
47,improve-codebase-architecture,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/improve-codebase-architecture,single,,,949183,,,60.8,0.997,0.89,0.45,,0.2,C,
48,tdd,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/tdd,single,,,921595,,,60.8,0.997,0.892,0.451,,0.2,C,
49,grilling,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/grilling,single,,,723019,,,60.6,0.992,0.905,0.439,,0.2,C,
50,triage,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/triage,single,,,802381,,,60.5,0.993,0.855,0.469,,0.2,C,
51,prototype,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/prototype,single,,,798249,,,60.4,0.992,0.882,0.446,,0.2,C,
52,airunway-aks-setup,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/airunway-aks-setup,single,,,334124,,,60.3,0.875,0.64,,,0.7,C,
53,teach,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/teach,single,,,670906,,,60.2,0.973,0.875,0.466,,0.2,C,
54,supabase-postgres-best-practices,skills.sh,supabase,supabase/agent-skills,,https://www.skills.sh/supabase/agent-skills/supabase-postgres-best-practices,single,,,405752,,,60.2,0.907,0.568,,,0.7,C,
55,self-improving-agent,clawhub,,,self-improving-agent,https://clawhub.ai/pskoett/skills/self-improving-agent,upstream,"Captures learnings, errors, and corrections to enable continuous improvement. Use when: (1) A command or operation fails unexpectedly, (2) User corrects Claude ('No, that's wrong...', 'Actually...'), ",记录自身发现以实现自我改进的技能,,479892,1208926,60.2,0.999,,0.628,0.612,0.2,B,
56,github,clawhub,steipete,,github,https://clawhub.ai/steipete/skills/github,upstream,"Interact with GitHub using the `gh` CLI. Use `gh issue`, `gh pr`, `gh run`, and `gh api` for issues, PRs, CI runs, and advanced queries.",使用 `gh` CLI 与 GitHub 交互，通过 `gh issue`、`gh pr`、`gh run` 和 `gh api` 管理议题、PR、CI 运行及高级查询。,,198672,372592,60.2,0.993,,0.474,0.159,0.7,B,
57,qmd,clawhub,steipete,,qmd,https://clawhub.ai/steipete/skills/qmd,upstream,Local search/indexing CLI (BM25 + vectors + rerank) with MCP mode.,本地搜索/索引命令行工具（BM25 + 向量 + 重新排序），支持 MCP 模式,,35575,34799,60.2,0.862,,,0.654,0.7,B,
