view,rank,source,name,installs,is_official,installs_yesterday,change,weekly_installs
all-time,1,vercel-labs/skills,find-skills,3525095,true,,,101120|96861|93130|100221|103058|102072|101832|105632
all-time,2,mattpocock/skills,grill-me,1203681,false,,,64738|75922|65802|71736|66035|63238|57738|54238
all-time,3,mattpocock/skills,grill-with-docs,1028308,false,,,55615|66362|55776|62108|56619|54857|49668|46913
all-time,4,mattpocock/skills,improve-codebase-architecture,977955,false,,,50835|63780|54240|59606|52645|50293|44253|41316
all-time,5,mattpocock/skills,tdd,950099,false,,,49935|63627|52249|57225|51673|49590|44259|41660
all-time,6,anthropics/skills,frontend-design,913352,true,,,26152|25773|24760|26482|26382|24200|22533|22545
all-time,7,vercel-labs/agent-browser,agent-browser,910918,true,,,33671|33224|36656|32899|38886|42640|45317|49445
all-time,8,mattpocock/skills,setup-matt-pocock-skills,877706,false,,,48211|61714|49250|52155|48879|46685|41541|38605
all-time,9,mattpocock/skills,handoff,852779,false,,,48113|58162|48859|53593|49569|48555|44434|42284
all-time,10,mattpocock/skills,triage,827729,false,,,45268|58240|47409|51899|46422|44334|39158|36483
all-time,11,mattpocock/skills,prototype,825056,false,,,47077|60846|48412|52775|48115|45883|41091|39061
all-time,12,mattpocock/skills,grilling,757000,false,,,53982|69023|57496|64483|59375|57402|53033|50276
all-time,13,vercel-labs/agent-skills,vercel-react-best-practices,736555,true,,,18943|18816|17464|19842|20093|16751|16576|19371
all-time,14,open.feishu.cn,lark-doc,722183,false,,,37271|33810|31236|27535|27775|27303|25498|26023
all-time,15,open.feishu.cn,lark-base,721919,false,,,37239|33798|31249|27532|27802|27271|25493|25934
all-time,16,open.feishu.cn,lark-drive,721770,false,,,37238|33779|31172|27520|27877|27275|25485|25955
all-time,17,open.feishu.cn,lark-shared,721393,false,,,37234|33772|31157|27511|27748|27143|25473|25974
all-time,18,open.feishu.cn,lark-im,721166,false,,,37208|33753|31136|27446|27769|27230|25421|25883
all-time,19,open.feishu.cn,lark-approval,721122,false,,,37232|33745|31090|27365|27660|27110|25324|25801
all-time,20,open.feishu.cn,lark-calendar,720993,false,,,37203|33729|31126|27423|27723|27209|25393|25820
all-time,21,open.feishu.cn,lark-sheets,720753,false,,,37202|33736|31121|27391|27718|27221|25388|25884
all-time,22,open.feishu.cn,lark-wiki,720522,false,,,37223|33717|31136|27407|27662|27081|25386|25889
all-time,23,open.feishu.cn,lark-contact,720269,false,,,37196|33713|31057|27362|27617|27017|25286|25739
all-time,24,open.feishu.cn,lark-slides,720018,false,,,37157|33681|31074|27421|27677|27058|25352|25818
all-time,25,open.feishu.cn,lark-mail,719986,false,,,37131|33671|31034|27322|27643|27063|25338|25815
all-time,26,open.feishu.cn,lark-task,719986,false,,,37170|33674|31072|27376|27664|27045|25285|25809
all-time,27,open.feishu.cn,lark-minutes,719970,false,,,37154|33708|31100|27483|27754|27006|25258|25603
all-time,28,open.feishu.cn,lark-event,719891,false,,,37168|33712|31052|27358|27602|26993|25270|25717
all-time,29,open.feishu.cn,lark-whiteboard,719874,false,,,37159|33701|31069|27370|27622|27013|25284|25747
all-time,30,open.feishu.cn,lark-attendance,719726,false,,,37142|33674|31024|27321|27563|26957|25240|25701
all-time,31,open.feishu.cn,lark-openapi-explorer,719673,false,,,37180|33684|31037|27334|27573|26976|25250|25704
all-time,32,open.feishu.cn,lark-skill-maker,719333,false,,,37151|33673|31012|27309|27567|26942|25227|25692
all-time,33,open.feishu.cn,lark-vc,719289,false,,,37145|33664|31060|27396|27607|26987|25230|25575
all-time,34,open.feishu.cn,lark-workflow-meeting-summary,719199,false,,,37127|33631|30994|27299|27609|26979|25222|25698
all-time,35,open.feishu.cn,lark-workflow-standup-report,719007,false,,,37137|33648|31001|27297|27538|26928|25207|25664
all-time,36,open.feishu.cn,lark-okr,700485,false,,,37119|33627|31014|27323|27567|27097|25279|25743
all-time,37,mattpocock/skills,teach,697303,false,,,44668|53989|44680|48910|46413|45222|40766|38155
all-time,38,open.feishu.cn,lark-markdown,685982,false,,,37191|33693|31059|27356|27720|27082|25322|25844
all-time,39,mattpocock/skills,domain-modeling,683632,false,,,49730|60145|52076|57827|52409|50343|46026|43627
all-time,40,open.feishu.cn,lark-vc-agent,663855,false,,,37116|33626|31027|27320|27591|26972|25223|25567
all-time,41,mattpocock/skills,codebase-design,662084,false,,,47700|60375|50766|55338|50419|48646|44300|41900
all-time,42,vercel-labs/agent-skills,web-design-guidelines,659093,true,,,18456|18715|18063|21343|24063|19837|18338|20832
all-time,43,mattpocock/skills,diagnosing-bugs,649273,false,,,46765|59214|49914|54939|49004|47088|42585|40737
all-time,44,heygen-com/hyperframes,hyperframes-cli,645547,false,,,42582|28363|38236|35297|32646|36197|46253|85193
all-time,45,open.feishu.cn,lark-apps,630544,false,,,37125|33728|31176|27562|27772|27261|25429|25909
all-time,46,genmedia-labs/skills,video-edit,622476,false,,,0|0|30348|105081|115940|113373|108975|113312
all-time,47,genmedia-labs/skills,ai-music,621471,false,,,0|0|30205|104982|115878|113480|108586|113221
all-time,48,genmedia-labs/skills,ai-video-generation,621317,false,,,0|0|30425|105307|116056|112626|108587|113137
all-time,49,genmedia-labs/skills,image-to-video,621013,false,,,0|0|30420|104976|116166|112407|108844|113084
all-time,50,genmedia-labs/skills,ai-image-generation,620410,false,,,0|0|30291|105180|115944|112485|108359|113065
all-time,51,heygen-com/hyperframes,hyperframes,614368,false,,,39553|27453|34140|31415|32622|29417|44036|79656
all-time,52,microsoft/azure-skills,microsoft-foundry,605011,true,,,16759|16823|16117|13880|14506|13000|13502|13218
all-time,53,mattpocock/skills,code-review,600693,false,,,48107|61595|50927|53156|50671|50175|45993|43036
all-time,54,mattpocock/skills,ask-matt,600436,false,,,42586|55243|44321|47675|45137|44784|39556|36500
all-time,55,mattpocock/skills,implement,600176,false,,,45430|55168|45552|47229|45948|46038|42131|39487
all-time,56,microsoft/azure-skills,azure-diagnostics,595795,true,,,16428|16308|15389|13751|13741|12175|12836|12465
all-time,57,microsoft/azure-skills,azure-prepare,595363,true,,,16404|16114|15245|13731|13726|12152|12960|12513
all-time,58,microsoft/azure-skills,azure-ai,595133,true,,,16417|16165|15011|13462|13635|12153|12842|12485
all-time,59,microsoft/azure-skills,azure-deploy,595040,true,,,16395|16139|15267|13500|13651|12144|12821|12457
all-time,60,microsoft/azure-skills,azure-validate,594483,true,,,16527|16330|15239|13491|13630|12124|12807|12450
all-time,61,microsoft/azure-skills,azure-storage,593943,true,,,16350|16132|14994|13449|13617|12127|12807|12456
all-time,62,microsoft/azure-skills,entra-app-registration,593689,true,,,16403|16119|14985|13440|13622|12123|12813|12458
all-time,63,microsoft/azure-skills,azure-compliance,593507,true,,,16376|16120|14978|13444|13617|12121|12955|12509
all-time,64,microsoft/azure-skills,appinsights-instrumentation,593429,true,,,16383|16130|14987|13426|13612|12124|12809|12460
all-time,65,microsoft/azure-skills,azure-resource-visualizer,593353,true,,,16315|16102|14980|13652|13707|12144|12810|12447
all-time,66,microsoft/azure-skills,azure-resource-lookup,593344,true,,,16362|16117|14989|13433|13615|12119|12808|12458
all-time,67,microsoft/azure-skills,azure-aigateway,593098,true,,,16365|16103|14973|13419|13610|12111|12802|12443
all-time,68,microsoft/azure-skills,azure-kusto,593016,true,,,16353|16100|14974|13424|13610|12109|12801|12439
all-time,69,flowkit-labs/skills,reddit-automation,589985,false,,,0|0|19531|83327|116184|113492|108855|113374
all-time,70,microsoft/azure-skills,azure-messaging,582728,true,,,16345|16100|14969|13422|13611|12102|12796|12435
all-time,71,heygen-com/hyperframes,hyperframes-registry,556032,false,,,27688|21925|37717|30958|25304|28936|42493|68443
all-time,72,mattpocock/skills,wayfinder,553026,false,,,47117|60412|48729|52979|47738|45905|40683|37626
all-time,73,mattpocock/skills,to-spec,548679,false,,,47941|61040|49738|52957|49510|47583|42964|40167
all-time,74,mattpocock/skills,research,548139,false,,,44940|54803|45018|49782|47095|46507|41398|38641
all-time,75,mattpocock/skills,to-tickets,538821,false,,,47726|57752|47951|53136|48625|46658|42170|39283
all-time,76,remotion-dev/skills,remotion-best-practices,537107,true,,,12943|11512|9965|10367|10505|10488|10236|10452
all-time,77,microsoft/azure-skills,azure-compute,536687,true,,,16370|16074|14941|13402|13584|12087|12772|12411
all-time,78,juliusbrussee/caveman,caveman,531890,false,,,19330|19856|14854|15504|14951|17897|19080|19923
all-time,79,microsoft/azure-skills,azure-cloud-migrate,526711,true,,,16328|16060|14929|13631|13686|12111|12776|12412
all-time,80,mattpocock/skills,resolving-merge-conflicts,526442,false,,,41736|50799|42167|46439|44297|43744|39412|37623
all-time,81,heygen-com/hyperframes,hyperframes-core,521080,false,,,39468|26653|27491|36417|33032|29574|47634|81013
all-time,82,heygen-com/hyperframes,media-use,516627,false,,,40022|33673|36304|30738|31683|31601|47488|81708
all-time,83,leonxlnx/taste-skill,design-taste-frontend,508401,false,,,22212|26808|24487|26734|30689|26844|24606|24885
all-time,84,heygen-com/hyperframes,hyperframes-animation,504375,false,,,36380|27458|28486|35724|32853|26896|41901|78286
all-time,85,open.feishu.cn,lark-note,503702,false,,,37151|33669|31051|27338|27608|26968|25237|25577
all-time,86,microsoft/azure-skills,azure-rbac,491884,true,,,5611|4296|3111|2600|2149|1807|1554|1426
all-time,87,heygen-com/hyperframes,hyperframes-creative,483435,false,,,29765|23070|25670|33041|27112|29701|42499|78418
all-time,88,microsoft/azure-skills,azure-quotas,462794,true,,,16256|16011|15155|13403|13566|12052|12737|12370
all-time,89,larksuite/cli,lark-doc,455968,false,,,9977|8764|8078|7485|8092|8121|7235|7193
all-time,90,microsoft/azure-skills,azure-upgrade,454904,true,,,16246|16006|14887|13347|13539|12040|12729|12367
all-time,91,larksuite/cli,lark-base,453846,false,,,9954|8660|7977|7384|8070|8027|7170|7090
all-time,92,larksuite/cli,lark-shared,452672,false,,,9865|8580|7907|7362|8015|7940|7335|7061
all-time,93,larksuite/cli,lark-im,451167,false,,,9698|8385|7641|7034|7812|7781|7150|6879
all-time,94,larksuite/cli,lark-drive,451023,false,,,9820|8428|7697|7039|7774|7762|6934|6908
all-time,95,lllllllama/rigorpilot-skills,paper-context-resolver,450935,false,,,11191|32245|50275|41240|72|54|58|48
all-time,96,larksuite/cli,lark-sheets,450224,false,,,9740|8467|7781|7140|7934|7898|7081|6997
all-time,97,lllllllama/rigorpilot-skills,repo-intake-and-plan,450147,false,,,11173|32230|50247|41219|47|40|33|32
all-time,98,lllllllama/rigorpilot-skills,minimal-run-and-audit,450059,false,,,11172|32229|50250|41213|41|41|32|30
all-time,99,lllllllama/rigorpilot-skills,env-and-assets-bootstrap,450025,false,,,11166|32229|50245|41208|41|29|26|30
all-time,100,larksuite/cli,lark-wiki,449923,false,,,9738|8410|7771|7167|7776|7764|6953|6889
all-time,101,larksuite/cli,lark-whiteboard,448596,false,,,9668|8299|7586|6965|7666|7656|6829|6759
all-time,102,larksuite/cli,lark-task,448320,false,,,9686|8262|7598|6981|7681|7646|6838|6806
all-time,103,larksuite/cli,lark-calendar,447470,false,,,9428|8078|7410|6835|7586|7665|6839|6745
all-time,104,larksuite/cli,lark-mail,446036,false,,,9266|8059|7288|6757|7537|7633|6773|6718
all-time,105,larksuite/cli,lark-minutes,445713,false,,,9271|8027|7348|6841|7503|7560|6719|6651
all-time,106,larksuite/cli,lark-vc,445560,false,,,9279|7976|7367|6823|7504|7548|6708|6627
all-time,107,larksuite/cli,lark-event,445405,false,,,9289|8031|7308|6754|7481|7554|6749|6657
all-time,108,larksuite/cli,lark-contact,445088,false,,,9313|8022|7296|6752|7487|7556|6732|6664
all-time,109,larksuite/cli,lark-workflow-meeting-summary,444566,false,,,9253|7936|7228|6791|7498|7546|6703|6622
all-time,110,larksuite/cli,lark-workflow-standup-report,443803,false,,,9236|7922|7220|6719|7436|7523|6682|6607
all-time,111,larksuite/cli,lark-openapi-explorer,443571,false,,,9229|7891|7212|6714|7432|7514|6679|6609
all-time,112,larksuite/cli,lark-skill-maker,443300,false,,,9227|7878|7206|6706|7428|7507|6669|6594
all-time,113,microsoft/azure-skills,azure-hosted-copilot-sdk,442746,true,,,3499|2952|2233|1958|1690|1469|1241|1174
all-time,114,microsoft/azure-skills,azure-enterprise-infra-planner,429445,true,,,16276|16011|14897|13353|13837|12115|12749|12377
all-time,115,prime-skills/runcomfy-agent-skills,video-edit,423557,false,,,3035|2944|3867|3836|3589|3781|3762|3246
all-time,116,microsoft/azure-skills,azure-kubernetes,422296,true,,,16273|16009|15162|13408|13582|12056|12739|12376
all-time,117,prime-skills/runcomfy-agent-skills,image-to-video,421897,false,,,3022|2940|3789|3792|3532|3735|3712|3242
all-time,118,prime-skills/runcomfy-agent-skills,nano-banana-2,421593,false,,,3028|2932|3748|3758|3527|3726|3708|3252
all-time,119,prime-skills/runcomfy-agent-skills,image-edit,421202,false,,,3021|2936|3778|3745|3513|3733|3738|3249
all-time,120,prime-skills/runcomfy-agent-skills,nano-banana-edit,421113,false,,,3020|2930|3708|3722|3475|3691|3684|3219
all-time,121,prime-skills/runcomfy-agent-skills,flux-kontext,420916,false,,,3020|2933|3704|3712|3478|3689|3693|3224
all-time,122,prime-skills/runcomfy-agent-skills,wan-2-7,420358,false,,,3021|2931|3704|3716|3470|3688|3686|3217
all-time,123,prime-skills/runcomfy-agent-skills,gpt-image-edit,420185,false,,,3019|2932|3705|3717|3469|3685|3686|3217
all-time,124,prime-skills/runcomfy-agent-skills,seedance-v2,420185,false,,,3022|2932|3707|3714|3471|3689|3690|3218
all-time,125,prime-skills/runcomfy-agent-skills,happyhorse-1-0,420137,false,,,3020|2931|3701|3712|3466|3685|3685|3216
all-time,126,prime-skills/runcomfy-agent-skills,flux-2-klein,419963,false,,,3023|2932|3704|3711|3469|3684|3684|3215
all-time,127,larksuite/cli,lark-approval,418758,false,,,9286|7972|7262|6736|7506|7564|6732|6670
all-time,128,supabase/agent-skills,supabase-postgres-best-practices,412858,true,,,14155|15410|13399|14077|13236|10620|10291|10254
all-time,129,mattpocock/skills,wizard,399932,false,,,19850|42981|41317|44161|41947|41252|37335|34729
all-time,130,larksuite/cli,lark-slides,399208,false,,,9387|8067|7365|6804|7548|7567|6767|6695
all-time,131,microsoft/azure-skills,azure-cost,397525,true,,,16291|16018|14905|13397|13581|12046|12743|12378
all-time,132,prime-skills/runcomfy-agent-skills,kling-3-0,397143,false,,,3022|2933|3735|3729|3484|3702|3699|3230
all-time,133,larksuite/cli,lark-attendance,396424,false,,,9221|7876|7198|6694|7415|7500|6678|6604
all-time,134,mattpocock/skills,git-guardrails-claude-code,388625,false,,,20379|22344|19342|29318|32222|31805|29007|27253
all-time,135,anthropics/skills,skill-creator,388435,true,,,8627|8460|7468|6875|6880|6908|6006|6341
all-time,136,prime-skills/runcomfy-agent-skills,codex-pet,385542,false,,,3026|2938|3725|3730|3489|3704|3701|3229
all-time,137,larksuite/cli,lark-okr,382489,false,,,9276|7931|7237|6711|7437|7562|6698|6634
all-time,138,heygen-com/hyperframes,hyperframes-keyframes,380820,false,,,27346|21733|25398|33031|25670|24271|28684|62834
all-time,139,mattpocock/skills,setup-pre-commit,380421,false,,,20084|22024|19043|28983|32011|31492|28713|26821
all-time,140,designed-by-ai/skills,design-mobile-apps,376991,false,,,0|0|0|0|0|53048|140177|138479
all-time,141,mattpocock/skills,writing-beats,374055,false,,,19890|21833|18862|28819|31891|31496|28524|26764
all-time,142,mattpocock/skills,scaffold-exercises,373771,false,,,19887|21716|18807|28028|31259|30893|28268|26423
all-time,143,mattpocock/skills,writing-shape,373559,false,,,19904|21835|18923|27980|31872|31459|28487|26782
all-time,144,juliusbrussee/caveman,caveman-commit,373490,false,,,15213|15525|10645|10197|10229|12612|13741|14357
all-time,145,mattpocock/skills,writing-fragments,373377,false,,,19882|21793|18856|27984|31901|31483|28501|26734
all-time,146,obra/superpowers,brainstorming,372964,false,,,10824|10207|9594|9132|8213|8264|8084|8612
all-time,147,leonxlnx/taste-skill,high-end-visual-design,372857,false,,,14837|18236|16108|18084|21146|18668|17008|16946
all-time,148,101-skills/superpowers,ai-video-generation,371344,false,,,0|0|0|0|0|13241|64317|213120
all-time,149,101-skills/superpowers,twitter-automation,371041,false,,,0|0|0|0|0|13446|63653|213285
all-time,150,101-skills/superpowers,ai-image-generation,370962,false,,,0|0|0|0|0|13165|63881|213213
all-time,151,101-skills/superpowers,ai-avatar-video,370737,false,,,0|0|0|0|0|13376|63412|213289
all-time,152,mattpocock/skills,migrate-to-shoehorn,370105,false,,,19743|21591|18622|27898|31108|30773|28164|26337
all-time,153,juliusbrussee/caveman,caveman-review,369699,false,,,15187|15505|10403|9723|9947|12349|13445|14195
all-time,154,leonxlnx/taste-skill,redesign-existing-projects,369597,false,,,14693|18212|16098|18108|21188|18652|17132|17181
all-time,155,juliusbrussee/caveman,caveman-compress,368408,false,,,15015|15570|10610|10143|10034|12303|13546|14374
all-time,156,mattpocock/skills,to-prd,368050,false,,,1347|2031|1235|1040|715|631|578|512
all-time,157,nextlevelbuilder/ui-ux-pro-max-skill,ui-ux-pro-max,367291,false,,,11152|10991|9936|9497|9532|9854|8692|8476
all-time,158,prime-skills/runcomfy-agent-skills,ai-video-generation,366883,false,,,3040|2951|3866|3873|3550|3748|3738|3264
all-time,159,prime-skills/runcomfy-agent-skills,ai-image-generation,366772,false,,,3038|2949|3935|3926|3653|3832|3753|3344
all-time,160,prime-skills/runcomfy-agent-skills,runcomfy-cli,364087,false,,,3019|2935|3719|3731|3482|3693|3704|3227
all-time,161,prime-skills/runcomfy-agent-skills,ai-avatar-video,363875,false,,,3028|2943|3747|3751|3497|3708|3703|3238
all-time,162,prime-skills/runcomfy-agent-skills,face-swap,363766,false,,,3023|2932|3729|3722|3475|3694|3696|3224
all-time,163,larksuite/cli,lark-markdown,363478,false,,,9606|8203|7488|6924|7674|7630|6814|6776
all-time,164,prime-skills/runcomfy-agent-skills,video-inpainting,362131,false,,,3019|2934|3725|3732|3486|3702|3694|3231
all-time,165,prime-skills/runcomfy-agent-skills,image-inpainting,361641,false,,,3020|2935|3713|3721|3480|3697|3701|3223
all-time,166,prime-skills/runcomfy-agent-skills,controlnet-pose,361411,false,,,3022|2934|3703|3714|3470|3692|3689|3216
all-time,167,prime-skills/runcomfy-agent-skills,lipsync,361381,false,,,3018|2933|3709|3719|3473|3691|3691|3224
all-time,168,prime-skills/runcomfy-agent-skills,video-extend,360976,false,,,3021|2934|3711|3722|3474|3694|3693|3222
all-time,169,prime-skills/runcomfy-agent-skills,elevenlabs-music-generation,360842,false,,,3021|2932|3712|3716|3477|3693|3691|3228
all-time,170,prime-skills/runcomfy-agent-skills,image-outpainting,360697,false,,,3022|2933|3704|3710|3473|3693|3691|3219
all-time,171,prime-skills/runcomfy-agent-skills,relight,360609,false,,,3020|2934|3703|3713|3471|3687|3686|3217
all-time,172,prime-skills/runcomfy-agent-skills,video-outpainting,360518,false,,,3022|2933|3706|3716|3476|3691|3692|3223
all-time,173,juliusbrussee/caveman,caveman-help,360428,false,,,14879|15551|10444|9602|9705|11969|13112|14128
all-time,174,mattpocock/skills,to-issues,354980,false,,,1287|1968|1205|1007|686|614|538|486
all-time,175,prime-skills/runcomfy-agent-skills,ai-music,352920,false,,,3042|2940|3730|3750|3492|3703|3708|3235
all-time,176,prime-skills/runcomfy-agent-skills,ace-step,352399,false,,,3021|2935|3705|3711|3473|3690|3686|3217
all-time,177,vercel-labs/agent-skills,vercel-composition-patterns,351780,true,,,9049|9577|8857|10073|11731|10384|10362|12772
all-time,178,mattpocock/skills,to-questionnaire,349121,false,,,19562|41844|40766|43485|41660|41136|37599|35977
all-time,179,leonxlnx/taste-skill,minimalist-ui,343317,false,,,13471|16729|14661|16886|19912|17493|16045|16007
all-time,180,microsoft/azure-skills,airunway-aks-setup,341356,true,,,16190|15950|14851|13299|13492|12000|12695|12336
all-time,181,larksuite/cli,lark-vc-agent,333398,false,,,9241|7900|7254|6731|7452|7513|6675|6590
all-time,182,heygen-com/hyperframes,general-video,330706,false,,,22601|14839|12549|18406|16210|15382|28354|57858
all-time,183,mattpocock/skills,loop-me,328635,false,,,20725|23986|20131|29586|32447|31995|29177|27287
all-time,184,leonxlnx/taste-skill,full-output-enforcement,327577,false,,,12709|15709|13763|16191|19206|16893|15350|15354
all-time,185,mattpocock/skills,writing-great-skills,323971,false,,,45601|23217|3017|1990|1262|1164|865|708
all-time,186,heygen-com/hyperframes,remotion-to-hyperframes,323298,false,,,11506|12046|9324|12889|11481|10110|14566|42138
all-time,187,leonxlnx/taste-skill,industrial-brutalist-ui,320917,false,,,12452|15393|13619|16047|19107|16653|15252|15245
all-time,188,leonxlnx/taste-skill,gpt-taste,320859,false,,,12879|15908|14135|16463|19602|17232|15783|15731
all-time,189,leonxlnx/taste-skill,stitch-design-taste,319311,false,,,12379|15296|13585|16019|19082|16587|15218|15171
all-time,190,juliusbrussee/caveman,cavecrew,317306,false,,,14891|15199|10221|9838|9829|11870|12939|13540
all-time,191,juliusbrussee/caveman,caveman-stats,316758,false,,,14834|15408|10189|9476|9666|11825|13003|13817
