rank,skill,platform,vendor,source_skillssh,slug_clawhub,url,match,description,description_zh,x_mentions_7d,x_truncated,hn_hits_7d,hn_raw_7d,bsky_hits_7d,bsky_raw_7d,gh_mentions_7d,x_engagement_7d,buzz_score,buzz_shared
1,grill-me,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/grill-me,single,,,100,true,1,3,6,11,25,6235,0.924,false
2,self-improving,clawhub,,,self-improving,https://clawhub.ai/ivangdavila/skills/self-improving,upstream,"Self-reflection + Self-criticism + Self-learning + Self-organizing memory. Agent evaluates its own work, catches mistakes, and improves permanently. Use when...",自我反思+自我批评+自我学习+自组织记忆。智能体评估自身工作、发现错误并持续改进。,100,true,4,7,88,124,5,4936,0.921,false
3,agent-browser,skills.sh,vercel-labs,vercel-labs/agent-browser,,https://www.skills.sh/vercel-labs/agent-browser/agent-browser,single,,,100,true,0,1,6,7,21,2396,0.724,true
4,skill-creator,skills.sh,anthropics,anthropics/skills,,https://www.skills.sh/anthropics/skills/skill-creator,single,,,71,false,0,0,1,1,155,4336,0.713,true
5,frontend-design,skills.sh,anthropics,anthropics/skills,,https://www.skills.sh/anthropics/skills/frontend-design,single,,,69,false,0,2,4,23,44,2186,0.703,true
6,find-skills,skills.sh,vercel-labs,vercel-labs/skills,,https://www.skills.sh/vercel-labs/skills/find-skills,single,,,21,false,0,0,1,2,145,1734,0.649,true
7,browser-use,skills.sh,browser-use,browser-use/browser-use,,https://www.skills.sh/browser-use/browser-use/browser-use,single,,,,false,1,6,13,20,7,,0.645,true
8,nano-banana-pro,clawhub,steipete,,nano-banana-pro,https://clawhub.ai/steipete/skills/nano-banana-pro,upstream,Generate/edit images with Nano Banana Pro (Gemini 3 Pro Image). Use for image create/modify requests incl. edits. Supports text-to-image + image-to-image; 1K/2K/4K; use --input-image.,使用 Nano Banana Pro (Gemini 3 Pro Image) 生成或编辑图像。支持文生图、图生图及 1K/2K/4K 分辨率，适用于图像创建、修改及编辑请求，使用 --input-image 指定输入图像。,49,false,0,0,3,5,2,1244,0.633,false
9,self-improving-agent,clawhub,,,self-improving-agent,https://clawhub.ai/pskoett/skills/self-improving-agent,upstream,"Captures learnings, errors, and corrections to enable continuous improvement. Use when: (1) A command or operation fails unexpectedly, (2) User corrects Claude ('No, that's wrong...', 'Actually...'), ",记录自身发现以实现自我改进的技能,35,false,0,0,1,2,2,1679,0.612,true
10,improve-codebase-architecture,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/improve-codebase-architecture,single,,,3,false,0,0,1,1,3,10,0.561,false
11,grill-with-docs,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/grill-with-docs,single,,,18,false,0,0,0,0,4,1140,0.479,false
12,auto-updater,clawhub,,,auto-updater,https://clawhub.ai/maximeprades/skills/auto-updater,upstream,"Automatically update Clawdbot and all installed skills once daily. Runs via cron, checks for updates, applies them, and messages the user with a summary of what changed.",每日自动更新 Clawdbot 及所有已安装技能。运行 cron 检查更新并应用，同时向用户发送变更摘要。,1,false,0,0,2,12,1,2,0.469,false
13,vercel-react-best-practices,skills.sh,vercel-labs,vercel-labs/agent-skills,,https://www.skills.sh/vercel-labs/agent-skills/vercel-react-best-practices,single,,,3,false,0,0,0,0,4,4,0.456,false
14,video-frames,clawhub,steipete,,video-frames,https://clawhub.ai/steipete/skills/video-frames,upstream,Extract frames or short clips from videos using ffmpeg.,使用 ffmpeg 从视频中提取帧或短片。,,false,0,1,12,18,3,,0.436,false
15,azure-ai,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-ai,single,,,,false,0,2,35,46,2,,0.436,false
16,setup-matt-pocock-skills,skills.sh,mattpocock,mattpocock/skills,,https://www.skills.sh/mattpocock/skills/setup-matt-pocock-skills,single,,,2,false,0,0,0,0,5,396,0.433,false
17,api-gateway,clawhub,,,api-gateway,https://clawhub.ai/byungkyu/skills/api-gateway,upstream,"Call third-party APIs through the Maton gateway, which injects the credential for an app the user has already connected. Use this skill when the user names a connected app and a concrete action in it ",通过 Maton 管理的 API 路由连接外部服务；仅在用户指定目标应用、账户和任务后使用；以读取/列...,,false,0,7,26,55,1,,0.421,false
18,automation-workflows,clawhub,,,automation-workflows,https://clawhub.ai/jk-0001/skills/automation-workflows,upstream,"Design and implement automation workflows to save time and scale operations as a solopreneur. Use when identifying repetitive tasks to automate, building workflows across tools, setting up triggers an",设计和实施自动化工作流，帮助个体创业者节省时间并扩展业务。用于识别可自动化的重复性任务、跨工具构建工作流、设置触发器和操作，或优化现有自动化。涵盖自动化机会识别、工作流设计、工具选择（Zapier、Make、n8n）、测试及维护。,,false,0,0,8,17,1,,0.415,false
19,azure-storage,skills.sh,microsoft,microsoft/azure-skills,,https://www.skills.sh/microsoft/azure-skills/azure-storage,single,,,,false,0,1,6,9,1,,0.412,false
20,desktop-control,clawhub,,,desktop-control,,single,"Advanced desktop automation with mouse, keyboard, and screen control",,,false,0,0,4,9,1,,0.407,false
21,openai-whisper,clawhub,steipete,,openai-whisper,https://clawhub.ai/steipete/skills/openai-whisper,upstream,Local speech-to-text with the Whisper CLI (no API key).,使用 Whisper CLI 进行本地语音转文字（无需 API 密钥）,3,false,0,1,3,4,0,32,0.388,false
